cds14,year,ela_pct_met,math_pct_met,ela_mean,math_mean,ela_n,math_n
15637761534957,2023,36.87,11.67,2541.6,2485.3,180,180
15638181530138,2023,9.76,0.0,2463.8,2419.6,41,41
15638181535905,2023,33.48,7.42,2527.0,2476.0,233,229
15638261530245,2023,6.25,0.0,2451.0,2383.3,32,32
15638261536135,2023,47.52,18.67,2569.4,2520.0,242,241
15638591530351,2023,28.89,2.22,2525.3,2442.0,45,45
15638591536440,2023,61.27,15.96,2593.3,2520.8,427,426
15737421530054,2023,39.39,6.9,2522.8,2439.4,33,29
15737421531367,2023,66.78,30.94,2618.1,2553.4,307,307
15739081530146,2023,14.81,0.0,2458.9,2375.4,27,27
15739081534155,2023,53.95,23.15,2587.7,2532.8,215,216
15751681530401,2023,59.32,13.79,2596.1,2503.6,60,58
16638750101717,2023,36.84,10.53,2577.2,2503.5,19,19
16638750112698,2023,69.7,18.18,2621.7,2558.6,33,33
16638911632140,2023,0.0,0.0,2426.9,2421.8,21,21
16638911632207,2023,64.36,17.11,2609.9,2526.1,188,187
16639250118919,2023,44.81,17.92,2559.8,2507.8,241,240
16639250137901,2023,26.53,8.16,2519.8,2474.6,49,49
16639251630169,2023,48.59,20.07,2575.7,2534.7,284,284
16639251634245,2023,13.04,0.0,2487.1,2438.6,46,45
16639251634401,2023,52.88,16.21,2579.2,2509.5,366,364
16639580136556,2023,27.17,2.87,2526.9,2465.6,276,279
16639820110205,2023,85.19,48.15,2671.4,2616.2,54,54
16639820136234,2023,51.22,2.38,2599.0,2477.3,41,42
16639821630011,2023,14.71,2.94,2486.5,2434.4,34,34
16639821635606,2023,49.28,21.98,2570.2,2531.0,416,415
16739321630078,2023,0.0,,2428.5,,13,
16739321630953,2023,33.33,6.21,2527.9,2468.8,177,177
17640140138537,2023,45.45,0.0,2588.8,2479.3,11,11
17640141734359,2023,37.72,12.28,2551.2,2477.5,114,114
17640220132571,2023,46.67,6.67,2568.0,2475.4,30,30
17640221730027,2023,30.77,0.0,2519.0,2434.7,26,24
17640221735000,2023,20.89,0.7,2505.6,2443.9,159,143
17640301730142,2023,53.33,0.0,2580.1,2470.8,15,15
17640301732304,2023,52.7,10.81,2570.6,2511.2,74,74
17640550129601,2023,71.43,7.14,2626.5,2508.6,14,14
17640551736008,2023,43.37,8.43,2570.9,2497.5,83,83
17769761737006,2023,39.74,7.69,2550.1,2504.7,78,78
18641391833805,2023,35.16,14.75,2537.2,2511.0,182,183
18641391833813,2023,0.0,,2398.7,,11,
18641960135756,2023,50.0,20.0,2592.1,2517.6,20,20
18642041838507,2023,72.73,18.18,2617.7,2522.6,11,11
18750360121657,2023,28.57,13.33,2516.9,2480.0,15,15
18750366010763,2023,40.0,6.67,2563.3,2454.9,15,15
19101990100776,2023,9.09,6.06,2457.8,2449.7,99,99
19101990112128,2023,50.67,17.57,2564.0,2524.8,75,74
19101990115030,2023,48.0,12.0,2556.4,2505.4,50,50
19101990115212,2023,74.47,51.06,2647.8,2612.9,47,47
19101990121822,2023,4.76,0.0,2394.6,2379.7,21,14
19101990121897,2023,12.5,,2403.6,,16,
19101990121905,2023,5.88,,2405.3,,17,
19101990121921,2023,0.0,,2368.4,,17,
19101990121939,2023,0.0,0.0,2393.4,2384.6,19,18
19101990134346,2023,43.75,6.25,2570.0,2473.7,16,16
19101990135582,2023,37.21,6.98,2547.5,2496.9,43,43
19101990136119,2023,47.37,1.32,2560.3,2463.6,76,77
19101990137679,2023,73.08,62.96,2638.1,2622.0,26,27
19101990138669,2023,8.7,9.52,2480.1,2431.8,46,42
19101990140756,2023,8.33,0.0,2466.0,2425.8,12,12
19101991933399,2023,73.48,30.53,2633.7,2576.1,132,131
19101991995869,2023,86.4,52.42,2675.8,2628.5,125,124
19101991996214,2023,12.28,0.0,2450.8,2427.3,57,56
19101996119945,2023,64.38,24.66,2612.2,2554.9,73,73
19642121930056,2023,86.26,59.21,2683.2,2649.0,553,554
19642121930361,2023,53.87,24.0,2585.4,2545.8,337,325
19642121931641,2023,24.21,4.26,2501.9,2468.2,96,94
19642121931880,2023,98.75,96.25,2771.4,2784.4,160,160
19642121933159,2023,69.58,43.94,2627.7,2606.8,355,355
19642460100081,2023,39.69,9.89,2546.3,2486.3,646,647
19642460108407,2023,34.66,4.9,2526.5,2466.0,551,551
19642460111872,2023,91.15,68.14,2697.9,2658.5,113,113
19642460126003,2023,39.47,13.16,2579.2,2501.3,38,38
19642461930213,2023,27.78,3.5,2502.1,2443.4,343,343
19642461931732,2023,11.88,0.0,2463.6,2420.3,322,322
19642461936624,2023,29.95,3.16,2519.0,2442.1,601,601
19642461937051,2023,38.57,13.7,2547.0,2500.5,726,730
19642461995398,2023,37.35,12.5,2535.3,2486.1,665,664
19642461995406,2023,33.33,9.94,2524.9,2474.3,342,342
19642461995844,2023,34.93,10.17,2527.7,2483.6,584,580
19642461996537,2023,31.13,2.8,2526.5,2471.4,106,107
19642461996644,2023,12.57,1.1,2481.7,2440.9,366,363
19642611930288,2023,72.99,61.67,2648.1,2664.4,734,741
19642611995299,2023,13.33,7.14,2443.7,2442.5,15,14
19642791930528,2023,47.69,18.89,2568.3,2517.3,219,221
19642791931765,2023,33.68,1.08,2535.8,2442.8,95,93
19642791933449,2023,46.15,14.29,2566.3,2491.0,156,161
19642871930601,2023,68.64,21.18,2623.9,2537.3,338,340
19642871936384,2023,19.23,0.64,2491.9,2425.0,156,156
19642871938166,2023,55.71,20.98,2596.2,2542.8,421,429
19642871996479,2023,40.59,12.0,2553.3,2513.2,101,100
19642951930700,2023,58.53,20.47,2594.5,2514.9,217,215
19642951936491,2023,10.0,,2430.9,,20,
19643030128306,2023,93.33,13.33,2656.1,2542.1,15,15
19643031930775,2023,50.14,11.55,2576.1,2502.3,355,355
19643031935618,2023,70.11,24.32,2629.6,2553.4,368,366
