cds14,ag_year,ag_cohort,ag_met_uccsu_count,ag_met_uccsu_rate
07617210733998,2018-19,130,0,0.0
07617390730440,2018-19,46,0,0.0
07617390730473,2018-19,32,2,7.4
07617390730549,2018-19,264,111,44.4
07617540000000,2018-19,13,0,0.0
07617540000001,2018-19,13,0,0.0
07617540138115,2018-19,20,0,0.0
07617540730044,2018-19,369,247,69.2
07617540730317,2018-19,76,4,7.0
07617540730358,2018-19,41,0,0.0
07617540730424,2018-19,86,1,1.9
07617540731646,2018-19,448,209,48.2
07617540731836,2018-19,370,140,40.5
07617540734566,2018-19,243,75,36.8
07617540734764,2018-19,182,0,0.0
07617540737809,2018-19,268,61,25.1
07617880730184,2018-19,120,0,0.0
07617880735407,2018-19,797,292,39.8
07617960000000,2018-19,18,1,14.3
07617960101477,2018-19,145,130,96.3
07617960132100,2018-19,47,40,88.9
07617960132233,2018-19,81,1,1.3
07617960730291,2018-19,72,71,98.6
07617960730325,2018-19,64,11,22.4
07617960730598,2018-19,221,129,62.3
07617960732164,2018-19,335,180,58.6
07617960732941,2018-19,343,172,56.4
07617960733253,2018-19,205,0,0.0
07617960733659,2018-19,228,57,40.7
07617960735316,2018-19,262,100,41.3
07617960735902,2018-19,392,134,40.9
07618040113118,2018-19,763,591,78.8
07618040730051,2018-19,646,449,70.4
07618040730218,2018-19,63,5,10.4
07618040734368,2018-19,602,462,78.2
07618040736504,2018-19,499,369,75.9
07618040736819,2018-19,40,0,0.0
08100820830059,2018-19,96,0,0.0
08618200833004,2018-19,174,51,31.7
08618200836205,2018-19,51,0,0.0
09100900930123,2018-19,133,0,0.0
09100900930131,2018-19,60,0,0.0
09618380136200,2018-19,28,5,18.5
09618530930081,2018-19,584,419,74.2
09618530930164,2018-19,257,132,53.0
09618530930214,2018-19,27,8,30.8
09618530932756,2018-19,225,87,40.7
09618530934554,2018-19,87,0,0.0
09618530936302,2018-19,401,229,59.6
09619030930040,2018-19,62,0,0.0
09619030937805,2018-19,235,74,35.2
09737830930073,2018-19,77,22,28.6
10101080109991,2018-19,715,1,0.7
10101080119628,2018-19,22,3,18.8
10101081030337,2018-19,121,0,0.0
10101081030899,2018-19,30,0,0.0
10101086069488,2018-19,27,0,0.0
10621170113555,2018-19,585,387,69.0
10621170118018,2018-19,131,26,23.9
10621171030196,2018-19,498,270,57.8
10621171030469,2018-19,26,3,20.0
10621171030501,2018-19,664,413,65.2
10621171030683,2018-19,577,344,61.8
10621171031004,2018-19,90,0,0.0
10621171031053,2018-19,614,318,54.1
10621251030113,2018-19,20,0,0.0
10621251031376,2018-19,245,77,37.6
10621581032150,2018-19,200,129,65.5
10621660108555,2018-19,62,60,96.8
10621660114355,2018-19,73,6,12.8
10621660114553,2018-19,119,117,98.3
10621660132134,2018-19,70,45,69.2
10621661030279,2018-19,540,254,50.9
10621661030287,2018-19,162,1,0.8
10621661030295,2018-19,205,125,61.9
10621661030584,2018-19,289,0,0.0
10621661030642,2018-19,66,0,0.0
10621661030675,2018-19,633,345,58.4
10621661030840,2018-19,122,2,3.5
10621661031632,2018-19,122,0,0.0
10621661031897,2018-19,565,342,63.8
10621661032507,2018-19,468,201,46.6
10621661032911,2018-19,391,151,44.8
10621661034214,2018-19,369,186,57.4
10621661035831,2018-19,454,166,42.1
10622570124727,2018-19,33,0,0.0
10622571033695,2018-19,237,113,47.9
10622571033729,2018-19,11,0,0.0
10622650108092,2018-19,117,92,82.9
10622650116640,2018-19,22,0,0.0
10622650126292,2018-19,33,26,78.8
10622651030378,2018-19,92,0,0.0
10622651033703,2018-19,73,0,0.0
10622651035310,2018-19,331,164,51.1
10622811033950,2018-19,45,13,32.5
10623310137661,2018-19,37,1,7.1
10623640126870,2018-19,51,0,0.0
10623641034990,2018-19,183,56,31.8
10623800136499,2018-19,107,0,0.0
10623800136754,2018-19,16,3,100.0
10624141030451,2018-19,36,0,0.0
10624141030766,2018-19,43,27,65.9
10624141036086,2018-19,78,0,0.0
10624141036094,2018-19,706,403,59.2
10624301030758,2018-19,47,0,0.0
10624301036607,2018-19,31,0,0.0
10624301036672,2018-19,436,31,7.6
10625396112387,2018-19,76,0,0.0
10625470135103,2018-19,35,6,20.7
10625470136523,2018-19,390,3,2.5
10738091030121,2018-19,167,72,44.7
10739651030386,2018-19,101,0,0.0
10739651030626,2018-19,859,346,44.0
10739651035112,2018-19,72,0,0.0
10739991033422,2018-19,54,0,0.0
10739991033430,2018-19,368,132,37.4
10751271030493,2018-19,237,73,39.5
10752341037456,2018-19,118,31,27.0
10752751030139,2018-19,31,0,0.0
10752751036938,2018-19,76,39,54.2
10754081035575,2018-19,119,60,51.7
10755981030535,2018-19,148,79,57.2
10755981030543,2018-19,11,0,0.0
10767780122473,2018-19,59,0,0.0
10767781030774,2018-19,59,0,0.0
10767781038306,2018-19,233,107,47.3
11101160130724,2018-19,83,0,0.0
11626461136209,2018-19,17,4,25.0
11626611132851,2018-19,115,34,32.4
11754811130012,2018-19,20,0,0.0
11754811135656,2018-19,160,57,37.0
11765621133701,2018-19,87,39,47.6
12101240106153,2018-19,53,0,0.0
12101240106161,2018-19,40,0,0.0
12101240106179,2018-19,13,0,0.0
12101240134163,2018-19,22,20,100.0
12101240137364,2018-19,38,0,0.0
12626870107110,2018-19,17,7,50.0
12626870124263,2018-19,11,5,50.0
12626871230044,2018-19,42,0,0.0
12626871230051,2018-19,34,0,0.0
12626871230705,2018-19,195,115,63.2
12626871235209,2018-19,137,72,57.1
12628100108688,2018-19,47,26,59.1
12628101233352,2018-19,52,0,0.0
12628101233402,2018-19,173,65,41.1
12629011230028,2018-19,27,0,0.0
12629011234004,2018-19,53,2,4.3
12630320111203,2018-19,64,5,8.9
12630401237007,2018-19,51,0,0.0
12753741232909,2018-19,32,10,31.3
12755150000000,2018-19,47,0,0.0
12755151230150,2018-19,18,0,0.0
12755151232057,2018-19,39,0,0.0
12755151232206,2018-19,234,75,33.2
13101320131094,2018-19,39,0,0.0
13101320134379,2018-19,100,0,0.0
13101326069272,2018-19,22,0,0.0
13630811331354,2018-19,74,0,0.0
13630811331404,2018-19,402,173,43.9
13630991332154,2018-19,119,0,0.0
13630991332204,2018-19,765,203,29.2
13631071332501,2018-19,95,39,44.3
13631151330133,2018-19,531,187,38.8
13631151333004,2018-19,417,115,29.3
13631151333558,2018-19,54,0,0.0
13631491335306,2018-19,138,123,90.4
13631641335900,2018-19,296,119,42.2
13632141337609,2018-19,43,8,20.0
14101400117994,2018-19,430,0,0.0
14101400128447,2018-19,76,0,0.0
14101400128454,2018-19,110,34,77.3
14632891434901,2018-19,16,2,13.3
14766871430057,2018-19,29,0,0.0
14766871431600,2018-19,127,67,55.4
15101570119669,2018-19,128,97,76.4
15101571530302,2018-19,126,0,0.0
15101571530310,2018-19,306,0,0.0
15101571530492,2018-19,89,18,24.3
15634120100529,2018-19,310,180,59.8
15634120116384,2018-19,304,205,69.7
15634121531656,2018-19,53,0,0.0
15634121531672,2018-19,345,224,66.9
15635290100198,2018-19,583,219,42.0
15635290110999,2018-19,561,271,49.5
15635290116392,2018-19,504,215,45.1
15635290116400,2018-19,551,180,37.8
15635290125062,2018-19,151,1,1.3
15635291530021,2018-19,63,0,0.0
15635291530047,2018-19,55,0,0.0
15635291530112,2018-19,191,0,0.0
15635291530252,2018-19,617,219,38.5
15635291530344,2018-19,552,350,64.8
15635291530369,2018-19,470,238,54.3
15635291530385,2018-19,664,345,54.9
15635291530435,2018-19,201,0,0.0
15635291530476,2018-19,532,269,52.5
15635291530708,2018-19,691,200,32.6
15635291532290,2018-19,526,151,34.2
15635291532605,2018-19,467,93,21.9
15635291533330,2018-19,473,214,48.6
15635291533538,2018-19,113,17,18.7
15635291534775,2018-19,376,94,28.0
15635291535087,2018-19,371,116,32.4
15635291535392,2018-19,509,166,36.0
15635291536325,2018-19,165,0,0.0
15635291536606,2018-19,526,142,30.7
15636280127209,2018-19,287,0,0.0
15636280134312,2018-19,86,4,5.3
15636280137687,2018-19,29,5,20.8
15636280138131,2018-19,48,1,2.2
15636281533843,2018-19,21,5,25.0
15636770114512,2018-19,108,19,21.3
15636770136259,2018-19,39,15,41.7
15636851530997,2018-19,44,0,0.0
15636851531987,2018-19,85,29,34.1
15637761530039,2018-19,23,0,0.0
15637761530377,2018-19,26,0,0.0
15637761534957,2018-19,193,56,30.1
15638181530138,2018-19,31,0,0.0
15638181535905,2018-19,189,55,31.6
15638261530245,2018-19,13,0,0.0
15638261536135,2018-19,269,80,32.3
15638591530351,2018-19,70,0,0.0
15638591536440,2018-19,399,126,33.3
15737421530054,2018-19,49,0,0.0
15737421531367,2018-19,326,74,24.0
15739081530146,2018-19,22,0,0.0
15739081534155,2018-19,201,0,0.0
15751681530401,2018-19,55,7,13.2
16101651630102,2018-19,17,0,0.0
16101656069298,2018-19,23,0,0.0
16638750101717,2018-19,56,0,0.0
16638750112698,2018-19,38,2,7.4
16638911632140,2018-19,33,0,0.0
16638911632207,2018-19,165,67,40.9
16639250118919,2018-19,170,66,39.8
16639250137901,2018-19,13,3,25.0
16639251630060,2018-19,23,0,0.0
16639251630169,2018-19,280,121,44.3
16639251634245,2018-19,59,0,0.0
16639251634401,2018-19,317,151,48.4
16639580136556,2018-19,385,2,1.7
16639820110205,2018-19,61,50,90.9
16639821630011,2018-19,58,0,0.0
16639821635606,2018-19,399,153,40.4
16739321630078,2018-19,20,0,0.0
16739321630953,2018-19,153,95,65.1
17640141734359,2018-19,128,33,28.0
17640220132571,2018-19,18,7,38.9
17640221730027,2018-19,71,0,0.0
17640221730118,2018-19,20,0,0.0
17640221735000,2018-19,135,42,44.7
17640301730019,2018-19,18,0,0.0
17640301732304,2018-19,80,24,32.9
17640550129601,2018-19,37,6,26.1
17640551730035,2018-19,13,0,0.0
17640551736008,2018-19,117,38,33.6
17769761730050,2018-19,20,0,0.0
17769761737006,2018-19,68,0,0.0
18640891831601,2018-19,21,6,30.0
18641391833805,2018-19,185,34,20.2
18641620135756,2018-19,29,2,8.7
18641626010763,2018-19,12,1,9.1
18750360121657,2018-19,15,0,0.0
18750361833409,2018-19,13,0,0.0
19101990100776,2018-19,56,56,100.0
19101990109942,2018-19,50,41,97.6
19101990112128,2018-19,119,113,99.1
19101990115030,2018-19,48,40,87.0
19101990115212,2018-19,38,33,89.2
19101990121822,2018-19,63,0,0.0
19101990121871,2018-19,42,0,0.0
19101990121897,2018-19,95,0,0.0
19101990121905,2018-19,16,0,0.0
19101990121921,2018-19,71,0,0.0
19101990121954,2018-19,22,0,0.0
19101990121988,2018-19,20,0,0.0
19101990122028,2018-19,18,0,0.0
19101990127522,2018-19,33,0,0.0
19101990138669,2018-19,50,4,33.3
19101991933399,2018-19,132,114,91.9
19101991995232,2018-19,14,0,0.0
19101991995869,2018-19,135,129,98.5
19101991996214,2018-19,101,0,0.0
19101996119945,2018-19,71,65,94.2
19642121930056,2018-19,505,349,71.8
19642121930361,2018-19,293,140,48.4
19642121931641,2018-19,110,0,0.0
19642121931880,2018-19,167,157,95.2
19642121933159,2018-19,413,227,55.9
19642121995596,2018-19,35,0,0.0
19642460100081,2018-19,658,308,51.7
19642460108407,2018-19,550,216,42.8
19642460111872,2018-19,86,85,98.8
19642460126003,2018-19,19,9,56.3
19642461930213,2018-19,450,105,26.7
19642461931732,2018-19,273,0,0.0
19642461936624,2018-19,582,154,32.7
19642461937051,2018-19,724,342,49.2
19642461995398,2018-19,677,236,39.0
19642461995406,2018-19,325,83,30.3
19642461995844,2018-19,569,189,38.0
19642461995968,2018-19,16,0,0.0
19642461996537,2018-19,282,3,7.7
19642461996644,2018-19,217,0,0.0
19642611930288,2018-19,795,785,99.7
19642611995299,2018-19,44,0,0.0
19642791930528,2018-19,279,73,28.4
19642791931765,2018-19,97,0,0.0
19642791933449,2018-19,245,113,47.3
19642871930601,2018-19,439,150,35.9
19642871936384,2018-19,174,4,2.7
19642871938166,2018-19,415,170,42.6
19642871996479,2018-19,1501,133,41.8
19642951930700,2018-19,245,91,38.1
19642951936491,2018-19,32,0,0.0
19643031930775,2018-19,361,50,14.1
19643031935618,2018-19,443,165,39.2
19643031938190,2018-19,144,0,0.0
19643111930981,2018-19,416,262,67.9
19643111931021,2018-19,18,0,0.0
19643291931088,2018-19,441,302,69.6
19643291937598,2018-19,45,0,0.0
19643291937739,2018-19,302,188,63.3
19643370131573,2018-19,38,11,33.3
19643371931187,2018-19,589,317,56.3
19643371931237,2018-19,584,323,56.8
19643371933332,2018-19,96,0,0.0
19643520118521,2018-19,24,0,0.0
19643520128488,2018-19,897,16,88.9
19643520128496,2018-19,1083,20,100.0
19643521930239,2018-19,152,0,0.0
19643521933951,2018-19,515,196,41.9
19643521934926,2018-19,535,208,42.4
19643521935048,2018-19,425,196,50.1
19643781930312,2018-19,30,0,0.0
19643781931666,2018-19,359,182,52.4
19643941931807,2018-19,25,0,0.0
19643941931823,2018-19,603,389,67.9
19644361931617,2018-19,72,2,3.3
19644361932086,2018-19,271,195,73.9
19644361936418,2018-19,312,225,72.6
19644361938372,2018-19,412,267,65.4
19644441932201,2018-19,524,347,69.0
19644441932656,2018-19,31,0,0.0
19644511931625,2018-19,183,0,0.0
19644511932441,2018-19,1044,548,53.8
19644511939164,2018-19,843,457,55.3
19644690128736,2018-19,161,25,65.8
19644690134858,2018-19,87,76,87.4
19644691932482,2018-19,185,78,43.6
19644691936079,2018-19,35,0,0.0
19645191930320,2018-19,554,263,52.6
19645191932664,2018-19,403,159,45.4
19645191932680,2018-19,351,115,36.3
19645191937481,2018-19,407,218,57.8
19645191938919,2018-19,190,0,0.0
19645191995661,2018-19,285,153,58.2
19645191996123,2018-19,19,0,0.0
19645270000000,2018-19,21,1,11.1
19645271932698,2018-19,113,0,0.0
19645271932706,2018-19,558,268,49.6
19645351930353,2018-19,21,5,26.3
19645351932763,2018-19,296,222,75.3
19645680000001,2018-19,11,0,0.0
19645681932144,2018-19,637,432,71.1
19645681933472,2018-19,98,0,0.0
19645681933530,2018-19,568,210,42.5
19645681934082,2018-19,346,136,45.9
19645681995497,2018-19,28,5,25.0
19645681996131,2018-19,230,187,83.9
19645761933597,2018-19,557,330,60.2
19645761939677,2018-19,52,0,0.0
19645841996305,2018-19,166,13,10.3
19645920100354,2018-19,111,86,77.5
19646341934231,2018-19,231,63,29.6
19646341934249,2018-19,17,0,0.0
19646341936046,2018-19,234,46,22.8
19646341996529,2018-19,99,62,64.6
19646341996586,2018-19,142,102,76.7
19646591934611,2018-19,341,296,86.8
19646831930080,2018-19,446,264,63.0
19646831931781,2018-19,525,322,65.3
19646911996438,2018-19,118,114,100.0
19647090100602,2018-19,140,99,70.7
19647091996313,2018-19,153,135,90.6
19647250000001,2018-19,19,0,0.0
19647250125153,2018-19,39,0,0.0
19647250127381,2018-19,166,139,86.9
19647250131938,2018-19,28,0,0.0
19647250132324,2018-19,107,99,94.3
19647251930411,2018-19,43,18,47.4
19647251934470,2018-19,606,252,48.1
19647251934678,2018-19,754,353,49.5
19647251935758,2018-19,825,534,68.3
19647251936947,2018-19,1002,596,63.6
19647251937176,2018-19,141,0,0.0
19647251939875,2018-19,837,536,69.6
19647251995539,2018-19,165,160,98.8
19647251995570,2018-19,507,9,3.6
19647251995935,2018-19,556,243,49.3
19647251996503,2018-19,101,65,65.7
19647330000001,2018-19,300,0,0.0
19647330100677,2018-19,97,89,100.0
19647330100750,2018-19,107,26,27.1
19647330100800,2018-19,113,79,73.8
19647330101196,2018-19,127,97,91.5
19647330101329,2018-19,41,3,17.6
19647330101659,2018-19,39,37,100.0
19647330101675,2018-19,136,91,70.0
19647330101683,2018-19,43,43,100.0
19647330102137,2018-19,39,1,5.0
19647330102434,2018-19,128,79,70.5
19647330102541,2018-19,80,71,100.0
19647330102764,2018-19,50,1,16.7
19647330102913,2018-19,87,65,78.3
19647330102921,2018-19,118,117,99.2
19647330106351,2018-19,45,41,100.0
19647330106435,2018-19,95,71,100.0
19647330106831,2018-19,140,58,45.3
19647330106849,2018-19,129,110,89.4
19647330106864,2018-19,131,127,100.0
19647330106997,2018-19,182,142,79.3
19647330107003,2018-19,250,139,56.7
19647330107011,2018-19,91,64,81.0
19647330107755,2018-19,221,71,39.0
19647330108878,2018-19,180,110,67.1
19647330108894,2018-19,129,126,97.7
19647330108928,2018-19,110,107,100.0
19647330108936,2018-19,138,128,94.1
19647330109447,2018-19,455,234,65.5
19647330109454,2018-19,400,197,54.9
19647330109462,2018-19,302,130,51.8
19647330109512,2018-19,111,4,8.0
19647330110304,2018-19,60,43,97.7
19647330110668,2018-19,78,1,25.0
19647330111484,2018-19,31,12,100.0
19647330111492,2018-19,132,128,100.0
19647330111500,2018-19,98,97,100.0
19647330111575,2018-19,144,66,49.3
19647330111583,2018-19,148,124,87.9
19647330111625,2018-19,129,60,54.5
19647330111641,2018-19,129,124,97.6
19647330111658,2018-19,139,132,97.1
19647330112029,2018-19,111,65,70.7
19647330112037,2018-19,132,69,60.5
19647330112045,2018-19,309,262,89.4
19647330112052,2018-19,277,142,62.8
19647330112508,2018-19,117,86,100.0
19647330112870,2018-19,81,28,50.9
19647330114850,2018-19,333,170,63.7
19647330115253,2018-19,61,57,100.0
19647330116509,2018-19,76,72,100.0
19647330116954,2018-19,24,0,0.0
19647330117051,2018-19,251,127,61.1
19647330117069,2018-19,157,52,54.2
19647330117077,2018-19,82,46,80.7
19647330117598,2018-19,107,84,91.3
19647330117606,2018-19,127,117,98.3
19647330117622,2018-19,40,34,87.2
19647330117721,2018-19,114,46,64.8
19647330117747,2018-19,120,60,62.5
19647330117762,2018-19,116,56,63.6
19647330117911,2018-19,45,35,85.4
19647330118588,2018-19,406,99,42.5
19647330119651,2018-19,110,45,52.3
19647330119685,2018-19,87,70,94.6
19647330119693,2018-19,105,60,69.0
19647330119727,2018-19,337,238,74.4
19647330119966,2018-19,254,151,70.6
19647330120071,2018-19,55,43,100.0
19647330120360,2018-19,75,49,69.0
19647330120808,2018-19,58,1,5.0
19647330121095,2018-19,83,39,63.9
19647330121285,2018-19,124,123,100.0
19647330121293,2018-19,87,81,98.8
19647330122333,2018-19,104,74,72.5
19647330122341,2018-19,89,53,61.6
19647330122358,2018-19,86,47,58.8
19647330122366,2018-19,92,47,60.3
19647330122374,2018-19,102,61,69.3
19647330122382,2018-19,77,46,67.6
19647330122606,2018-19,101,98,100.0
19647330122721,2018-19,95,71,95.9
19647330123133,2018-19,145,120,92.3
19647330123141,2018-19,59,56,98.2
19647330124362,2018-19,259,166,66.9
19647330124370,2018-19,79,47,65.3
19647330124388,2018-19,102,97,98.0
19647330124396,2018-19,104,67,69.8
19647330124404,2018-19,86,30,40.5
19647330124412,2018-19,104,57,62.0
19647330124479,2018-19,236,83,56.5
19647330124487,2018-19,157,87,63.0
19647330124495,2018-19,131,87,92.6
19647330124503,2018-19,108,58,62.4
19647330124511,2018-19,141,93,80.2
19647330124529,2018-19,137,69,53.9
19647330124560,2018-19,143,111,95.7
19647330124883,2018-19,117,75,85.2
19647330124891,2018-19,128,119,99.2
19647330124933,2018-19,87,67,97.1
19647330124941,2018-19,111,106,97.2
19647330125864,2018-19,129,125,100.0
19647330125989,2018-19,127,115,95.0
19647330126136,2018-19,154,149,100.0
19647330126474,2018-19,81,30,49.2
19647330126482,2018-19,131,49,48.5
19647330126490,2018-19,109,44,55.7
19647330126508,2018-19,96,31,46.3
19647330126516,2018-19,142,98,72.6
19647330126524,2018-19,142,110,78.6
19647330126532,2018-19,135,74,60.7
19647330126540,2018-19,140,77,60.6
19647330126557,2018-19,117,56,58.3
19647330126573,2018-19,130,46,44.7
19647330126615,2018-19,127,60,47.6
19647330126623,2018-19,116,65,59.6
19647330127217,2018-19,67,55,100.0
19647330127787,2018-19,115,63,63.6
19647330127795,2018-19,99,56,75.7
19647330127803,2018-19,36,3,9.4
19647330127894,2018-19,122,107,100.0
19647330127910,2018-19,110,98,100.0
19647330129536,2018-19,43,9,25.0
19647330129585,2018-19,171,93,63.7
19647330129627,2018-19,64,58,100.0
19647330130997,2018-19,54,23,47.9
19647330131821,2018-19,43,32,100.0
19647330132027,2018-19,116,101,93.5
19647330132126,2018-19,44,41,100.0
19647330132282,2018-19,87,74,100.0
19647330133272,2018-19,110,104,99.0
19647330133298,2018-19,61,50,92.6
19647330135855,2018-19,107,46,46.5
19647330137562,2018-19,67,0,0.0
19647330137612,2018-19,74,60,89.6
19647331930064,2018-19,37,2,25.0
19647331930296,2018-19,92,1,5.3
19647331930387,2018-19,297,7,11.1
19647331930403,2018-19,40,1,10.0
19647331930429,2018-19,41,0,0.0
19647331930486,2018-19,31,0,0.0
19647331930551,2018-19,100,3,8.8
19647331930577,2018-19,48,0,0.0
19647331930619,2018-19,56,6,27.3
19647331930650,2018-19,550,218,44.0
19647331930692,2018-19,32,3,18.8
19647331930734,2018-19,70,3,25.0
19647331930783,2018-19,46,1,11.1
19647331930791,2018-19,12,1,50.0
19647331930866,2018-19,696,344,60.6
19647331930924,2018-19,302,109,61.2
19647331930940,2018-19,58,1,10.0
19647331930973,2018-19,187,3,3.0
19647331931047,2018-19,747,386,55.9
19647331931336,2018-19,60,2,4.1
19647331931377,2018-19,39,0,0.0
19647331931385,2018-19,59,0,0.0
19647331931393,2018-19,47,1,12.5
19647331931435,2018-19,45,0,0.0
19647331931450,2018-19,53,1,33.3
19647331931468,2018-19,42,4,50.0
19647331931476,2018-19,287,110,47.8
19647331931484,2018-19,51,9,26.5
19647331931500,2018-19,55,3,21.4
19647331931518,2018-19,36,0,0.0
19647331931526,2018-19,353,165,51.7
19647331931534,2018-19,82,2,13.3
19647331931559,2018-19,60,0,0.0
19647331931633,2018-19,22,0,0.0
19647331931682,2018-19,52,1,25.0
19647331931690,2018-19,58,3,13.0
19647331931708,2018-19,419,171,45.2
19647331931716,2018-19,29,19,76.0
19647331931856,2018-19,41,0,0.0
19647331931864,2018-19,726,388,60.4
19647331931930,2018-19,43,0,0.0
19647331931955,2018-19,52,1,7.1
19647331931971,2018-19,35,1,7.7
19647331931989,2018-19,32,1,33.3
19647331931997,2018-19,62,2,25.0
19647331932128,2018-19,214,50,31.1
19647331932250,2018-19,59,0,0.0
19647331932318,2018-19,44,1,4.2
19647331932334,2018-19,52,3,50.0
19647331932342,2018-19,53,2,9.1
19647331932383,2018-19,257,95,50.8
19647331932391,2018-19,26,1,7.7
19647331932540,2018-19,420,261,66.2
19647331932623,2018-19,888,450,54.2
19647331932821,2018-19,45,0,0.0
19647331932847,2018-19,218,175,84.5
19647331932888,2018-19,220,166,78.3
19647331932920,2018-19,408,212,60.1
19647331932987,2018-19,682,406,67.4
19647331933001,2018-19,343,245,73.8
19647331933043,2018-19,322,166,58.5
19647331933118,2018-19,510,175,46.7
19647331933233,2018-19,245,171,73.7
19647331933241,2018-19,331,119,43.4
19647331933381,2018-19,608,393,68.8
19647331933746,2018-19,1087,837,80.9
19647331933795,2018-19,491,203,51.0
19647331933852,2018-19,625,369,66.6
19647331934033,2018-19,383,210,64.6
19647331934157,2018-19,361,157,52.0
19647331934371,2018-19,148,56,51.9
19647331934454,2018-19,99,36,51.4
19647331935121,2018-19,222,117,64.3
19647331935352,2018-19,313,105,46.1
19647331935519,2018-19,424,219,64.2
19647331935568,2018-19,567,382,75.2
19647331935865,2018-19,558,231,53.3
19647331936160,2018-19,535,255,54.6
19647331936350,2018-19,593,347,64.3
19647331937085,2018-19,19,2,50.0
19647331937226,2018-19,369,169,53.1
19647331937424,2018-19,317,113,48.1
19647331937622,2018-19,478,239,57.2
19647331937838,2018-19,498,241,53.8
19647331938307,2018-19,608,311,57.7
19647331938554,2018-19,401,229,61.6
19647331938612,2018-19,574,292,55.2
19647331938885,2018-19,352,182,55.5
19647331938968,2018-19,629,335,62.7
19647331939040,2018-19,474,244,63.4
19647331939107,2018-19,339,182,59.1
19647331939305,2018-19,214,72,43.6
19647331939479,2018-19,187,87,50.9
19647331939784,2018-19,16,0,0.0
19647331939859,2018-19,358,170,54.7
19647331939941,2018-19,479,271,60.5
19647331995448,2018-19,420,291,71.7
19647331995794,2018-19,168,4,5.1
19647331995836,2018-19,729,275,39.7
19647331996073,2018-19,120,4,10.0
19647331996115,2018-19,684,115,45.3
19647331996610,2018-19,47,37,90.2
19647336016885,2018-19,162,92,67.6
19647336019475,2018-19,73,54,74.0
19647336019715,2018-19,156,93,60.8
19647336058002,2018-19,159,87,61.7
19647336060461,2018-19,12,0,0.0
19647336060503,2018-19,13,0,0.0
19647336060529,2018-19,15,0,0.0
19647336060545,2018-19,11,0,0.0
19647336061451,2018-19,164,119,72.6
19647336061600,2018-19,72,35,50.0
19647336069157,2018-19,82,0,0.0
19647336116750,2018-19,96,89,96.7
19647740109538,2018-19,335,148,45.1
19647740114777,2018-19,116,3,3.8
19647741935428,2018-19,131,1,1.0
19647741935436,2018-19,459,241,55.4
19647901935899,2018-19,49,0,0.0
19647901935923,2018-19,378,202,55.0
19647901996404,2018-19,11,2,25.0
19648080124552,2018-19,120,85,72.6
19648081930155,2018-19,638,223,39.3
19648081930825,2018-19,629,212,40.8
19648081935998,2018-19,629,149,29.0
19648081938927,2018-19,197,0,0.0
19648401933647,2018-19,304,127,45.0
19648401934728,2018-19,470,236,52.1
19648401936467,2018-19,457,231,52.5
19648401936475,2018-19,101,1,1.9
19648570112714,2018-19,454,5,4.9
19648570125377,2018-19,167,133,81.6
19648651933308,2018-19,35,0,0.0
19648651995588,2018-19,609,497,83.0
19648651996552,2018-19,451,273,61.9
19648731936749,2018-19,1095,494,49.2
19648731936756,2018-19,105,0,0.0
19648810000001,2018-19,13,0,0.0
19648810113464,2018-19,54,22,44.0
19648810117440,2018-19,66,4,12.1
19648810118075,2018-19,87,0,0.0
19648811931062,2018-19,165,56,45.9
19648811931674,2018-19,266,173,67.6
19648811936103,2018-19,232,84,41.4
19648811936806,2018-19,87,3,7.1
19648811936822,2018-19,416,201,49.5
19649070000001,2018-19,11,1,50.0
19649070115170,2018-19,233,4,6.7
19649071933175,2018-19,210,84,45.7
19649071933324,2018-19,385,119,33.8
19649071936772,2018-19,115,0,0.0
19649071937028,2018-19,281,117,46.4
19649071995901,2018-19,374,228,64.0
19649071996495,2018-19,70,36,52.2
19649076061634,2018-19,87,46,54.8
19649076061642,2018-19,52,28,57.1
19649641937754,2018-19,277,206,78.0
19649801933373,2018-19,30,0,0.0
19649801938000,2018-19,699,35,5.3
19649801995737,2018-19,158,0,0.0
19650291938455,2018-19,383,269,76.0
19650521938679,2018-19,495,314,64.6
19650521995745,2018-19,12,0,0.0
19650600000001,2018-19,16,0,0.0
19650601936277,2018-19,453,264,60.4
19650601938083,2018-19,74,0,0.0
19650601938356,2018-19,491,352,75.9
19650601938752,2018-19,514,313,62.1
19650601939602,2018-19,497,320,66.7
19650940112706,2018-19,346,23,10.3
19650940122432,2018-19,197,105,55.3
19650941938513,2018-19,110,0,0.0
19650941939537,2018-19,519,270,54.4
19651281930338,2018-19,179,0,0.0
19651281931302,2018-19,649,397,62.5
19651281934868,2018-19,581,385,67.7
19651281936889,2018-19,298,180,62.1
19651281937903,2018-19,503,310,64.7
19651281939701,2018-19,421,237,57.9
19651281995653,2018-19,211,21,15.2
19651360102459,2018-19,471,256,57.5
19651360102475,2018-19,657,407,63.2
19651360112359,2018-19,15,0,0.0
19651360114439,2018-19,101,2,6.5
19651360117234,2018-19,78,62,86.1
19651361931492,2018-19,512,239,47.5
19651361931740,2018-19,542,268,50.0
19651361932532,2018-19,72,27,42.2
19651361933902,2018-19,540,299,57.9
19651361934421,2018-19,258,2,1.5
19651361995802,2018-19,657,401,62.4
19651361996263,2018-19,277,14,24.1
19651361996321,2018-19,107,100,95.2
19734370115725,2018-19,55,49,100.0
19734370132969,2018-19,65,62,95.4
19734371931567,2018-19,204,96,50.0
