cds14,ag_year,ag_cohort,ag_met_uccsu_count,ag_met_uccsu_rate
19647250131938,2023-24,21,0,0
19647250132324,2023-24,126,110,91.7
19647250135525,2023-24,70,26,40.6
19647251930411,2023-24,49,13,32.5
19647251934470,2023-24,464,162,41.1
19647251934678,2023-24,659,286,47.5
19647251935758,2023-24,815,598,77.5
19647251936947,2023-24,999,486,56.9
19647251937176,2023-24,116,0,0
19647251939875,2023-24,851,481,65.8
19647251995539,2023-24,167,160,98.2
19647251995570,2023-24,454,6,3.1
19647251995935,2023-24,441,181,50.3
19647251996503,2023-24,83,47,60.3
19647330000001,2023-24,195,0,0
19647330100677,2023-24,76,70,100
19647330100750,2023-24,96,82,90.1
19647330100800,2023-24,120,106,99.1
19647330101196,2023-24,80,73,100
19647330101329,2023-24,31,1,8.3
19647330101659,2023-24,32,27,100
19647330101675,2023-24,125,72,59.5
19647330101683,2023-24,26,26,100
19647330102137,2023-24,17,1,20
19647330102434,2023-24,142,126,93.3
19647330102541,2023-24,91,79,100
19647330102764,2023-24,47,1,20
19647330102913,2023-24,97,89,92.7
19647330102921,2023-24,96,96,100
19647330106831,2023-24,103,57,63.3
19647330106849,2023-24,142,130,93.5
19647330106864,2023-24,138,135,97.8
19647330106997,2023-24,180,140,77.8
19647330107003,2023-24,223,142,64.8
19647330107011,2023-24,104,81,80.2
19647330107755,2023-24,206,62,32
19647330108878,2023-24,127,68,58.1
19647330108894,2023-24,143,141,98.6
19647330108928,2023-24,128,117,100
19647330108936,2023-24,135,131,98.5
19647330109447,2023-24,389,214,59.9
19647330109454,2023-24,462,244,57
19647330109462,2023-24,173,70,47.9
19647330109512,2023-24,85,4,9.5
19647330110304,2023-24,53,0,0
19647330110668,2023-24,86,1,2.9
19647330111484,2023-24,19,11,84.6
19647330111492,2023-24,133,125,97.7
19647330111500,2023-24,105,96,95
19647330111575,2023-24,126,75,62
19647330111583,2023-24,153,129,87.2
19647330111625,2023-24,116,79,69.3
19647330111641,2023-24,140,138,99.3
19647330111658,2023-24,139,128,97
19647330112029,2023-24,75,43,71.7
19647330112037,2023-24,119,62,58.5
19647330112045,2023-24,240,153,66.2
19647330112052,2023-24,363,226,65.9
19647330112508,2023-24,109,84,83.2
19647330112870,2023-24,57,23,52.3
19647330114850,2023-24,252,169,75.8
19647330115253,2023-24,44,40,100
19647330116509,2023-24,106,94,100
19647330117051,2023-24,243,187,81
19647330117069,2023-24,175,77,55.8
19647330117598,2023-24,119,105,97.2
19647330117606,2023-24,81,69,90.8
19647330117622,2023-24,16,15,100
19647330117721,2023-24,116,76,73.8
19647330117747,2023-24,84,54,73
19647330117762,2023-24,108,81,81
19647330117911,2023-24,40,30,96.8
19647330118588,2023-24,322,79,33.3
19647330119685,2023-24,85,71,89.9
19647330119693,2023-24,112,88,83.8
19647330119727,2023-24,285,164,62.8
19647330119966,2023-24,215,127,65.5
19647330120071,2023-24,35,31,100
19647330120360,2023-24,54,36,75
19647330120808,2023-24,26,3,16.7
19647330121095,2023-24,67,55,85.9
19647330121285,2023-24,121,118,100
19647330121293,2023-24,48,42,93.3
19647330122333,2023-24,122,114,93.4
19647330122341,2023-24,91,45,54.9
19647330122358,2023-24,83,49,66.2
19647330122366,2023-24,32,14,46.7
19647330122374,2023-24,82,47,57.3
19647330122382,2023-24,91,47,58.8
19647330122416,2023-24,14,13,92.9
19647330122606,2023-24,81,77,95.1
19647330122721,2023-24,77,65,87.8
19647330123133,2023-24,70,61,95.3
19647330123141,2023-24,109,104,98.1
19647330124362,2023-24,200,131,67.5
19647330124370,2023-24,70,55,79.7
19647330124388,2023-24,114,101,91
19647330124396,2023-24,107,78,78.8
19647330124404,2023-24,62,32,52.5
19647330124412,2023-24,51,36,72
19647330124479,2023-24,209,107,60.8
19647330124487,2023-24,102,70,69.3
19647330124495,2023-24,109,81,94.2
19647330124503,2023-24,143,119,90.8
19647330124511,2023-24,99,63,67
19647330124529,2023-24,136,79,62.7
19647330124560,2023-24,127,119,94.4
19647330124891,2023-24,129,117,96.7
19647330124933,2023-24,54,47,95.9
19647330124941,2023-24,137,133,100
19647330125864,2023-24,131,114,89.8
19647330125989,2023-24,145,144,100
19647330126136,2023-24,120,118,100
19647330126474,2023-24,34,16,66.7
19647330126482,2023-24,243,128,63.4
19647330126516,2023-24,173,144,84.7
19647330126524,2023-24,150,109,75.2
19647330126532,2023-24,138,93,73.2
19647330126540,2023-24,132,81,65.3
19647330126557,2023-24,100,52,53.6
19647330126573,2023-24,158,70,53
19647330126615,2023-24,131,76,62.3
19647330126623,2023-24,120,90,77.6
19647330127787,2023-24,81,46,59
19647330127795,2023-24,80,55,82.1
19647330127803,2023-24,48,45,93.8
19647330127894,2023-24,118,111,99.1
19647330127910,2023-24,112,101,100
19647330129536,2023-24,24,19,79.2
19647330129585,2023-24,115,69,63.9
19647330129627,2023-24,97,87,100
19647330130997,2023-24,45,34,77.3
19647330131821,2023-24,34,28,100
19647330132027,2023-24,106,102,98.1
19647330132084,2023-24,108,104,99
19647330132126,2023-24,53,32,66.7
19647330132282,2023-24,114,81,83.5
19647330132928,2023-24,20,19,95
19647330133272,2023-24,99,95,96.9
19647330133298,2023-24,62,55,96.5
19647330133603,2023-24,91,89,100
19647330133736,2023-24,33,32,100
19647330133868,2023-24,97,83,100
19647330135632,2023-24,67,55,91.7
19647330135681,2023-24,49,36,73.5
19647330135715,2023-24,127,113,91.9
19647330135723,2023-24,135,124,96.1
19647330135855,2023-24,212,158,77.5
19647330135996,2023-24,16,13,81.3
19647330137083,2023-24,15,11,73.3
19647330137091,2023-24,68,56,84.8
19647330137562,2023-24,118,28,62.2
19647330137612,2023-24,78,49,71
19647330140046,2023-24,45,28,62.2
19647330140129,2023-24,134,85,72.6
19647330141523,2023-24,119,38,52.1
19647330141531,2023-24,113,21,33.3
19647330141549,2023-24,126,26,34.2
19647330141556,2023-24,104,26,44.8
19647330141564,2023-24,138,33,38.8
19647330141572,2023-24,116,41,55.4
19647331930064,2023-24,25,0,0
19647331930296,2023-24,116,5,7.8
19647331930387,2023-24,167,6,17.1
19647331930403,2023-24,19,0,0
19647331930429,2023-24,16,0,0
19647331930486,2023-24,45,5,14.7
19647331930551,2023-24,94,3,13.6
19647331930577,2023-24,72,1,2.6
19647331930619,2023-24,28,3,27.3
19647331930650,2023-24,572,291,54.5
19647331930734,2023-24,53,4,18.2
19647331930783,2023-24,39,7,18.9
19647331930791,2023-24,26,5,23.8
19647331930866,2023-24,554,336,65.9
19647331930924,2023-24,124,76,78.4
19647331930940,2023-24,50,8,57.1
19647331930973,2023-24,60,1,3.8
19647331931047,2023-24,695,533,79.8
19647331931336,2023-24,41,2,5.3
19647331931377,2023-24,55,8,18.2
19647331931385,2023-24,51,10,28.6
19647331931393,2023-24,37,0,0
19647331931435,2023-24,60,8,21.6
19647331931450,2023-24,55,4,15.4
19647331931468,2023-24,74,4,8.2
19647331931476,2023-24,301,162,56.8
19647331931484,2023-24,98,9,10.3
19647331931500,2023-24,40,10,31.3
19647331931518,2023-24,35,2,11.1
19647331931526,2023-24,318,171,58.4
19647331931534,2023-24,99,5,20
19647331931559,2023-24,66,5,20.8
19647331931682,2023-24,45,4,44.4
19647331931690,2023-24,57,6,22.2
19647331931708,2023-24,326,166,53.5
19647331931716,2023-24,43,35,81.4
19647331931856,2023-24,36,2,7.1
19647331931864,2023-24,640,437,71.6
19647331931930,2023-24,38,2,14.3
19647331931955,2023-24,40,2,16.7
19647331931971,2023-24,55,0,0
19647331931989,2023-24,39,1,6.3
19647331931997,2023-24,60,7,22.6
19647331932128,2023-24,132,50,45
19647331932250,2023-24,27,2,15.4
19647331932318,2023-24,33,2,7.7
19647331932334,2023-24,64,10,26.3
19647331932342,2023-24,61,10,18.5
19647331932383,2023-24,198,71,44.4
19647331932540,2023-24,384,261,71.1
19647331932623,2023-24,878,428,53.4
19647331932821,2023-24,56,2,5
19647331932847,2023-24,208,168,82
19647331932888,2023-24,212,172,82.3
19647331932920,2023-24,418,254,64.6
19647331932987,2023-24,509,284,59.4
19647331933001,2023-24,310,255,85.3
19647331933043,2023-24,320,228,74
19647331933118,2023-24,481,266,62.4
19647331933233,2023-24,222,169,76.5
19647331933241,2023-24,407,239,64.2
19647331933381,2023-24,542,407,76.9
19647331933746,2023-24,1132,899,82.3
19647331933795,2023-24,352,223,67.8
19647331933852,2023-24,565,346,66.3
19647331934033,2023-24,277,188,70.9
19647331934157,2023-24,345,209,66.6
19647331934371,2023-24,160,70,53.4
19647331934454,2023-24,187,87,57.6
19647331935121,2023-24,232,125,56.8
19647331935352,2023-24,240,132,60.3
19647331935519,2023-24,237,148,70.5
19647331935568,2023-24,455,319,75.2
19647331935865,2023-24,390,197,55.3
19647331936160,2023-24,430,256,65.3
19647331936350,2023-24,614,392,66.2
19647331937085,2023-24,17,3,42.9
19647331937226,2023-24,284,160,61.3
19647331937424,2023-24,389,256,68.6
19647331937622,2023-24,392,210,56.6
19647331937838,2023-24,611,392,68.4
19647331938307,2023-24,466,267,62.4
19647331938554,2023-24,330,171,56.1
19647331938612,2023-24,497,381,78.6
19647331938885,2023-24,329,198,65.3
19647331938968,2023-24,536,310,62.4
19647331939040,2023-24,502,357,76.1
19647331939107,2023-24,269,194,74
19647331939305,2023-24,177,95,62.9
19647331939479,2023-24,159,98,63.6
19647331939784,2023-24,40,0,0
19647331939859,2023-24,346,221,69.1
19647331939941,2023-24,552,317,59.8
19647331995448,2023-24,373,303,82.1
19647331995794,2023-24,31,4,21.1
19647331995836,2023-24,796,742,99.9
19647331996073,2023-24,124,10,30.3
19647331996115,2023-24,560,110,50.5
19647331996610,2023-24,46,32,80
19647336016885,2023-24,143,57,43.8
19647336019475,2023-24,70,61,87.1
19647336019715,2023-24,165,126,77.8
19647336058002,2023-24,112,79,73.1
19647336060578,2023-24,15,0,0
19647336061451,2023-24,185,176,95.1
19647336061600,2023-24,83,52,62.7
19647336069157,2023-24,61,0,0
19647336116750,2023-24,91,87,96.7
19647740109538,2023-24,401,180,50.4
19647740114777,2023-24,13,0,0
19647741935428,2023-24,140,1,1
19647741935436,2023-24,485,265,62.1
19647901935899,2023-24,22,0,0
19647901935923,2023-24,351,188,56.3
19647901996404,2023-24,25,4,16.7
19648080124552,2023-24,113,65,60.2
19648081930155,2023-24,566,176,34.6
19648081930825,2023-24,509,92,21.4
19648081935998,2023-24,528,122,29.2
19648081938927,2023-24,192,0,0
19648401933647,2023-24,207,84,43.8
19648401934728,2023-24,406,190,48.6
19648401936467,2023-24,469,237,52.7
19648401936475,2023-24,151,1,0.8
19648570112714,2023-24,293,3,6.7
19648570125377,2023-24,199,124,63.3
19648651933308,2023-24,34,0,0
19648651995588,2023-24,571,494,87.7
19648651996552,2023-24,365,300,82.6
19648730136705,2023-24,109,105,96.3
19648731936749,2023-24,911,404,47.2
19648731936756,2023-24,135,1,1.1
19648810113464,2023-24,34,0,0
19648810117440,2023-24,89,16,29.1
19648810118075,2023-24,80,0,0
19648811931062,2023-24,161,68,54.4
19648811931674,2023-24,247,162,68.1
19648811936103,2023-24,258,134,53.8
19648811936806,2023-24,101,2,2.8
19648811936822,2023-24,338,196,61.4
19649070115170,2023-24,153,14,16.9
19649071933175,2023-24,260,95,40.4
19649071933324,2023-24,376,131,36.8
19649071936772,2023-24,133,2,1.9
19649071937028,2023-24,274,66,28.1
19649071995901,2023-24,409,228,59.2
19649071996495,2023-24,63,28,46.7
19649071996693,2023-24,76,55,75.3
19649076061634,2023-24,73,23,37.1
19649641937754,2023-24,200,131,66.5
19649801933373,2023-24,22,3,23.1
19649801938000,2023-24,665,384,58.7
19649801995737,2023-24,106,55,52.4
19650291938455,2023-24,333,262,80.1
19650521938679,2023-24,437,275,64.3
19650521995745,2023-24,35,0,0
19650600000001,2023-24,11,0,0
19650601936277,2023-24,467,299,65.3
19650601938083,2023-24,38,0,0
19650601938356,2023-24,501,354,75.5
19650601938752,2023-24,513,347,68.3
19650601939602,2023-24,457,332,73.8
19650940112706,2023-24,457,86,22.5
19650940122432,2023-24,198,82,42.9
19650940137042,2023-24,88,83,94.3
19650941938513,2023-24,47,0,0
19650941939537,2023-24,490,214,44.4
19651281930338,2023-24,174,0,0
19651281931302,2023-24,607,393,66.3
19651281934868,2023-24,573,366,64.7
19651281936889,2023-24,268,183,69.6
19651281937903,2023-24,456,296,67.1
19651281939701,2023-24,418,230,56.7
19651281995653,2023-24,243,23,12.6
19651360102459,2023-24,474,198,44.1
19651360102475,2023-24,493,371,76.2
19651360114439,2023-24,117,5,19.2
19651360117234,2023-24,42,22,53.7
19651360138727,2023-24,330,186,58.1
19651361931492,2023-24,432,143,33.7
19651361931740,2023-24,550,153,28.6
19651361932532,2023-24,132,51,39.8
19651361933902,2023-24,436,8,1.9
19651361934421,2023-24,194,1,0.6
19651361995802,2023-24,573,249,46.9
19651361996263,2023-24,213,30,32.6
19651361996321,2023-24,100,98,99
19734370000000,2023-24,11,2,28.6
19734370115725,2023-24,51,44,100
19734370132969,2023-24,126,126,100
19734370137984,2023-24,39,34,100
19734371931567,2023-24,191,127,69.4
19734371931963,2023-24,282,163,60.6
19734371932326,2023-24,355,243,73.2
19734371995695,2023-24,201,10,5.7
19734371996057,2023-24,39,7,21.9
19734451933316,2023-24,16,4,33.3
19734451934801,2023-24,206,86,43.4
19734451935246,2023-24,416,174,44.1
19734451938935,2023-24,97,0,0
19734451939834,2023-24,347,230,66.9
19734451939925,2023-24,177,59,35.5
19734520120600,2023-24,119,27,25.5
19734521930106,2023-24,74,0,0
19734521936228,2023-24,450,168,40.4
19734521937564,2023-24,512,244,50.9
19734601932862,2023-24,643,468,74.9
19734601939149,2023-24,545,322,61
19752911995810,2023-24,375,239,66.9
19752911996016,2023-24,114,16,48.5
19752911996081,2023-24,29,0,0
19753090127100,2023-24,1025,22,11.8
19753090131383,2023-24,51,1,14.3
19753090131987,2023-24,179,44,27.8
19753090132654,2023-24,57,16,30.8
19753090134619,2023-24,19,1,11.1
19753090135145,2023-24,57,19,42.2
19753090136531,2023-24,65,17,33.3
19753090136648,2023-24,900,85,37.3
19753090137703,2023-24,72,18,36.7
19753090137786,2023-24,224,6,9.1
19753091995786,2023-24,105,15,14.4
19753331935808,2023-24,625,501,80.7
19753411937143,2023-24,756,521,70.4
19753411995752,2023-24,28,16,61.5
19756636120158,2023-24,136,123,95.3
19757130000001,2023-24,14,0,0
19757131930163,2023-24,562,315,60.6
19757131934553,2023-24,549,353,69.5
19757131937697,2023-24,466,269,61.4
19768690119016,2023-24,143,141,99.3
19768690119636,2023-24,131,122,94.6
19768690128728,2023-24,65,46,85.2
19768690131128,2023-24,132,121,96.8
19769680109926,2023-24,44,35,92.1
20102072030229,2023-24,96,0,0
20102076077200,2023-24,30,0,0
20652012030047,2023-24,37,0,0
20652012032357,2023-24,251,84,36.1
20652430110965,2023-24,421,214,54.2
20652430118950,2023-24,18,4,23.5
20652430123620,2023-24,108,0,0
20652430139691,2023-24,474,302,66.7
20652432035640,2023-24,99,3,3.5
20652432035707,2023-24,411,204,53.4
20755800111443,2023-24,13,0,0
20755802030161,2023-24,20,0,0
20755802030203,2023-24,154,81,54
20756060109504,2023-24,11,0,0
20756060117010,2023-24,44,17,40.5
20756060125021,2023-24,48,19,41.3
20756060132936,2023-24,20,5,25
20764142030013,2023-24,133,50,46.7
20764142030039,2023-24,24,0,0
20764142030104,2023-24,17,1,11.1
20764142030237,2023-24,19,9,47.4
21102152130037,2023-24,24,0,0
21102156069504,2023-24,11,0,0
21654172130045,2023-24,22,6,33.3
21654172132264,2023-24,53,0,0
21654172132272,2023-24,381,204,59
21654172133056,2023-24,285,186,69.4
21654662133254,2023-24,79,0,0
21654662133262,2023-24,345,154,56.8
21654662134005,2023-24,305,186,66.4
21654822130078,2023-24,78,56,74.7
21654822131340,2023-24,307,239,79.1
21654822132587,2023-24,469,389,83.3
21654822133692,2023-24,376,306,82.7
21654822134419,2023-24,40,2,6.1
21733612134310,2023-24,36,12,35.3
22655322230035,2023-24,25,0,0
22655322230068,2023-24,28,2,7.4
22655322235356,2023-24,79,30,38.5
23655402330900,2023-24,40,16,42.1
23655652330215,2023-24,20,0,0
23655652331361,2023-24,118,46,43.4
23655812333185,2023-24,35,16,45.7
23655992333649,2023-24,33,11,33.3
23656072330033,2023-24,12,1,10
23656150128280,2023-24,31,6,20
23656152330413,2023-24,13,13,100
23656152330454,2023-24,13,0,0
23656152334704,2023-24,76,0,0
23656152335024,2023-24,384,154,42.5
23656230136887,2023-24,37,0,0
23656232335487,2023-24,83,35,46.1
23738662330041,2023-24,11,3,27.3
23739162332260,2023-24,29,6,26.1
24102490106518,2023-24,33,7,21.9
24102490138032,2023-24,48,0,0
24102492430056,2023-24,14,0,0
24102492430148,2023-24,59,0,0
24102492430163,2023-24,105,0,0
24102492430171,2023-24,46,1,3.3
24102496069199,2023-24,47,0,0
24656982432409,2023-24,185,54,30.3
24657302430064,2023-24,23,0,0
24657302433001,2023-24,110,37,35.6
24657550119073,2023-24,70,0,0
24657550120923,2023-24,457,209,47
24657552431492,2023-24,41,0,0
24657552434207,2023-24,356,169,50
24657890127373,2023-24,460,165,36.7
24657892430049,2023-24,60,0,0
24657892430098,2023-24,479,130,28.3
24657892430205,2023-24,419,141,34
24657892430601,2023-24,504,136,27.6
24657892433605,2023-24,271,110,40.9
24657892435204,2023-24,462,106,23.8
24657892439602,2023-24,174,0,0
24736192430031,2023-24,26,1,5.3
24736192431807,2023-24,124,47,38.8
24753172430015,2023-24,43,0,0
24753172431203,2023-24,144,40,28.6
24753662430114,2023-24,201,92,47.2
25658962537702,2023-24,12,1,10
25735852530020,2023-24,11,0,0
25735852535409,2023-24,56,18,38.3
25735934737250,2023-24,31,9,33.3
26102640124990,2023-24,124,0,0
26736682633006,2023-24,22,21,100
26736922630010,2023-24,97,56,62.9
27102720116491,2023-24,18,0,0
27102722730117,2023-24,14,0,0
27102722730232,2023-24,38,0,0
27102722730265,2023-24,44,0,0
27659872730018,2023-24,18,0,0
27659872730414,2023-24,191,119,65
27660680141010,2023-24,46,0,0
27660682730083,2023-24,105,0,0
27660682730174,2023-24,259,79,31.6
27660682732170,2023-24,274,101,39.6
27660920111435,2023-24,185,118,69.8
27660922730240,2023-24,50,7,17.1
27660922732253,2023-24,55,3,5.8
27660922732808,2023-24,309,257,84.3
27660922735348,2023-24,304,204,70.8
27661342733657,2023-24,113,70,64.8
27661590000000,2023-24,20,0,0
27661590124610,2023-24,218,0,0
27661590136697,2023-24,380,207,58.5
27661592730109,2023-24,636,291,51.1
27661592730166,2023-24,493,276,59.9
27661592733178,2023-24,487,149,33.5
27661592734481,2023-24,163,0,0
27661592734556,2023-24,572,280,52.4
27738252730034,2023-24,296,109,40.1
27738252730125,2023-24,48,5,11.1
27738252730141,2023-24,28,0,0
27754400106112,2023-24,32,0,0
27754400141051,2023-24,11,9,90
27754402730190,2023-24,363,129,36.9
27754732730885,2023-24,202,107,57.8
28102802830099,2023-24,29,0,0
28662412831758,2023-24,63,34,57.6
28662660101964,2023-24,57,5,11.1
28662660121087,2023-24,410,200,51.8
28662662830016,2023-24,458,214,48.5
28662662830115,2023-24,101,47,47.5
28662662830149,2023-24,133,0,0
28662662835601,2023-24,448,166,39
28662902837102,2023-24,116,57,50.9
29102980114314,2023-24,14,3,27.3
29102980126219,2023-24,89,16,22.2
29102980130823,2023-24,688,0,0
29102982930147,2023-24,297,0,0
29663570112367,2023-24,37,0,0
29663570124834,2023-24,41,36,87.8
29663572930030,2023-24,72,16,23.9
29663572930048,2023-24,123,55,48.2
29663572930071,2023-24,117,0,0
29663572935500,2023-24,254,90,37.8
30103060126037,2023-24,124,74,60.7
30103060132910,2023-24,79,0,0
30103060133959,2023-24,16,11,84.6
30103060133983,2023-24,113,91,82.7
30103060134239,2023-24,74,3,6.3
30103060134841,2023-24,62,0,0
30103060138800,2023-24,13,1,10
30103063030426,2023-24,108,0,0
30103063030632,2023-24,74,9,16.7
30103063030723,2023-24,398,357,90.4
30103063030764,2023-24,735,0,0
30103066069553,2023-24,37,0,0
30664310140707,2023-24,24,12,60
30664313030038,2023-24,632,492,80.8
30664313030228,2023-24,580,386,68.8
30664313030384,2023-24,326,52,17.9
30664313030616,2023-24,193,190,99.5
30664313032786,2023-24,373,1,0.3
30664313033057,2023-24,601,313,54.2
30664313033115,2023-24,502,310,63.1
30664313033784,2023-24,357,177,52.7
30664313034204,2023-24,400,164,45.9
30664313036712,2023-24,409,181,46.4
30664313038239,2023-24,383,160,43
30664316066815,2023-24,25,0,0
30664493030624,2023-24,41,0,0
30664493030640,2023-24,419,251,63.1
30664640106765,2023-24,749,233,39.3
30664640113381,2023-24,674,445,67.6
30664640124131,2023-24,110,48,48
30664643030210,2023-24,504,250,51.9
30664643030574,2023-24,670,312,48.6
30664643030756,2023-24,538,367,71.7
30664643035987,2023-24,69,0,0
30664643036001,2023-24,683,400,60.8
30664643038569,2023-24,480,260,57.6
30664646120356,2023-24,83,18,50
30665143030335,2023-24,27,5,26.3
30665143030855,2023-24,412,164,42.5
30665143032505,2023-24,446,196,46.2
30665143033362,2023-24,483,249,53.1
30665143033610,2023-24,191,0,0
30665143037090,2023-24,385,194,54.3
30665143037348,2023-24,608,417,69.2
30665143037496,2023-24,628,416,70.4
30665223030103,2023-24,116,1,0.9
30665223030434,2023-24,419,253,64.7
30665223032752,2023-24,610,376,64.4
30665223033578,2023-24,536,392,78.2
30665223033933,2023-24,362,195,58.2
30665223035581,2023-24,430,296,71.8
30665223035706,2023-24,414,175,46.3
30665223036555,2023-24,492,250,56.1
30665483030145,2023-24,305,134,48.6
30665483030368,2023-24,89,19,23.5
30665483031895,2023-24,498,299,64.7
30665483032158,2023-24,756,452,64.1
30665483032943,2023-24,717,468,67.4
30665483034410,2023-24,445,242,57.6
30665483038445,2023-24,627,325,55.7
30665483038551,2023-24,197,1,0.9
30665553033206,2023-24,252,200,79.7
30665970111666,2023-24,53,45,84.9
30665973030186,2023-24,25,6,30
30665973031697,2023-24,359,265,75.9
30665973031853,2023-24,278,103,39.6
30665973032000,2023-24,258,122,54
30665973034907,2023-24,128,0,0
30665973035045,2023-24,582,323,57.5
30666210140293,2023-24,74,16,23.5
30666213030046,2023-24,548,401,75.9
30666213031952,2023-24,484,224,47.2
30666213035409,2023-24,389,148,39.9
30666213035748,2023-24,128,0,0
30666213038098,2023-24,522,257,50.4
30666470119404,2023-24,411,275,69.8
30666473030053,2023-24,308,153,52.2
30666473030483,2023-24,55,8,15.4
30666473031929,2023-24,494,326,67.5
30666473031945,2023-24,93,0,0
30666473038023,2023-24,585,341,60.9
30666476119556,2023-24,28,15,55.6
30666700106567,2023-24,52,38,76
30666700108365,2023-24,608,349,58.2
30666700114736,2023-24,560,329,59.7
30666700135897,2023-24,49,28,58.3
30666703030475,2023-24,251,2,1.3
30666703030491,2023-24,323,101,35.3
30666703030608,2023-24,91,85,94.4
30666703034998,2023-24,266,0,0
30666703035821,2023-24,334,130,41.4
30666703036357,2023-24,726,266,39.3
30666703036456,2023-24,494,183,41.4
30666706115133,2023-24,20,0,0
30736353030061,2023-24,500,259,55
30736353030079,2023-24,168,1,0.9
30736353030244,2023-24,358,196,56.3
30736353030392,2023-24,642,344,55.5
30736353030509,2023-24,27,7,26.9
30736353034956,2023-24,412,234,60.6
30736430102871,2023-24,669,504,79
30736430139774,2023-24,78,75,100
30736433030590,2023-24,79,23,31.9
30736433032109,2023-24,562,394,71.5
30736433032919,2023-24,88,1,1.4
30736433037553,2023-24,515,263,52.9
30736500000001,2023-24,11,0,0
30736500133405,2023-24,595,412,71.9
30736503030129,2023-24,48,5,11.6
30736503030152,2023-24,487,340,73.8
30736503030285,2023-24,592,433,76.4
30736503030467,2023-24,43,17,53.1
30736503030657,2023-24,579,464,81.5
30736503035102,2023-24,547,386,73
30739243033917,2023-24,799,611,79.4
30768930130765,2023-24,35,29,82.9
31103140126904,2023-24,68,0,0
31103143130101,2023-24,14,0,0
31668940102293,2023-24,47,27,61.4
31668940138081,2023-24,80,11,14.9
31668943131687,2023-24,66,0,0
31668943131851,2023-24,133,86,65.6
31668943132453,2023-24,401,298,75.3
31668943135704,2023-24,309,176,59.5
31669280116459,2023-24,472,299,66.3
31669280121418,2023-24,59,41,78.8
31669280139840,2023-24,354,255,74.1
31669283130119,2023-24,127,25,24.8
31669283130176,2023-24,451,258,59.7
31669283130184,2023-24,480,346,74.6
31669283130309,2023-24,88,0,0
31669283135308,2023-24,299,195,70.4
31669283136504,2023-24,432,277,69.4
31669443130010,2023-24,129,84,70
31669443130077,2023-24,32,1,5.6
31669443138500,2023-24,199,120,63.5
31669510135871,2023-24,21,13,68.4
31669510139246,2023-24,29,7,33.3
31669510140541,2023-24,277,147,56.1
31669513130036,2023-24,59,0,0
31669513130168,2023-24,194,41,26.8
31669513134657,2023-24,282,147,55.5
31750850108084,2023-24,469,349,75.5
31750850119487,2023-24,107,105,100
31750853130150,2023-24,505,380,77.6
31750853130200,2023-24,47,0,0
31750853130218,2023-24,21,5,26.3
32669693230083,2023-24,46,7,20.6
32669693232006,2023-24,23,6,28.6
32669693235603,2023-24,57,9,18
32669693236007,2023-24,50,14,36.8
33103300110833,2023-24,205,94,52.2
33103300125237,2023-24,25,3,12.5
33103300128397,2023-24,258,0,0
33103300128777,2023-24,151,0,0
33103300137836,2023-24,25,0,0
33103300137869,2023-24,35,2,6.3
33103300138602,2023-24,74,18,27.7
33103300140780,2023-24,75,15,23.8
33103303330123,2023-24,75,0,0
33103303331055,2023-24,38,0,0
33103306069207,2023-24,30,0,0
33316253330834,2023-24,19,0,0
33669770125732,2023-24,458,260,58.6
33669770135061,2023-24,140,0,0
33669773330008,2023-24,350,185,56.2
33669773334299,2023-24,464,204,46.7
33669773337128,2023-24,123,2,1.9
33669853330214,2023-24,254,92,41.4
33669853330222,2023-24,50,0,0
33669853330974,2023-24,22,0,0
33669930129882,2023-24,72,36,52.2
33669930139360,2023-24,185,64,36.8
33669933330479,2023-24,703,320,47.9
33669933330842,2023-24,102,0,0
33670330110106,2023-24,97,0,0
33670330110627,2023-24,1097,706,65.4
33670330110759,2023-24,170,160,94.1
33670330135574,2023-24,128,29,24
33670333330131,2023-24,79,0,0
33670333330446,2023-24,738,405,55.9
33670333330586,2023-24,271,0,0
33670333330701,2023-24,770,521,69.5
33670333331600,2023-24,476,196,43
33670333334232,2023-24,497,237,49.5
33670580114504,2023-24,90,0,0
33670580118885,2023-24,416,284,73.4
33670583330388,2023-24,489,331,69.8
33670583330669,2023-24,580,359,64
33670583330909,2023-24,94,20,25.6
33670583331113,2023-24,152,1,0.8
33670583333192,2023-24,489,208,46.6
33670820106716,2023-24,47,23,53.5
33670820113159,2023-24,421,242,61.3
33670820120675,2023-24,78,76,98.7
33670823330065,2023-24,287,0,0
33670823330503,2023-24,63,31,54.4
33670823330537,2023-24,388,194,54.5
33670823332673,2023-24,566,290,54.1
33670900114157,2023-24,584,306,54.3
33670903330412,2023-24,390,209,56.6
33670903334687,2023-24,235,0,0
33670903337136,2023-24,294,108,39.6
33671160109843,2023-24,129,54,42.2
33671240128868,2023-24,289,16,6.7
33671243330396,2023-24,518,230,46.3
33671243330438,2023-24,646,292,46.6
33671243330800,2023-24,95,0,0
33671243331071,2023-24,415,158,41.6
33671243333762,2023-24,152,0,0
33671243333770,2023-24,490,219,46.9
33671573331014,2023-24,130,84,64.6
33671730127316,2023-24,358,212,61.6
33671730133090,2023-24,57,18,38.3
33671733330578,2023-24,345,174,54.9
33671733330818,2023-24,382,132,40.4
33671733331121,2023-24,245,0,0
33671733335130,2023-24,365,216,63.7
33671810138610,2023-24,41,15,42.9
33671813331139,2023-24,60,0,0
33671813335759,2023-24,161,50,33.8
