cds14,cupc_year,enroll_9_12,upp_pct,lcff_plus_flag
36676110124628,2018-2019,7,85.71,Y
36676113630712,2018-2019,151,91.39,Y
36676113630803,2018-2019,1451,74.09,N
36676373630290,2018-2019,41,100.0,Y
36676373631066,2018-2019,716,68.72,N
36676520000001,2018-2019,100,37.0,N
36676520126243,2018-2019,85,43.53,N
36676523630225,2018-2019,2546,53.14,N
36676523630373,2018-2019,3526,44.1,N
36676523630571,2018-2019,3434,42.14,N
36676523630845,2018-2019,17,70.59,N
36676523631058,2018-2019,3052,35.55,N
36676523631157,2018-2019,2191,74.26,N
36676523632205,2018-2019,3231,87.47,Y
36676523633906,2018-2019,2882,88.06,Y
36676523634482,2018-2019,2419,85.28,Y
36676523637659,2018-2019,400,77.25,Y
36676783630035,2018-2019,1660,68.25,N
36676783630522,2018-2019,2743,28.55,N
36676783631017,2018-2019,2774,30.79,N
36676783631181,2018-2019,11,72.73,N
36676783631587,2018-2019,99,94.95,Y
36676783631769,2018-2019,161,67.08,N
36676783632502,2018-2019,1847,67.89,N
36676860000001,2018-2019,7,42.86,N
36676860125500,2018-2019,1955,66.09,N
36676863630399,2018-2019,55,80.0,Y
36676863631322,2018-2019,2361,82.04,Y
36676863632742,2018-2019,1940,79.85,Y
36676863636131,2018-2019,235,80.43,Y
36677100000001,2018-2019,27,77.78,Y
36677100108191,2018-2019,2498,68.05,N
36677100120758,2018-2019,1930,84.82,Y
36677103630019,2018-2019,242,90.08,Y
36677103630480,2018-2019,282,95.39,Y
36677103630555,2018-2019,2145,89.18,Y
36677103630902,2018-2019,2110,84.17,Y
36677103633302,2018-2019,2454,95.11,Y
36677360116723,2018-2019,298,51.68,N
36677360128439,2018-2019,217,52.53,N
36677360130948,2018-2019,68,60.29,N
36677360136069,2018-2019,323,32.82,N
36677360136937,2018-2019,379,87.86,Y
36677770000001,2018-2019,2,100.0,Y
36677773630217,2018-2019,118,80.51,Y
36677773636743,2018-2019,859,69.15,N
36677773638616,2018-2019,1358,63.7,N
36677776106579,2018-2019,3,66.67,N
36678010132720,2018-2019,11,100.0,Y
36678013630266,2018-2019,14,92.86,Y
36678013634169,2018-2019,270,71.11,N
36678270111807,2018-2019,12,91.67,Y
36678270113928,2018-2019,646,68.42,N
36678270137174,2018-2019,89,87.64,Y
36678270137182,2018-2019,273,75.09,Y
36678270137190,2018-2019,416,90.14,Y
36678270137208,2018-2019,264,89.39,Y
36678270137216,2018-2019,79,93.67,Y
36678270137224,2018-2019,233,71.67,N
36678270137232,2018-2019,71,76.06,Y
36678430000001,2018-2019,8,50.0,N
36678430118802,2018-2019,2089,54.04,N
36678430127837,2018-2019,33,21.21,N
36678433630779,2018-2019,2099,52.83,N
36678433630928,2018-2019,146,20.55,N
36678433634995,2018-2019,208,88.94,Y
36678433635042,2018-2019,2302,51.74,N
36678500000001,2018-2019,15,60.0,N
36678500102830,2018-2019,2322,81.91,Y
36678503630159,2018-2019,242,87.6,Y
36678503630530,2018-2019,70,81.43,Y
36678503630597,2018-2019,2711,92.55,Y
36678503633005,2018-2019,2360,93.05,Y
36678680000001,2018-2019,3,33.33,N
36678683630241,2018-2019,55,74.55,N
36678683635265,2018-2019,915,54.64,N
36678760000001,2018-2019,70,65.71,N
36678760107730,2018-2019,47,93.62,Y
36678760109850,2018-2019,239,88.28,Y
36678760120568,2018-2019,709,69.68,N
36678760125450,2018-2019,1861,94.79,Y
36678760136952,2018-2019,218,78.9,Y
36678763630308,2018-2019,447,91.05,Y
36678763630548,2018-2019,34,91.18,Y
36678763630993,2018-2019,244,93.85,Y
36678763631082,2018-2019,2621,94.54,Y
36678763631090,2018-2019,267,85.39,Y
36678763632221,2018-2019,2812,74.93,N
36678763632809,2018-2019,452,92.7,Y
36678763634680,2018-2019,1210,92.56,Y
36678763635844,2018-2019,1593,92.91,Y
36678763636081,2018-2019,1881,89.15,Y
36678766036990,2018-2019,66,86.36,Y
36678920134247,2018-2019,944,55.3,N
36678920138321,2018-2019,17,76.47,Y
36678923636487,2018-2019,83,77.11,Y
36679340110064,2018-2019,688,75.58,Y
36679340125419,2018-2019,1854,87.97,Y
36679340137638,2018-2019,143,93.71,Y
36679340138123,2018-2019,107,85.98,Y
36679343630100,2018-2019,110,92.73,Y
36679343630670,2018-2019,713,77.0,Y
36679343630787,2018-2019,2326,81.56,Y
36679343638012,2018-2019,1829,92.24,Y
36679346059554,2018-2019,4,100.0,Y
36679346114698,2018-2019,623,84.91,Y
36679590000001,2018-2019,3,33.33,N
36679590101410,2018-2019,80,92.5,Y
36679590101816,2018-2019,22,59.09,N
36679590119164,2018-2019,5,80.0,Y
36679593633351,2018-2019,94,67.02,N
36679593638509,2018-2019,2829,47.26,N
36679596110357,2018-2019,1,100.0,Y
36738583630076,2018-2019,42,85.71,Y
36738903630274,2018-2019,382,53.4,N
36738903630282,2018-2019,37,75.68,Y
36738903631199,2018-2019,40,55.0,N
36739573630233,2018-2019,2116,64.22,N
36739573630365,2018-2019,159,73.58,N
36739573630589,2018-2019,37,37.84,N
36739573631108,2018-2019,26,65.38,N
36750440000001,2018-2019,3,66.67,N
36750440107516,2018-2019,195,79.49,Y
36750440114389,2018-2019,192,64.58,N
36750440115444,2018-2019,221,85.07,Y
36750440116707,2018-2019,607,54.86,N
36750440119115,2018-2019,2449,64.27,N
36750443630407,2018-2019,2019,71.92,N
36750443630472,2018-2019,242,80.58,Y
36750443630746,2018-2019,1872,70.89,N
36750443630811,2018-2019,85,60.0,N
36750443630944,2018-2019,13,92.31,Y
36750510115089,2018-2019,410,34.15,N
36750510136432,2018-2019,1522,90.08,Y
36750510136960,2018-2019,70,75.71,Y
36750510137794,2018-2019,455,27.91,N
36750510138107,2018-2019,70,81.43,Y
36750513630563,2018-2019,192,84.38,Y
36750513630696,2018-2019,10,90.0,Y
36750690000001,2018-2019,10,30.0,N
36750693630456,2018-2019,160,87.5,Y
36750693637584,2018-2019,3195,54.52,N
36750770000001,2018-2019,8,75.0,Y
36750773630423,2018-2019,2168,61.58,N
36750773630894,2018-2019,1553,70.83,N
36750773631009,2018-2019,184,87.5,Y
36750773631207,2018-2019,411,32.85,N
37103710115998,2018-2019,70,100.0,Y
37103710120493,2018-2019,77,100.0,Y
37103710128520,2018-2019,571,86.16,Y
37103710128538,2018-2019,338,100.0,Y
37103710136192,2018-2019,29,27.59,N
37103710137752,2018-2019,156,33.97,N
37103711996545,2018-2019,43,39.53,N
37103716069355,2018-2019,27,29.63,N
37103716119119,2018-2019,335,30.15,N
37679830134890,2018-2019,2196,75.46,Y
37679833730447,2018-2019,121,86.78,Y
37680230138073,2018-2019,145,58.62,N
37680236037980,2018-2019,498,60.84,N
37680236115778,2018-2019,399,78.95,Y
37680310000001,2018-2019,9,0.0,N
37680313731478,2018-2019,1162,8.86,N
37680490129221,2018-2019,50,34.0,N
37680490131169,2018-2019,461,25.6,N
37680490132506,2018-2019,564,35.99,N
37680490136416,2018-2019,300,40.67,N
37680490136614,2018-2019,734,82.43,Y
37680490136747,2018-2019,11,63.64,N
37680490138313,2018-2019,79,43.04,N
37680496119564,2018-2019,130,27.69,N
37681060000001,2018-2019,15,6.67,N
37681060111195,2018-2019,1205,12.03,N
37681060127241,2018-2019,822,52.8,N
37681060137034,2018-2019,78,67.95,N
37681063730058,2018-2019,2191,59.7,N
37681063731023,2018-2019,856,40.54,N
37681063732054,2018-2019,284,89.79,Y
37681063732062,2018-2019,2244,73.48,N
37681063735313,2018-2019,1808,86.67,Y
37681223730967,2018-2019,80,42.5,N
37681223732179,2018-2019,1981,60.63,N
37681223732195,2018-2019,93,69.89,N
37681300000001,2018-2019,69,30.43,N
37681300128793,2018-2019,63,69.84,N
37681300128819,2018-2019,18,100.0,Y
37681300132548,2018-2019,177,68.93,N
37681303730066,2018-2019,2099,60.12,N
37681303730702,2018-2019,1730,40.06,N
37681303731262,2018-2019,2154,33.19,N
37681303731486,2018-2019,45,71.11,N
37681303731536,2018-2019,59,45.76,N
37681303731692,2018-2019,1689,93.84,Y
37681303731809,2018-2019,1659,53.53,N
37681303732336,2018-2019,2294,55.19,N
37681303732559,2018-2019,53,94.34,Y
37681303732625,2018-2019,2219,57.68,N
37681303732732,2018-2019,2428,57.99,N
37681303734548,2018-2019,1671,80.43,Y
37681303734761,2018-2019,1298,83.2,Y
37681303737905,2018-2019,1616,46.97,N
37681556117303,2018-2019,39,51.28,N
37681630128421,2018-2019,40,67.5,N
37681630137109,2018-2019,552,83.88,Y
37681630138628,2018-2019,9,0.0,N
37681633731239,2018-2019,155,23.23,N
37681713733219,2018-2019,106,46.23,N
37681890118323,2018-2019,32,65.62,N
37681893731072,2018-2019,233,13.73,N
37682130000001,2018-2019,3,0.0,N
37682130119560,2018-2019,64,68.75,N
37682130123224,2018-2019,329,66.26,N
37682130127084,2018-2019,121,47.93,N
37682130129668,2018-2019,68,69.12,N
37682130136978,2018-2019,62,46.77,N
37682130138636,2018-2019,25,52.0,N
37682133730934,2018-2019,24,87.5,Y
37682133730991,2018-2019,16,43.75,N
37682133731080,2018-2019,6,100.0,Y
37682133734878,2018-2019,390,63.33,N
37682960000001,2018-2019,44,15.91,N
37682960118935,2018-2019,2351,13.53,N
37682963730074,2018-2019,1906,27.65,N
37682963730819,2018-2019,2373,21.28,N
37682963731528,2018-2019,2384,17.07,N
37682963735842,2018-2019,199,39.2,N
37682963735867,2018-2019,2253,27.47,N
37683040000001,2018-2019,3,33.33,N
37683040102178,2018-2019,23,56.52,N
37683040131250,2018-2019,106,21.7,N
37683043735958,2018-2019,137,53.28,N
37683043735974,2018-2019,1516,35.55,N
37683046105563,2018-2019,1,0.0,N
37683380000001,2018-2019,190,41.58,N
37683380106732,2018-2019,391,42.46,N
37683380106799,2018-2019,226,44.69,N
37683380107029,2018-2019,1239,52.54,N
37683380107052,2018-2019,531,85.88,Y
37683380107078,2018-2019,384,75.52,Y
37683380107086,2018-2019,356,78.65,Y
37683380107094,2018-2019,382,77.23,Y
37683380107102,2018-2019,322,75.47,Y
37683380107177,2018-2019,1119,92.76,Y
37683380107219,2018-2019,773,81.5,Y
37683380107482,2018-2019,135,46.67,N
37683380108787,2018-2019,391,48.59,N
37683380114025,2018-2019,1541,87.61,Y
37683380114462,2018-2019,575,72.7,N
37683380118315,2018-2019,110,84.55,Y
37683380118851,2018-2019,360,98.06,Y
37683380119610,2018-2019,643,79.0,Y
37683380120410,2018-2019,45,46.67,N
37683380122788,2018-2019,191,33.51,N
37683380124347,2018-2019,38,100.0,Y
37683380126938,2018-2019,39,66.67,N
37683380127647,2018-2019,376,78.46,Y
37683380131979,2018-2019,186,75.81,Y
37683380135913,2018-2019,85,52.94,N
37683380136663,2018-2019,55,90.91,Y
37683380137802,2018-2019,74,75.68,Y
37683383730173,2018-2019,1466,51.71,N
37683383730181,2018-2019,2400,46.71,N
37683383730231,2018-2019,315,81.59,Y
37683383730314,2018-2019,1838,40.97,N
37683383730363,2018-2019,21,38.1,N
37683383730371,2018-2019,798,50.0,N
37683383730751,2018-2019,116,20.69,N
37683383730884,2018-2019,2179,15.51,N
37683383730959,2018-2019,1369,69.03,N
37683383731056,2018-2019,481,77.96,Y
37683383731130,2018-2019,26,80.77,Y
37683383731189,2018-2019,466,93.13,Y
37683383731213,2018-2019,909,55.23,N
37683383731247,2018-2019,525,44.76,N
37683383731395,2018-2019,398,60.05,N
37683383732781,2018-2019,2424,41.58,N
37683383732997,2018-2019,2167,92.11,Y
37683383733508,2018-2019,1406,24.54,N
37683383733698,2018-2019,967,68.46,N
37683383734431,2018-2019,1117,56.58,N
37683383734654,2018-2019,1718,80.44,Y
37683383735750,2018-2019,1907,36.55,N
37683383737962,2018-2019,268,93.66,Y
37683386040083,2018-2019,95,84.21,Y
37683386061964,2018-2019,552,59.96,N
37683460000001,2018-2019,26,11.54,N
37683460106328,2018-2019,2572,6.88,N
37683463730033,2018-2019,2444,14.77,N
37683463731007,2018-2019,1947,13.82,N
37683463737384,2018-2019,102,27.45,N
37683463737418,2018-2019,1850,15.19,N
37684030125401,2018-2019,232,65.95,N
37684036120893,2018-2019,833,50.78,N
37684110000001,2018-2019,82,35.37,N
37684110111831,2018-2019,2476,30.05,N
37684110115873,2018-2019,71,69.01,N
37684113730124,2018-2019,1775,84.06,Y
37684113730405,2018-2019,2355,45.27,N
37684113730801,2018-2019,1675,83.22,Y
37684113730843,2018-2019,2908,25.86,N
37684113731064,2018-2019,2487,82.31,Y
37684113731155,2018-2019,90,75.56,Y
37684113731304,2018-2019,201,95.02,Y
37684113731460,2018-2019,20,100.0,Y
37684113731502,2018-2019,2426,84.83,Y
37684113731627,2018-2019,2372,37.44,N
37684113732047,2018-2019,265,89.06,Y
37684113732849,2018-2019,2089,66.11,N
37684113733953,2018-2019,1585,71.17,N
37684113738226,2018-2019,2636,86.15,Y
37684113738234,2018-2019,1852,75.81,Y
37684116059778,2018-2019,317,81.39,Y
37684116117154,2018-2019,7,71.43,N
37684520000001,2018-2019,14,7.14,N
37684520106120,2018-2019,1137,90.33,Y
37684520114264,2018-2019,148,53.38,N
37684520115451,2018-2019,178,91.57,Y
37684520118430,2018-2019,1693,27.41,N
37684520124917,2018-2019,46,39.13,N
37684520126300,2018-2019,35,45.71,N
37684523730207,2018-2019,109,66.06,N
37684523730728,2018-2019,2101,57.45,N
37684523730942,2018-2019,527,56.36,N
37684523732039,2018-2019,113,96.46,Y
37684523738705,2018-2019,2360,67.63,N
37735510000001,2018-2019,21,14.29,N
37735510107557,2018-2019,1,0.0,N
37735510127423,2018-2019,1320,18.18,N
37735513730017,2018-2019,85,51.76,N
37735513730694,2018-2019,2338,25.15,N
37735513731163,2018-2019,49,22.45,N
37735690000001,2018-2019,7,14.29,N
37735690136267,2018-2019,328,17.68,N
37735693731221,2018-2019,430,65.58,N
37735693735206,2018-2019,2195,66.42,N
37735693739018,2018-2019,2958,51.01,N
37735693739026,2018-2019,132,73.48,N
37737910000001,2018-2019,12,8.33,N
37737910105726,2018-2019,2626,45.32,N
37737910138222,2018-2019,78,38.46,N
37737913730215,2018-2019,163,63.19,N
37737913730793,2018-2019,118,51.69,N
37737913737632,2018-2019,3439,33.27,N
37754160132472,2018-2019,282,40.78,N
37754163730975,2018-2019,58,91.38,Y
37754166119275,2018-2019,29,93.1,Y
37756143731114,2018-2019,1167,46.1,N
37756143731312,2018-2019,67,73.13,N
37756143731601,2018-2019,34,44.12,N
37764710114678,2018-2019,570,55.44,N
37764710114694,2018-2019,398,48.24,N
37764710137067,2018-2019,102,46.08,N
37768510000001,2018-2019,1,0.0,N
37768510129320,2018-2019,341,46.04,N
37769010134429,2018-2019,113,72.57,N
37770320134577,2018-2019,200,55.0,N
37770990136077,2018-2019,277,69.31,N
37771070136473,2018-2019,207,74.4,N
37771560137323,2018-2019,28,60.71,N
38103890000001,2018-2019,52,44.23,N
38103893830361,2018-2019,30,100.0,Y
38103893830395,2018-2019,41,100.0,Y
38103893830445,2018-2019,71,77.46,Y
38103896069561,2018-2019,39,38.46,N
38684780101774,2018-2019,348,16.09,N
38684780102103,2018-2019,233,76.82,Y
38684780107300,2018-2019,276,79.35,Y
38684780118133,2018-2019,109,6.42,N
38684780118141,2018-2019,3417,38.78,N
38684780119875,2018-2019,297,97.98,Y
38684780119958,2018-2019,358,57.54,N
38684780127530,2018-2019,403,94.54,Y
38684783830031,2018-2019,165,70.91,N
38684783830064,2018-2019,171,80.7,Y
38684783830197,2018-2019,186,53.76,N
38684783830205,2018-2019,626,57.03,N
38684783830254,2018-2019,1092,71.89,N
38684783830288,2018-2019,1217,73.05,N
38684783830387,2018-2019,795,19.75,N
38684783830403,2018-2019,452,86.06,Y
38684783830411,2018-2019,324,66.98,N
38684783830429,2018-2019,30,86.67,Y
38684783830437,2018-2019,479,42.59,N
38684783831765,2018-2019,1816,71.04,N
38684783833241,2018-2019,2070,53.82,N
38684783833407,2018-2019,2774,36.88,N
38684783834082,2018-2019,1099,70.7,N
38684783834769,2018-2019,480,73.12,N
38684783839081,2018-2019,1995,54.09,N
39103970000001,2018-2019,7,100.0,Y
39103970120717,2018-2019,478,86.61,Y
39103970121723,2018-2019,122,92.62,Y
39103973930195,2018-2019,107,100.0,Y
39103973930468,2018-2019,1085,84.06,Y
39103973930476,2018-2019,958,56.68,N
39103976069215,2018-2019,203,37.44,N
39685020126011,2018-2019,20,15.0,N
39685023930054,2018-2019,25,80.0,Y
39685023932308,2018-2019,803,48.32,N
39685690000001,2018-2019,12,50.0,N
39685693933793,2018-2019,266,80.45,Y
39685693933801,2018-2019,2854,53.15,N
39685770118307,2018-2019,45,73.33,N
39685773933959,2018-2019,672,58.33,N
39685850000001,2018-2019,39,30.77,N
39685850101956,2018-2019,462,46.97,N
39685850102640,2018-2019,4,75.0,Y
39685850108225,2018-2019,1822,80.02,Y
39685850122580,2018-2019,400,71.25,N
39685853930237,2018-2019,2172,59.12,N
39685853930278,2018-2019,154,70.78,N
39685853930344,2018-2019,163,64.42,N
39685853930443,2018-2019,254,50.39,N
39685853934759,2018-2019,2061,67.83,N
39685853934767,2018-2019,120,75.0,Y
39685853934783,2018-2019,2157,52.16,N
39685856111983,2018-2019,1,0.0,N
39685930000001,2018-2019,16,50.0,N
39685930101576,2018-2019,1191,73.05,N
39685930112565,2018-2019,84,78.57,Y
39685930116376,2018-2019,1266,58.29,N
39685930126094,2018-2019,121,41.32,N
39685933930310,2018-2019,1377,47.13,N
39685933930328,2018-2019,33,90.91,Y
39685933932001,2018-2019,1603,54.27,N
39685933935103,2018-2019,1663,57.61,N
39685933935111,2018-2019,160,78.12,Y
39686270126755,2018-2019,276,78.62,Y
39686270127191,2018-2019,545,51.93,N
39686270129916,2018-2019,83,37.35,N
39686270130864,2018-2019,33,57.58,N
39686270133116,2018-2019,257,64.98,N
39686270136028,2018-2019,201,63.18,N
39686270136135,2018-2019,113,53.98,N
39686276119309,2018-2019,346,50.29,N
39686500000001,2018-2019,1,0.0,N
39686500125849,2018-2019,705,41.99,N
39686500128215,2018-2019,26,53.85,N
39686503935756,2018-2019,970,33.2,N
39686760000001,2018-2019,31,41.94,N
39686760108159,2018-2019,2242,67.08,N
39686760115402,2018-2019,174,93.1,Y
39686760118497,2018-2019,375,68.0,N
39686760119743,2018-2019,432,50.69,N
39686760119784,2018-2019,205,85.37,Y
39686760120733,2018-2019,244,40.57,N
39686760123802,2018-2019,494,64.17,N
39686760124248,2018-2019,216,56.02,N
39686763930211,2018-2019,209,78.95,Y
39686763930427,2018-2019,427,69.32,N
39686763932100,2018-2019,2267,79.93,Y
39686763932654,2018-2019,2006,75.77,Y
39686763937406,2018-2019,1581,69.58,N
39686766095236,2018-2019,49,53.06,N
39686766104368,2018-2019,16,68.75,N
39754990000001,2018-2019,2,0.0,N
39754990102392,2018-2019,551,28.13,N
39754990114140,2018-2019,110,67.27,N
39754990119040,2018-2019,1506,40.04,N
39754993930302,2018-2019,2043,60.84,N
39754993930393,2018-2019,25,96.0,Y
39754993937976,2018-2019,19,68.42,N
39754993938008,2018-2019,1999,40.47,N
39767600128967,2018-2019,1348,21.66,N
40104050101725,2018-2019,227,79.74,Y
40104054030078,2018-2019,17,100.0,Y
40104054030250,2018-2019,94,76.6,Y
40104056106769,2018-2019,11,54.55,N
40687000000001,2018-2019,2,0.0,N
40687004030102,2018-2019,97,28.87,N
40687004030151,2018-2019,72,61.11,N
40687004030755,2018-2019,1322,35.48,N
40687590125328,2018-2019,306,37.25,N
40687594030268,2018-2019,937,65.64,N
40687594030557,2018-2019,2051,37.93,N
40687594033205,2018-2019,105,82.86,Y
40688090000001,2018-2019,1,0.0,N
40688094030045,2018-2019,38,76.32,Y
40688094034807,2018-2019,857,36.41,N
40688094036703,2018-2019,1558,26.64,N
40688334037008,2018-2019,81,86.42,Y
40688410000001,2018-2019,1,0.0,N
40688414030128,2018-2019,12,50.0,N
40688414030185,2018-2019,71,32.39,N
40688414037701,2018-2019,734,15.67,N
40754570119354,2018-2019,112,22.32,N
40754570138255,2018-2019,7,71.43,N
40754574035754,2018-2019,2150,44.19,N
40754574035762,2018-2019,108,64.81,N
40754654030144,2018-2019,7,100.0,Y
40754654032009,2018-2019,192,63.54,N
41104130000001,2018-2019,7,0.0,N
41104130113266,2018-2019,14,100.0,Y
41104130113332,2018-2019,12,66.67,N
41104130117143,2018-2019,6,100.0,Y
41104130128652,2018-2019,8,100.0,Y
41104130135269,2018-2019,98,82.65,Y
41104134130076,2018-2019,38,100.0,Y
41104136069363,2018-2019,90,60.0,N
41688900000001,2018-2019,3,0.0,N
41688904130027,2018-2019,42,64.29,N
41688904132817,2018-2019,1001,37.86,N
41689160112284,2018-2019,410,45.12,N
41689240000001,2018-2019,17,23.53,N
41689240127548,2018-2019,491,20.77,N
41689244133393,2018-2019,1217,53.82,N
41689244135075,2018-2019,599,22.7,N
41689244137535,2018-2019,812,18.84,N
41689244137592,2018-2019,124,44.35,N
41689244137790,2018-2019,1526,40.5,N
41689404135331,2018-2019,88,62.5,N
41689990134197,2018-2019,21,76.19,Y
41690470000001,2018-2019,16,18.75,N
41690470129759,2018-2019,555,10.81,N
41690470135814,2018-2019,186,68.82,N
41690474130217,2018-2019,1675,23.76,N
41690474130472,2018-2019,1492,13.34,N
41690474130738,2018-2019,1187,44.73,N
41690474133070,2018-2019,1569,25.69,N
41690474134557,2018-2019,1182,23.6,N
41690474136370,2018-2019,1713,39.05,N
41690620000001,2018-2019,49,32.65,N
41690620112722,2018-2019,454,56.61,N
41690620119503,2018-2019,407,71.25,N
41690620126722,2018-2019,364,91.21,Y
41690624130993,2018-2019,2216,13.09,N
41690624133716,2018-2019,2498,41.59,N
41690624135687,2018-2019,227,90.75,Y
41690624136693,2018-2019,2067,52.06,N
41690624138053,2018-2019,1964,40.84,N
41690700000001,2018-2019,9,33.33,N
41690704130324,2018-2019,107,57.01,N
41690704132551,2018-2019,1267,31.33,N
41690704137279,2018-2019,1321,49.13,N
42104214230157,2018-2019,58,100.0,Y
42104214230207,2018-2019,12,100.0,Y
42104216069223,2018-2019,49,65.31,N
42691120111773,2018-2019,152,60.53,N
42691120124255,2018-2019,59,22.03,N
42691120137877,2018-2019,41,48.78,N
42691120137885,2018-2019,39,17.95,N
42691464230181,2018-2019,3,66.67,N
42691464230587,2018-2019,610,60.33,N
42691464230595,2018-2019,30,96.67,Y
42692290000001,2018-2019,1,0.0,N
42692290132738,2018-2019,13,92.31,Y
42692294230454,2018-2019,1176,46.85,N
42692294233029,2018-2019,120,77.5,Y
42692294233060,2018-2019,1574,75.03,Y
42692600116434,2018-2019,605,24.3,N
42693100102285,2018-2019,2776,77.95,Y
42693104231452,2018-2019,369,79.67,Y
