cds14,year,ela_pct_met,math_pct_met,ela_mean,math_mean,ela_n,math_n
01612590100065,2018,62.5,36.59,2614.8,2601.8,80,82
01612590100701,2018,46.15,7.32,2545.4,2492.1,39,42
01612590106906,2018,28.21,17.95,2517.9,2493.7,39,39
01612590108944,2018,60.0,36.36,2596.7,2571.1,65,66
01612590110189,2018,21.43,5.56,2500.9,2445.6,70,72
01612590111856,2018,53.85,43.08,2596.9,2611.0,65,65
01612590112797,2018,52.38,26.98,2577.0,2545.1,63,63
01612590114868,2018,83.49,59.63,2667.7,2650.3,109,109
01612590115238,2018,66.15,17.19,2618.1,2544.3,65,64
01612590115667,2018,0.0,3.41,2385.6,2409.2,86,88
01612590118224,2018,60.29,33.82,2600.1,2574.9,68,68
01612590118653,2018,7.69,,2405.2,,15,
01612590125161,2018,2.38,0.0,2411.7,2407.7,90,108
01612590125716,2018,7.95,0.66,2438.0,2418.5,151,151
01612590126748,2018,47.12,5.77,2572.2,2479.4,104,104
01612590130146,2018,0.0,0.0,2381.2,2363.0,48,48
01612590130179,2018,9.38,0.0,2473.6,2416.9,32,32
01612590130575,2018,64.62,35.94,2601.2,2573.8,65,64
01612590130617,2018,58.23,25.97,2596.0,2547.5,79,77
01612590130666,2018,64.15,54.72,2622.9,2620.0,53,53
01612590132555,2018,63.64,27.27,2607.5,2533.0,11,11
01612590132688,2018,9.76,0.0,2431.7,2386.0,41,37
01612590135905,2018,38.32,16.67,2550.6,2504.3,322,318
01612590136051,2018,54.01,32.33,2574.4,2550.2,482,468
01612590137943,2018,45.49,28.32,2573.0,2549.3,233,174
01612593030772,2018,67.37,38.68,2620.6,2590.1,98,107
01612596066450,2018,23.4,10.31,2480.3,2487.9,97,97
01612596114011,2018,25.0,,2535.4,,20,
01612750130286,2018,40.0,16.67,2542.3,2499.7,20,18
01612750136515,2018,90.48,76.56,2694.6,2700.6,189,192
01612910134528,2018,5.19,0.0,2416.6,2383.5,77,75
01612910137588,2018,49.41,20.93,2575.8,2530.0,597,603
01613090111799,2018,50.0,12.5,2597.4,2505.8,42,40
01613090114421,2018,84.4,55.32,2681.4,2646.5,141,141
01613090130849,2018,66.98,34.37,2619.5,2574.9,421,419
01613090137745,2018,3.57,0.0,2430.9,2401.4,57,51
01613090137810,2018,41.43,16.14,2551.2,2519.1,322,318
01750930132704,2018,81.01,65.68,2670.6,2677.5,616,609
01750930138453,2018,43.48,9.09,2570.5,2469.2,23,22
01751010130096,2018,84.76,70.06,2687.5,2688.9,479,471
01751010130252,2018,36.36,6.06,2565.0,2488.8,33,33
01751010130583,2018,80.16,70.99,2671.0,2687.9,632,624
01751010175101,2018,78.26,60.87,2637.4,2631.1,23,23
03739810330019,2018,6.25,0.0,2491.8,2426.3,16,17
03739810330753,2018,62.58,29.49,2600.0,2555.7,155,156
03739810334755,2018,49.43,26.14,2580.4,2551.2,87,88
04100410114991,2018,61.76,31.07,2618.6,2567.6,103,103
04100410430090,2018,56.41,10.26,2606.9,2526.5,39,39
04614080430827,2018,32.69,16.98,2539.7,2513.9,52,53
04614240120394,2018,84.95,46.15,2660.6,2618.8,93,91
04614240430199,2018,5.26,5.0,2427.8,2430.0,19,20
04614240431502,2018,10.0,1.45,2448.3,2420.6,70,69
04614240431676,2018,60.76,44.92,2604.9,2601.4,424,423
04614240437558,2018,70.28,49.54,2621.5,2617.3,435,435
04614320433201,2018,62.9,38.71,2619.6,2598.8,62,62
04614400121509,2018,42.86,16.67,2595.6,2518.1,14,12
04614570125252,2018,50.0,18.18,2587.5,2530.9,22,22
04615150434803,2018,51.58,20.54,2584.3,2541.9,221,224
04615150435602,2018,56.45,24.6,2593.1,2545.9,186,187
04615150437566,2018,10.0,2.38,2456.7,2431.0,40,42
04615310121715,2018,47.06,5.88,2555.0,2511.5,17,17
04615310432856,2018,9.76,0.0,2453.5,2417.2,41,36
04615310437350,2018,61.68,45.83,2603.6,2597.7,214,216
04615316112585,2018,68.18,22.73,2612.0,2536.3,22,22
04755070433946,2018,26.67,0.0,2517.1,2466.6,15,14
04755070433953,2018,58.44,37.58,2600.8,2591.5,154,157
05100580530154,2018,43.9,17.07,2578.0,2526.9,41,41
05615560532507,2018,66.22,31.51,2613.5,2582.6,149,146
05615640531509,2018,52.38,36.36,2588.9,2570.6,189,187
06615980631259,2018,54.65,32.18,2579.5,2563.3,86,87
06616060634758,2018,16.67,4.17,2493.7,2527.8,24,24
06616140635250,2018,59.18,16.33,2596.2,2535.3,98,98
06616220637504,2018,18.42,6.58,2507.8,2489.5,76,77
07100740114470,2018,68.75,33.75,2629.4,2586.9,80,80
07100740120444,2018,0.0,0.0,2394.9,2369.9,50,48
07100740134114,2018,82.35,29.41,2639.6,2592.1,17,17
07100740730614,2018,7.14,3.45,2443.8,2398.3,31,31
07100740731380,2018,71.77,46.08,2638.5,2617.0,497,497
07616300107524,2018,88.24,52.94,2664.8,2614.4,17,17
07616300730283,2018,82.51,70.2,2669.2,2672.7,303,302
07616300731125,2018,94.12,82.65,2706.6,2702.5,340,340
07616300733725,2018,77.17,58.79,2647.4,2650.3,346,347
07616300734244,2018,73.11,64.14,2637.9,2663.2,305,304
07616480110494,2018,8.24,0.0,2466.6,2397.4,87,85
07616480117218,2018,67.35,31.97,2624.4,2562.4,147,147
07616480730101,2018,6.85,0.0,2462.0,2401.0,73,73
07616480730259,2018,35.14,8.57,2524.4,2452.7,37,35
07616480730465,2018,53.03,25.97,2580.1,2541.1,462,467
07616480730861,2018,39.55,9.82,2545.1,2488.0,440,438
07616630130930,2018,33.72,8.05,2546.7,2506.3,89,89
07616970737023,2018,51.0,29.29,2582.9,2562.7,100,99
07617210107797,2018,74.39,50.0,2638.2,2617.0,578,581
07617210730457,2018,46.78,18.86,2568.9,2539.2,669,668
07617210730572,2018,43.09,7.32,2564.1,2518.1,123,123
07617210733980,2018,63.89,34.39,2610.0,2580.6,565,568
07617210733998,2018,2.5,0.0,2417.3,2417.8,80,81
07617390730440,2018,34.48,0.0,2535.4,2454.1,29,28
07617390730473,2018,13.33,0.0,2489.1,2435.1,15,15
07617390730549,2018,49.07,31.27,2576.6,2578.1,269,275
07617540730044,2018,76.42,60.12,2656.7,2646.4,338,328
07617540730317,2018,61.7,31.82,2617.1,2576.3,47,44
07617540730358,2018,11.11,6.67,2508.7,2468.6,27,30
07617540730424,2018,0.0,0.0,2400.7,2393.2,44,45
07617540731646,2018,72.92,54.5,2637.3,2631.3,421,422
07617540731836,2018,50.76,30.24,2582.6,2563.6,331,335
07617540734566,2018,50.22,20.34,2574.6,2523.8,232,236
07617540734764,2018,2.6,0.0,2439.8,2408.8,78,75
07617540737809,2018,29.21,13.48,2526.1,2503.6,267,267
07617880730184,2018,0.0,0.0,2385.8,2393.1,75,75
07617880735407,2018,40.34,16.38,2550.6,2515.6,709,708
07617960101477,2018,63.04,26.52,2595.3,2569.1,138,132
07617960132100,2018,62.5,16.33,2592.2,2536.3,49,49
07617960132233,2018,62.03,40.51,2610.5,2595.6,79,79
07617960730291,2018,83.78,55.41,2660.7,2635.9,74,74
07617960730325,2018,28.57,4.88,2523.7,2460.6,42,41
07617960730598,2018,61.79,26.76,2606.7,2551.3,212,213
07617960732164,2018,45.7,13.62,2573.4,2519.9,302,301
07617960732941,2018,40.65,28.95,2539.5,2527.6,311,304
07617960733253,2018,4.9,0.0,2431.2,2392.8,143,140
07617960733659,2018,19.87,0.69,2493.5,2444.2,153,146
07617960735316,2018,41.73,18.41,2543.6,2513.5,279,277
07617960735902,2018,34.44,10.47,2533.4,2498.0,364,363
07618040113118,2018,93.69,86.99,2720.0,2743.8,729,730
07618040730051,2018,86.37,67.04,2678.6,2668.7,632,632
07618040730218,2018,81.25,61.29,2665.9,2656.0,32,31
07618040734368,2018,90.69,69.71,2690.8,2677.1,591,591
07618040736504,2018,81.53,56.22,2663.1,2646.9,472,466
07618040736819,2018,24.14,0.0,2502.0,2427.8,29,29
08100820830042,2018,8.33,0.0,2461.5,2421.0,12,11
08100820830059,2018,31.82,6.82,2523.8,2469.4,44,44
08618200833004,2018,57.83,27.27,2585.9,2560.7,166,165
08618200836205,2018,15.38,0.0,2493.1,2444.1,39,39
09100900930123,2018,49.52,26.47,2566.9,2533.2,106,106
09100900930131,2018,9.38,0.0,2459.5,2424.8,32,32
09618380136200,2018,50.0,19.23,2566.9,2509.4,26,26
09618530930081,2018,72.37,62.52,2637.6,2645.8,561,555
09618530930164,2018,68.0,48.4,2617.4,2603.7,250,250
09618530930214,2018,36.67,36.67,2571.8,2569.3,30,30
09618530932756,2018,62.79,36.79,2613.9,2572.6,215,212
09618530934554,2018,18.0,2.0,2484.7,2428.6,50,50
09618530936302,2018,72.93,58.15,2626.2,2635.7,399,399
09619030930040,2018,23.53,0.0,2517.4,2443.3,17,16
09619030937805,2018,46.19,25.32,2564.7,2566.5,236,233
09737830930073,2018,53.97,34.43,2575.8,2573.3,63,61
10101080109991,2018,17.4,1.93,2491.3,2445.1,364,365
10101080119628,2018,0.0,0.0,2441.7,2418.9,20,19
10101081030337,2018,5.08,0.0,2439.5,2402.6,59,59
10101081030899,2018,0.0,0.0,2431.3,2395.4,19,19
10621170110270,2018,9.09,0.0,2401.8,2360.0,11,11
10621170113555,2018,92.4,65.11,2710.5,2656.3,566,556
10621170118018,2018,47.93,8.26,2576.6,2505.7,124,127
10621171030196,2018,84.11,54.8,2668.5,2620.2,472,469
10621171030469,2018,50.0,10.0,2548.5,2496.1,25,24
10621171030501,2018,85.21,54.81,2675.4,2629.4,630,624
10621171030683,2018,65.83,38.01,2622.7,2584.4,562,563
10621171031004,2018,27.4,0.0,2508.8,2460.6,73,74
10621171031053,2018,72.79,45.15,2634.8,2605.8,599,598
10621251030113,2018,10.71,0.0,2442.1,2385.0,28,28
10621251031376,2018,50.23,16.81,2572.2,2524.7,221,226
10621581032150,2018,69.19,25.25,2625.4,2559.1,198,198
10621660108555,2018,83.87,66.13,2660.1,2659.9,62,62
10621660114355,2018,59.15,2.78,2581.9,2485.7,71,72
10621660114553,2018,99.16,92.37,2749.2,2725.4,119,118
10621660132134,2018,70.45,34.83,2631.8,2591.4,90,89
10621661030279,2018,47.06,20.45,2568.9,2532.4,493,494
10621661030287,2018,17.7,0.94,2485.2,2435.4,113,106
10621661030295,2018,60.81,13.06,2590.1,2524.5,222,222
10621661030584,2018,5.38,0.0,2431.8,2394.3,186,178
10621661030642,2018,22.45,0.0,2495.3,2434.7,49,49
10621661030675,2018,43.03,11.74,2560.1,2508.1,583,562
10621661030840,2018,15.07,0.0,2492.2,2419.0,73,72
10621661031632,2018,0.0,0.0,2410.9,2397.2,61,48
10621661031897,2018,62.55,38.36,2609.1,2577.2,542,537
10621661032507,2018,38.05,6.75,2541.1,2498.3,416,402
10621661032911,2018,46.97,9.57,2563.3,2495.0,347,345
10621661034214,2018,29.71,7.29,2521.3,2492.9,343,329
10621661035831,2018,24.19,6.65,2507.6,2468.7,435,437
10622570124727,2018,30.43,8.7,2516.3,2452.1,23,23
10622571033695,2018,68.31,37.4,2620.7,2586.4,243,246
10622571033729,2018,47.06,0.0,2558.2,2463.1,17,17
10622650108092,2018,76.52,25.56,2626.7,2566.4,132,133
10622650116640,2018,47.37,5.26,2592.2,2507.2,19,19
10622650126292,2018,85.29,52.94,2654.0,2634.1,34,34
10622651030378,2018,12.5,0.0,2476.7,2428.6,40,41
10622651033703,2018,35.42,2.08,2539.9,2461.8,48,48
10622651035310,2018,79.21,36.41,2645.0,2593.9,356,357
10622811033950,2018,27.45,1.96,2518.3,2468.0,51,51
10623310127175,2018,67.74,18.75,2628.0,2537.6,32,32
10623640126870,2018,4.17,0.0,2456.5,2404.4,24,22
10623641034990,2018,31.89,11.83,2537.7,2483.1,186,186
10623800136499,2018,4.76,0.0,2405.8,2396.6,42,42
10624141030451,2018,4.0,0.0,2446.5,2429.0,25,25
10624141030766,2018,81.63,47.92,2661.1,2615.4,49,49
10624141036086,2018,12.82,3.13,2465.2,2453.9,39,32
10624141036094,2018,71.49,39.74,2632.0,2595.2,699,702
10624301030758,2018,17.95,0.0,2502.0,2433.1,39,39
10624301036607,2018,25.0,0.0,2507.3,2434.7,36,36
10624301036672,2018,63.95,23.08,2605.4,2538.8,405,404
10625396112387,2018,14.06,0.0,2494.3,2442.5,64,64
10625470135103,2018,69.57,34.78,2631.6,2553.2,23,23
10625470136523,2018,11.4,0.0,2479.1,2436.6,193,193
10738091030121,2018,64.2,10.98,2625.0,2516.4,162,164
10739651030386,2018,21.67,1.64,2511.8,2446.2,60,61
10739651030626,2018,54.09,14.48,2593.0,2524.3,868,863
10739651035112,2018,0.0,0.0,2423.8,2388.8,57,57
10739991033422,2018,0.0,0.0,2405.3,2362.6,22,22
10739991033430,2018,62.9,22.34,2603.8,2545.3,372,376
10751271030261,2018,,0.0,,2394.1,,11
10751271030493,2018,43.75,11.93,2558.2,2503.9,208,218
10752341037456,2018,21.95,6.84,2499.8,2481.3,123,123
10752751030139,2018,18.18,,2478.1,,11,
10752751036938,2018,56.47,35.29,2588.9,2556.6,85,85
10754081035575,2018,41.8,20.49,2565.6,2546.4,122,122
10755981030535,2018,65.69,35.04,2614.2,2573.1,137,137
10767780122473,2018,11.11,0.0,2481.2,2439.8,18,19
10767781030774,2018,13.56,1.72,2485.3,2422.7,59,58
10767781038306,2018,56.67,13.33,2590.9,2515.9,240,240
11101161130103,2018,21.43,0.0,2536.4,2467.3,14,14
11626461136209,2018,62.5,20.0,2583.3,2517.3,16,16
11626611132851,2018,38.74,5.41,2543.9,2476.7,111,111
11754811135656,2018,60.53,27.63,2608.4,2559.0,152,152
11765621133701,2018,45.98,18.39,2565.4,2533.4,87,87
12101240106153,2018,6.67,0.0,2430.8,2373.4,26,26
12101240106161,2018,4.55,0.0,2375.2,2381.0,22,23
12101240134163,2018,77.78,59.26,2665.1,2638.0,27,27
12626870107110,2018,63.16,36.84,2601.2,2565.2,19,19
12626870124263,2018,54.55,,2599.3,,11,
12626871230044,2018,4.0,4.0,2472.1,2461.2,25,25
12626871230051,2018,0.0,0.0,2379.6,2358.2,22,20
12626871230705,2018,68.72,43.6,2629.1,2610.9,211,211
12626871235209,2018,58.4,35.48,2599.8,2579.2,125,124
12628100108688,2018,81.25,58.33,2652.6,2672.8,48,48
12628101233352,2018,0.0,0.0,2396.2,2396.1,26,29
12628101233402,2018,49.21,20.53,2564.7,2533.6,189,190
12629011234004,2018,36.0,6.12,2524.0,2478.7,50,49
12630320111203,2018,42.11,15.79,2566.9,2498.4,39,38
12630401237007,2018,51.11,21.74,2572.0,2533.2,45,46
12753741232909,2018,48.48,30.3,2577.3,2570.9,33,33
12753821230135,2018,50.0,12.5,2571.3,2507.9,50,50
12755151230150,2018,13.33,0.0,2457.6,2413.9,15,15
12755151232057,2018,12.5,0.0,2466.5,2444.3,24,23
12755151232206,2018,63.64,31.98,2604.0,2564.6,253,248
12755151275515,2018,41.18,12.5,2554.0,2499.3,17,16
13101320131094,2018,10.87,0.0,2460.9,2418.4,46,47
13630811331354,2018,24.39,0.0,2524.3,2448.1,82,83
13630811331404,2018,63.41,33.52,2603.1,2566.8,358,361
13630991332154,2018,4.92,0.0,2436.3,2399.6,122,122
13630991332204,2018,49.87,27.18,2577.8,2536.0,750,781
13631071332501,2018,64.89,24.21,2618.3,2543.3,94,95
13631151330133,2018,57.65,19.73,2596.7,2535.2,511,512
13631151333004,2018,60.4,18.16,2600.6,2539.4,404,402
13631151333558,2018,14.29,0.0,2520.9,2470.4,35,34
13631491335306,2018,55.07,37.68,2595.7,2588.3,138,138
13631641331115,2018,15.38,0.0,2471.4,2462.6,13,13
13631641335900,2018,70.9,31.28,2628.7,2578.5,244,243
13632141337609,2018,30.56,5.56,2516.3,2466.4,36,36
14101400117994,2018,6.78,0.0,2458.5,2422.7,59,55
14101400128454,2018,6.45,0.0,2464.6,2416.8,32,28
14632891434901,2018,31.25,6.25,2592.1,2498.3,16,16
14766871431600,2018,46.27,36.84,2561.2,2573.9,134,133
15101570119669,2018,74.22,39.84,2643.3,2589.9,128,128
15101571530302,2018,2.6,0.0,2413.5,2387.5,77,78
15101571530310,2018,7.48,0.0,2444.9,2410.0,216,204
15101571530492,2018,66.67,17.86,2615.0,2526.5,84,84
15634120100529,2018,68.54,42.52,2632.6,2601.3,302,301
15634120116384,2018,63.01,31.74,2609.3,2566.6,292,293
15634121531656,2018,7.14,1.82,2441.8,2419.6,56,55
15634121531672,2018,69.54,40.62,2623.7,2587.2,325,325
15635290100198,2018,51.03,13.37,2575.8,2507.0,536,533
15635290110999,2018,65.46,35.97,2612.7,2585.8,553,556
15635290116392,2018,55.58,20.74,2597.3,2544.0,493,487
15635290116400,2018,34.84,11.49,2538.4,2493.0,508,505
15635290125062,2018,0.0,0.0,2398.3,2407.6,82,94
15635291530021,2018,3.85,0.0,2441.2,2412.7,52,52
15635291530047,2018,1.89,0.0,2406.8,2386.4,53,42
15635291530112,2018,6.98,0.0,2460.9,2424.2,130,119
15635291530252,2018,54.5,13.54,2581.9,2518.5,558,556
15635291530344,2018,70.83,41.35,2636.6,2598.4,528,520
15635291530369,2018,65.63,39.47,2619.4,2598.0,433,434
15635291530385,2018,52.27,17.43,2577.0,2520.6,622,617
15635291530435,2018,6.55,0.45,2466.8,2411.8,229,224
15635291530476,2018,75.15,50.4,2645.6,2605.0,503,498
15635291530708,2018,47.78,25.39,2561.5,2539.4,633,634
15635291532290,2018,44.17,14.52,2558.8,2505.0,491,490
15635291532605,2018,44.98,16.14,2567.4,2521.5,439,446
15635291533330,2018,58.22,20.94,2594.4,2535.9,450,449
15635291533538,2018,35.42,12.12,2531.0,2484.1,96,99
15635291534775,2018,41.38,18.97,2557.6,2517.7,358,357
15635291535087,2018,30.75,16.95,2532.1,2515.5,356,355
15635291535392,2018,47.73,21.4,2564.8,2524.7,464,459
15635291536325,2018,1.01,0.0,2446.7,2398.5,127,129
15635291536606,2018,44.42,14.44,2563.4,2512.6,469,468
15636280127183,2018,51.55,15.79,2587.3,2504.0,97,96
15636280127209,2018,26.98,1.6,2517.5,2442.2,127,126
15636280134312,2018,39.18,5.15,2557.2,2480.7,97,97
15636281533843,2018,10.53,0.0,2460.3,2427.5,19,19
15636770114512,2018,44.76,14.29,2561.6,2507.6,105,105
15636770136259,2018,16.22,8.11,2472.3,2446.9,37,37
15636851530997,2018,12.82,0.0,2478.6,2425.6,39,39
15636851531987,2018,57.78,27.27,2597.0,2563.1,90,88
15637761530039,2018,11.11,0.0,2476.6,2424.2,18,17
15637761534957,2018,43.35,13.22,2563.3,2522.8,173,174
15638181530138,2018,16.13,0.0,2463.3,2402.5,31,31
15638181535905,2018,41.03,16.23,2553.8,2511.1,195,191
15638261530245,2018,7.69,,2463.6,,13,
15638261536135,2018,59.02,28.2,2599.6,2558.5,266,266
15638591530351,2018,23.08,2.56,2515.9,2454.1,39,39
15638591536440,2018,56.11,28.39,2591.0,2555.8,401,398
15737421530054,2018,6.98,0.0,2471.3,2433.7,43,43
15737421531367,2018,72.34,30.28,2640.8,2572.3,329,327
15739081534155,2018,50.5,14.85,2571.0,2526.0,202,202
15751681530401,2018,68.0,22.45,2627.1,2549.5,50,49
16638750101717,2018,28.57,2.38,2535.0,2475.2,42,42
16638750112698,2018,50.0,16.67,2596.2,2535.1,30,30
16638911632140,2018,10.0,0.0,2423.5,2369.2,20,17
16638911632207,2018,55.85,24.61,2586.3,2550.5,188,191
16639250118919,2018,66.67,25.95,2619.5,2556.4,186,185
16639251630169,2018,54.4,15.82,2587.5,2513.5,318,316
16639251634245,2018,8.33,0.0,2500.1,2443.5,48,48
16639251634401,2018,67.17,22.29,2612.8,2546.3,332,332
16639580136556,2018,15.46,0.49,2486.1,2434.1,226,226
16639820110205,2018,85.25,39.34,2659.4,2601.7,61,61
16639821630011,2018,2.44,0.0,2423.7,2432.3,41,41
16639821635606,2018,55.07,21.01,2587.4,2530.6,415,414
16739321630078,2018,0.0,0.0,2437.1,2395.6,14,14
16739321630953,2018,32.86,5.71,2541.8,2475.0,140,140
17640141734359,2018,43.12,12.15,2558.1,2518.4,109,107
17640220132571,2018,80.0,12.0,2637.0,2518.5,25,25
17640221730027,2018,7.5,0.0,2464.8,2396.9,40,40
17640221735000,2018,50.85,14.29,2590.0,2506.4,118,119
17640301732304,2018,62.03,37.97,2612.0,2575.7,79,79
17640550129601,2018,60.0,6.67,2600.0,2511.0,15,15
17640551736008,2018,53.15,18.92,2584.8,2530.5,111,111
17769761737006,2018,32.43,5.33,2549.3,2471.7,74,75
18640891831601,2018,30.0,5.0,2542.4,2492.0,20,20
18641391833805,2018,57.14,19.55,2588.0,2540.6,182,179
18641620135756,2018,25.0,0.0,2489.0,2467.5,24,24
18641626010763,2018,61.54,7.69,2610.7,2530.5,13,13
18750360121657,2018,54.55,9.09,2585.0,2513.5,11,11
19101990109942,2018,48.94,8.51,2562.9,2492.9,47,47
19101990112128,2018,72.22,48.0,2629.4,2611.0,126,125
19101990115030,2018,60.0,28.89,2606.3,2551.5,45,45
19101990115212,2018,52.38,16.67,2573.9,2540.1,42,42
19101990121822,2018,3.7,3.7,2434.9,2393.0,28,27
19101990121871,2018,0.0,0.0,2374.7,2358.5,41,37
19101990121897,2018,0.0,0.0,2394.0,2361.9,44,37
19101990121905,2018,8.33,0.0,2458.6,2408.5,12,11
19101990121921,2018,0.0,,2382.3,,11,
19101990121939,2018,0.0,0.0,2380.4,2395.8,14,14
19101990122036,2018,0.0,0.0,2410.3,2375.6,11,11
19101990123604,2018,,0.0,,2405.5,,11
19101990127522,2018,5.88,0.0,2469.2,2421.6,17,20
19101991933399,2018,77.63,41.67,2645.3,2588.4,77,49
19101991995232,2018,6.25,7.14,2444.8,2431.1,17,14
19101991995869,2018,95.49,65.41,2708.2,2657.4,133,133
19101991996008,2018,8.0,0.81,2461.4,2417.2,126,123
19101991996214,2018,10.91,0.0,2441.5,2392.3,56,54
19101996119945,2018,61.11,45.83,2608.6,2608.5,72,72
19642121930056,2018,84.6,63.25,2680.4,2665.4,501,498
19642121930361,2018,60.0,27.76,2598.3,2558.3,300,299
19642121931641,2018,23.76,5.0,2519.3,2464.7,101,100
19642121931880,2018,99.4,95.18,2753.9,2778.6,166,166
19642121933159,2018,72.68,39.52,2636.4,2592.1,421,420
19642460100081,2018,44.04,16.32,2560.8,2512.9,579,576
19642460108407,2018,29.68,5.06,2528.0,2472.4,475,475
19642460111872,2018,91.95,71.26,2690.9,2669.3,87,87
19642460126003,2018,69.57,8.7,2640.6,2527.9,23,23
19642461930213,2018,29.97,4.24,2517.9,2463.9,358,354
19642461931732,2018,8.87,0.54,2461.4,2419.6,372,372
19642461936624,2018,28.98,6.06,2518.8,2471.9,528,528
19642461937051,2018,52.1,21.3,2583.5,2536.3,691,690
19642461995398,2018,46.97,18.75,2564.8,2522.9,577,576
19642461995406,2018,27.93,7.24,2519.2,2479.4,290,290
19642461995844,2018,50.5,13.25,2572.5,2517.8,503,499
19642461995968,2018,0.0,0.0,2374.7,2351.9,17,17
19642461996537,2018,31.75,3.64,2538.6,2471.9,252,247
19642461996644,2018,16.62,0.78,2478.5,2433.5,385,385
19642611930288,2018,65.46,63.64,2620.1,2664.0,776,759
19642611995299,2018,23.53,5.88,2464.7,2450.5,17,17
19642791930528,2018,56.36,30.6,2587.4,2556.8,275,282
19642791931765,2018,9.09,0.0,2467.0,2427.6,89,88
19642791933449,2018,68.78,24.47,2619.0,2552.9,237,237
19642871930601,2018,64.87,27.17,2611.4,2556.0,427,427
19642871936384,2018,8.57,0.0,2456.5,2415.6,140,135
19642871938166,2018,52.56,27.88,2579.6,2558.2,431,434
19642871996479,2018,34.5,4.82,2551.2,2489.2,687,684
19642951930700,2018,66.24,27.62,2610.2,2553.5,237,239
19642951936491,2018,14.29,0.0,2505.8,2401.6,28,24
19643031930775,2018,70.97,22.58,2618.7,2548.7,372,372
19643031935618,2018,65.73,35.12,2614.7,2579.0,429,430
19643031938190,2018,15.05,1.06,2482.4,2414.0,93,95
19643111930981,2018,82.51,58.7,2675.7,2656.3,383,385
19643291931088,2018,84.83,45.49,2668.6,2616.6,468,466
19643291937598,2018,25.0,3.23,2483.5,2433.2,32,31
19643291937739,2018,75.32,41.46,2646.3,2613.7,316,317
19643370131573,2018,73.33,24.14,2650.5,2555.4,30,29
19643371931187,2018,68.83,39.76,2625.4,2589.5,574,576
19643371931237,2018,68.39,43.34,2623.9,2601.5,579,563
19643371933332,2018,14.08,0.0,2487.9,2430.5,72,72
19643520118521,2018,50.0,8.33,2551.0,2485.3,24,24
19643520128488,2018,21.05,6.25,2498.2,2429.7,20,16
19643520128496,2018,0.0,0.0,2468.1,2421.1,12,13
19643521930239,2018,1.14,0.0,2422.5,2372.6,88,86
19643521933951,2018,49.13,8.69,2566.8,2502.4,516,518
19643521934926,2018,46.15,15.54,2558.3,2510.7,534,534
19643521935048,2018,50.12,17.03,2574.3,2520.8,407,411
19643781930312,2018,14.29,3.7,2504.6,2467.7,28,27
19643781931666,2018,46.97,28.61,2580.2,2574.2,347,346
19643941931807,2018,34.38,3.13,2546.4,2468.6,32,32
19643941931823,2018,73.44,51.56,2640.0,2622.3,578,578
