campus,ceeb,cds14,school_name,city,county,applicants_2325,admits_2325,admit_rate_2325,ela_pct_met_avg,math_pct_met_avg,avg_pct_met,upp_pct_2425,lcff_plus,ag_cohort_2425,ag_met_2425,admits_per_eligible,match_method,match_score
San Diego,053628,37684113731502,SAN YSIDRO HIGH SCHOOL,San Diego,San Diego,344,139,40.41,40.72,15.02,27.87,85.99,Y,517,193,0.7202,gardiner_seed,1.00
San Diego,053280,43696744330122,SANTA CLARA HIGH SCHOOL,Santa Clara,Santa Clara,339,55,16.22,71.6,46.16,58.88,30.79,N,485,250,0.22,fuzzy_name_county,1.00
San Diego,053953,34673140108753,PLEASANT GROVE HIGH SCHOOL,Elk Grove,Sacramento,338,64,18.93,70.12,58.89,64.51,34.74,N,598,357,0.1793,gardiner_seed,1.00
San Diego,050815,07617960732941,EL CERRITO HIGH SCHOOL,El Cerrito,Contra Costa,337,146,43.32,55.01,30.49,42.75,44.04,N,397,210,0.6952,gardiner_seed,1.00
San Diego,051028,30665223030434,BOLSA GRANDE HIGH SCHOOL,Garden Grove,Orange,335,140,41.79,67.07,46.49,56.78,87.89,Y,433,269,0.5204,gardiner_seed,1.00
San Diego,052590,36678433635042,REDLANDS HIGH SCHOOL,Redlands,San Bernardino,335,77,22.99,75.33,48.42,61.88,62.91,N,509,297,0.2593,gardiner_seed,1.00
San Diego,053275,42767864235727,SANTA BARBARA SENIOR HIGH SCHO,Santa Barbara,Santa Barbara,334,64,19.16,41.59,20.09,30.84,63.25,N,531,293,0.2184,gardiner_seed,1.00
San Diego,053586,36750693637584,UPLAND HIGH SCHOOL,Upland,San Bernardino,334,80,23.95,67.04,32.68,49.86,70.58,N,700,385,0.2078,gardiner_seed,1.00
San Diego,050400,19643371931237,JOHN BURROUGHS HIGH SCHOOL,Burbank,Los Angeles,332,63,18.98,71.6,38.05,54.83,28.38,N,533,301,0.2093,gardiner_seed,1.00
San Diego,053158,19649641937754,SAN MARINO HIGH SCHOOL,San Marino,Los Angeles,332,70,21.08,88.96,82.9,85.93,14.67,N,209,174,0.4023,gardiner_seed,1.00
San Diego,051479,37683383731189,PREUSS SCHOOL UCSD,La Jolla,San Diego,331,134,40.48,80.7,47.32,64.01,93.28,Y,114,95,1.4105,gardiner_seed,1.00
San Diego,053613,37681303731262,STEELE CANYON HIGH SCHOOL,Spring Valley,San Diego,330,125,37.88,72.82,42.51,57.66,57.55,N,523,337,0.3709,gardiner_seed,1.00
San Diego,050472,37735513730694,CARLSBAD HIGH SCHOOL,Carlsbad,San Diego,328,77,23.48,72.83,45.75,59.29,32.23,N,533,366,0.2104,gardiner_seed,1.00
San Diego,051315,07616300730283,ACALANES HIGH SCHOOL,Lafayette,Contra Costa,326,69,21.17,84.21,66.34,75.27,8.84,N,319,256,0.2695,gardiner_seed,1.00
San Diego,050003,19646831930080,AGOURA HIGH SCHOOL,Agoura Hills,Los Angeles,325,57,17.54,67.09,43.95,55.52,26.74,N,421,268,0.2127,gardiner_seed,1.00
San Diego,050217,15635291530344,STOCKDALE HIGH SCHOOL,Bakersfield,Kern,325,67,20.62,71.06,39.57,55.31,45.5,N,584,314,0.2134,gardiner_seed,1.00
San Diego,052605,41690624136693,SEQUOIA HIGH SCHOOL,Redwood City,San Mateo,325,59,18.15,57.7,32.86,45.28,44.71,N,464,238,0.2479,gardiner_seed,1.00
San Diego,053028,34752830102236,INDERKUM HIGH SCHOOL,Sacramento,Sacramento,325,164,50.46,51.9,27.61,39.75,58.34,N,512,312,0.5256,gardiner_seed,1.00
San Diego,050845,19645351932763,EL SEGUNDO HIGH SCHOOL,El Segundo,Los Angeles,323,65,20.12,80.81,63.65,72.23,13.39,N,350,282,0.2305,gardiner_seed,1.00
San Diego,050729,30664643038569,DANA HILLS HIGH SCHOOL,Dana Point,Orange,322,76,23.6,72.58,42.57,57.57,43.45,N,436,238,0.3193,gardiner_seed,1.00
San Diego,053103,43694014338505,WESTMONT HIGH SCHOOL,Campbell,Santa Clara,322,46,14.29,69.03,49.5,59.27,43.22,N,408,275,0.1673,gardiner_seed,1.00
San Diego,051580,19647331932540,EAGLE ROCK HIGH SCHOOL,Los Angeles,Los Angeles,321,76,23.68,63.98,36.3,50.14,54.65,N,343,252,0.3016,gardiner_seed,1.00
San Diego,051672,19647331933001,KING DREW MAGNET HS MED/SCI,Los Angeles,Los Angeles,317,147,46.37,73.67,37.19,55.43,90.22,Y,273,234,0.6282,gardiner_seed,1.00
San Diego,050386,07617210107797,HERITAGE HIGH SCHOOL,Brentwood,Contra Costa,316,36,11.39,72.96,42.08,57.52,21.75,N,590,364,0.0989,gardiner_seed,1.00
San Diego,052892,37684113730124,SOUTHWEST HIGH SCHOOL,San Diego,San Diego,310,133,42.9,42.76,14.83,28.8,90.21,Y,382,221,0.6018,gardiner_seed,1.00
San Diego,052916,38684783830288,BALBOA HIGH SCHOOL,San Francisco,San Francisco,310,54,17.42,65.12,44.02,54.57,67.04,N,311,204,0.2647,gardiner_seed,1.00
San Diego,052462,01612750136515,PIEDMONT HIGH SCHOOL,Piedmont,Alameda,308,47,15.26,92.8,78.94,85.87,4.09,N,207,189,0.2487,gardiner_seed,1.00
San Diego,054347,37684520118430,MISSION VISTA HIGH SCHOOL,Oceanside,San Diego,308,83,26.95,88.6,50.31,69.46,44.37,N,408,319,0.2602,gardiner_seed,1.00
San Diego,051239,37684113738234,MONTGOMERY HIGH SCHOOL,San Diego,San Diego,307,128,41.69,58.06,15.86,36.96,87.24,Y,392,193,0.6632,gardiner_seed,1.00
San Diego,051301,19645681996131,CLARK MAGNET HIGH SCHOOL,La Crescenta,Los Angeles,306,67,21.9,87.82,71.26,79.54,67.43,N,261,241,0.278,fuzzy_name_county,0.94
San Diego,051070,19645761933597,GLENDORA HIGH SCHOOL,Glendora,Los Angeles,304,54,17.76,68.27,50.52,59.39,23.54,N,529,344,0.157,gardiner_seed,1.00
San Diego,053096,43696664335949,PIONEER HIGH SCHOOL,San Jose,Santa Clara,302,57,18.87,65.43,41.98,53.7,33.52,N,357,220,0.2591,fuzzy_name_county,1.00
San Diego,052478,30666473031929,EL DORADO HIGH SCHOOL,Placentia,Orange,300,81,27.0,77.42,50.55,63.98,37.34,N,428,260,0.3115,gardiner_seed,1.00
San Diego,050320,19643111930981,BEVERLY HILLS HIGH SCHOOL,Beverly Hills,Los Angeles,298,76,25.5,67.14,47.86,57.5,33.08,N,322,206,0.3689,gardiner_seed,1.00
San Diego,050658,07100740731380,CLAYTON VALLEY CHARTER HIGH SCHOOL,Concord,Contra Costa,298,56,18.79,65.77,40.43,53.1,24.57,N,580,542,0.1033,gardiner_seed,1.00
San Diego,052319,33670583330388,PALM DESERT HIGH SCHOOL,Palm Desert,Riverside,294,98,33.33,70.39,36.95,53.67,61.09,N,467,361,0.2715,gardiner_seed,1.00
San Diego,052870,37683383735750,POINT LOMA HIGH SCHOOL,San Diego,San Diego,294,61,20.75,61.07,39.38,50.22,43.62,N,398,300,0.2033,gardiner_seed,1.00
San Diego,053272,42767864235230,SAN MARCOS HIGH SCHOOL,Santa Barbara,Santa Barbara,293,59,20.14,54.02,32.96,43.49,58.62,N,420,254,0.2323,gardiner_seed,1.00
San Diego,052685,19645191937481,ROSEMEAD HIGH SCHOOL,Rosemead,Los Angeles,292,110,37.67,74.53,43.99,59.26,86.46,Y,390,194,0.567,gardiner_seed,1.00
San Diego,053145,40688094036703,SAN LUIS OBISPO HIGH SCHOOL,San Luis Obispo,San Luis Obispo,291,45,15.46,72.52,51.67,62.1,40.17,N,386,287,0.1568,gardiner_seed,1.00
San Diego,053520,19650601936277,NORTH HIGH SCHOOL,Torrance,Los Angeles,290,65,22.41,83.82,50.53,67.17,48.79,N,451,269,0.2416,gardiner_seed,1.00
San Diego,050804,37681303730066,VALHALLA HIGH SCHOOL,El Cajon,San Diego,289,72,24.91,68.4,32.72,50.56,71.12,N,428,186,0.3871,gardiner_seed,1.00
San Diego,052365,19648731936749,PARAMOUNT HIGH SCHOOL,Paramount,Los Angeles,289,116,40.14,49.57,14.7,32.13,96.76,Y,853,383,0.3029,gardiner_seed,1.00
San Diego,051221,30665483034410,MARINA HIGH SCHOOL,Huntington Beach,Orange,285,63,22.11,72.82,53.43,63.13,47.62,N,504,267,0.236,gardiner_seed,1.00
San Diego,051561,19647331932847,LA CENTER ENRICHED STUDIES,Los Angeles,Los Angeles,285,63,22.11,69.94,48.81,59.38,56.96,N,186,153,0.4118,gardiner_seed,1.00
San Diego,054150,30666700114736,HECTOR GODINEZ FUNDAMENTAL HS,Santa Ana,Orange,285,115,40.35,65.11,29.57,47.34,90.57,Y,413,278,0.4137,gardiner_seed,1.00
San Diego,050379,30664313033115,JOHN F KENNEDY HIGH SCHOOL,La Palma,Orange,284,52,18.31,72.52,41.84,57.18,70.4,N,493,311,0.1672,gardiner_seed,1.00
San Diego,050806,37681303732336,GRANITE HILLS HIGH SCHOOL,El Cajon,San Diego,284,71,25.0,43.35,21.5,32.42,59.2,N,598,288,0.2465,gardiner_seed,1.00
San Diego,053344,43694014336137,PROSPECT HIGH SCHOOL,Saratoga,Santa Clara,283,50,17.67,60.72,45.76,53.24,51.37,N,360,226,0.2212,gardiner_seed,1.00
San Diego,054353,37683380119610,GOMPERS PREPARATORY ACADEMY,San Diego,San Diego,283,118,41.7,43.87,10.32,27.09,87.7,Y,153,150,0.7867,gardiner_seed,1.00
San Diego,052056,33752423330552,RANCHO VERDE HIGH SCHOOL,Moreno Valley,Riverside,277,114,41.16,51.25,14.58,32.91,82.72,Y,477,292,0.3904,gardiner_seed,1.00
San Diego,051825,19647331938885,UNIVERSITY HIGH SCHOOL,Los Angeles,Los Angeles,276,97,35.14,47.44,22.37,34.91,73.07,N,353,205,0.4732,gardiner_seed,1.00
San Diego,052543,19642461937051,QUARTZ HILL HIGH SCHOOL,Quartz Hill,Los Angeles,274,122,44.53,47.08,20.44,33.76,43.84,N,814,320,0.3812,gardiner_seed,1.00
San Diego,052059,33671243330396,CANYON SPRINGS HIGH SCHOOL,Moreno Valley,Riverside,273,95,34.8,51.97,12.78,32.37,84.18,Y,474,248,0.3831,gardiner_seed,1.00
San Diego,053937,31750850108084,WHITNEY HIGH SCHOOL,Rocklin,Placer,273,52,19.05,76.27,43.58,59.93,21.36,N,453,326,0.1595,gardiner_seed,1.00
San Diego,052723,34674473435930,MIRA LOMA HIGH SCHOOL,Sacramento,Sacramento,272,72,26.47,59.22,38.66,48.94,69.06,N,402,175,0.4114,gardiner_seed,1.00
San Diego,052773,36678763632221,CAJON HIGH SCHOOL,San Bernardino,San Bernardino,270,110,40.74,53.97,20.59,37.28,86.97,Y,575,308,0.3571,gardiner_seed,1.00
San Diego,052248,37735693739018,EL CAMINO HIGH SCHOOL,Oceanside,San Diego,269,53,19.7,51.27,27.83,39.55,68.13,N,636,311,0.1704,gardiner_seed,1.00
San Diego,050580,37684113731064,CHULA VISTA HIGH SCHOOL,Chula Vista,San Diego,268,122,45.52,43.57,13.46,28.51,87.12,Y,484,207,0.5894,gardiner_seed,1.00
San Diego,053906,43695830102368,ANN SOBRATO HIGH SCHOOL,Morgan Hill,Santa Clara,268,37,13.81,68.44,42.05,55.24,33.22,N,376,248,0.1492,fuzzy_name_county,1.00
San Diego,051590,19647331932920,FAIRFAX HIGH SCHOOL,Los Angeles,Los Angeles,267,105,39.33,56.05,23.75,39.9,88.09,Y,386,188,0.5585,gardiner_seed,1.00
San Diego,052130,30665973035045,NEWPORT HARBOR HIGH SCHOOL,Newport Beach,Orange,266,53,19.92,63.85,38.87,51.36,43.62,N,538,315,0.1683,fuzzy_name_county,1.00
San Diego,050902,34673140105916,MONTEREY TRAIL HIGH SCHOOL,Elk Grove,Sacramento,265,46,17.36,46.09,23.9,34.99,70.22,N,572,369,0.1247,gardiner_seed,1.00
San Diego,050919,48705404830170,ANGELO RODRIGUEZ HIGH SCHOOL,Fairfield,Solano,264,49,18.56,72.25,35.3,53.77,39.6,N,521,312,0.1571,gardiner_seed,1.00
San Diego,052609,31750853130150,ROCKLIN HIGH SCHOOL,Rocklin,Placer,263,51,19.39,70.43,55.93,63.18,20.92,N,483,363,0.1405,gardiner_seed,1.00
San Diego,052401,19648811936822,PASADENA HIGH SCHOOL,Pasadena,Los Angeles,262,63,24.05,60.08,27.13,43.61,68.69,N,349,186,0.3387,gardiner_seed,1.00
San Diego,053336,19651361931740,SAUGUS HIGH SCHOOL,Santa Clarita,Los Angeles,262,52,19.85,81.83,47.5,64.67,22.87,N,542,147,0.3537,gardiner_seed,1.00
San Diego,050659,07617540731646,COLLEGE PARK HIGH SCHOOL,Pleasant Hill,Contra Costa,261,52,19.92,64.77,44.14,54.46,41.99,N,496,236,0.2203,fuzzy_name_county,1.00
San Diego,050880,37681063732062,ESCONDIDO HIGH SCHOOL,Escondido,San Diego,261,109,41.76,59.72,17.52,38.62,84.78,Y,454,166,0.6566,gardiner_seed,1.00
San Diego,053087,43694274330031,INDEPENDENCE HIGH SCHOOL,San Jose,Santa Clara,261,36,13.79,63.71,32.91,48.31,62.39,N,576,273,0.1319,fuzzy_name_county,1.00
San Diego,050090,30664313030228,ANAHEIM HIGH SCHOOL,Anaheim,Orange,260,116,44.62,40.25,10.62,25.43,95.24,Y,604,425,0.2729,gardiner_seed,1.00
San Diego,050245,19647331930866,BELL HIGH SCHOOL,Bell,Los Angeles,260,120,46.15,58.03,25.55,41.79,91.71,Y,505,283,0.424,gardiner_seed,1.00
San Diego,051370,19643291931088,BONITA HIGH SCHOOL,La Verne,Los Angeles,260,58,22.31,87.81,61.62,74.72,28.62,N,458,298,0.1946,fuzzy_name_county,1.00
San Diego,051431,19643521934926,LAWNDALE HIGH SCHOOL,Lawndale,Los Angeles,260,116,44.62,49.59,16.6,33.09,79.62,Y,420,238,0.4874,gardiner_seed,1.00
San Diego,052629,36678503630597,RIALTO HIGH SCHOOL,Rialto,San Bernardino,259,108,41.7,51.12,18.8,34.96,87.04,Y,605,362,0.2983,gardiner_seed,1.00
San Diego,053195,19647331937838,SAN PEDRO HIGH SCHOOL,San Pedro,Los Angeles,258,61,23.64,57.43,23.98,40.71,77.31,Y,573,405,0.1506,gardiner_seed,1.00
San Diego,051034,30665223035581,PACIFICA HIGH SCHOOL,Garden Grove,Orange,256,48,18.75,78.54,52.25,65.4,52.51,N,408,268,0.1791,gardiner_seed,1.00
San Diego,051218,30665483031895,EDISON HIGH SCHOOL,Huntington Beach,Orange,256,50,19.53,74.25,48.38,61.31,29.62,N,455,286,0.1748,fuzzy_name_county,1.00
San Diego,051328,33670583330669,LA QUINTA HIGH SCHOOL,La Quinta,Riverside,254,103,40.55,64.68,25.76,45.22,75.13,Y,558,399,0.2581,gardiner_seed,1.00
San Diego,052279,30666213038098,VILLA PARK HIGH SCHOOL,Villa Park,Orange,254,50,19.69,63.47,28.48,45.98,58.08,N,468,253,0.1976,gardiner_seed,1.00
San Diego,052670,33672153336492,RAMONA HIGH SCHOOL,Riverside,Riverside,254,99,38.98,50.6,16.07,33.33,87.49,Y,529,306,0.3235,gardiner_seed,1.00
San Diego,054101,36679340110064,UNIVERSITY PREPARATORY,Victorville,San Bernardino,254,108,42.52,95.25,65.51,80.38,80.38,Y,174,171,0.6316,gardiner_seed,1.00
San Diego,050884,37681063730058,SAN PASQUAL HIGH SCHOOL,Escondido,San Diego,253,80,31.62,67.27,24.89,46.08,74.05,N,450,234,0.3419,gardiner_seed,1.00
San Diego,051347,19647251934678,LAKEWOOD HIGH SCHOOL,Lakewood,Los Angeles,252,96,38.1,48.71,14.18,31.45,61.61,N,617,278,0.3453,gardiner_seed,1.00
San Diego,052770,21654822131340,ARCHIE WILLIAMS HIGH SCHOOL,San Anselmo,Marin,252,52,20.63,68.79,50.13,59.46,12.45,N,294,221,0.2353,fuzzy_name_county,1.00
San Diego,054018,30666700108365,SEGERSTROM HIGH SCHOOL,Santa Ana,Orange,251,68,27.09,63.15,28.52,45.83,81.86,Y,595,376,0.1809,gardiner_seed,1.00
San Diego,052661,33672153334406,JOHN W NORTH HIGH SCHOOL,Riverside,Riverside,247,100,40.49,48.69,15.78,32.24,88.71,Y,465,223,0.4484,gardiner_seed,1.00
San Diego,053978,33752420109108,CITRUS HILL HIGH SCHOOL,Perris,Riverside,247,106,42.91,48.56,14.21,31.39,92.39,Y,406,255,0.4157,gardiner_seed,1.00
San Diego,050425,13630991332204,CALEXICO HIGH SCHOOL,Calexico,Imperial,245,116,47.35,48.49,14.52,31.51,88.78,Y,692,212,0.5472,gardiner_seed,1.00
San Diego,051907,33672073330727,PALOMA VALLEY HIGH SCHOOL,Menifee,Riverside,245,54,22.04,64.64,23.88,44.26,64.17,N,537,347,0.1556,gardiner_seed,1.00
San Diego,052057,33671243330438,VALLEY VIEW HIGH SCHOOL,Moreno Valley,Riverside,245,79,32.24,50.69,17.1,33.89,82.66,Y,603,321,0.2461,gardiner_seed,1.00
San Diego,050680,37680313731478,CORONADO HIGH SCHOOL,Coronado,San Diego,244,59,24.18,80.48,50.65,65.56,15.32,N,259,202,0.2921,gardiner_seed,1.00
San Diego,050830,19645191930320,ARROYO HIGH SCHOOL,El Monte,Los Angeles,244,112,45.9,64.99,38.14,51.56,84.92,Y,433,162,0.6914,gardiner_seed,1.00
San Diego,052665,33672153336237,RIVERSIDE POLY HIGH SCHOOL,Riverside,Riverside,243,52,21.4,65.66,28.54,47.1,70.93,N,555,330,0.1576,gardiner_seed,1.00
San Diego,052491,19642460100081,WILLIAM J PETE KNIGHT HIGH SCH,Palmdale,Los Angeles,242,91,37.6,42.66,11.6,27.13,61.64,N,558,203,0.4483,gardiner_seed,1.00
San Diego,053855,36678500102830,WILMER AMINA CARTER HS,Rialto,San Bernardino,242,87,35.95,59.02,23.26,41.14,79.24,Y,482,276,0.3152,gardiner_seed,1.00
San Diego,053120,01612910137588,SAN LEANDRO HIGH SCHOOL,San Leandro,Alameda,241,66,27.39,41.98,17.96,29.97,79.44,Y,589,268,0.2463,gardiner_seed,1.00
San Diego,050581,37684113732849,HILLTOP HIGH SCHOOL,Chula Vista,San Diego,240,101,42.08,60.15,21.4,40.77,79.67,Y,409,212,0.4764,gardiner_seed,1.00
San Diego,050858,37683463731007,LA COSTA CANYON HIGH SCHOOL,Carlsbad,San Diego,240,53,22.08,75.06,46.75,60.91,19.45,N,360,235,0.2255,gardiner_seed,1.00
San Diego,050897,36677100108191,SUMMIT HIGH SCHOOL,Fontana,San Bernardino,240,71,29.58,67.91,32.25,50.08,74.2,N,622,394,0.1802,gardiner_seed,1.00
San Diego,051974,30736353030061,EL TORO HIGH SCHOOL,Lake Forest,Orange,240,38,15.83,64.9,39.34,52.12,51.42,N,475,236,0.161,fuzzy_name_county,1.00
San Diego,050438,56725465631619,ADOLFO CAMARILLO HIGH SCHOOL,Camarillo,Ventura,238,61,25.63,59.01,34.08,46.55,41.65,N,428,208,0.2933,gardiner_seed,1.00
San Diego,052705,34674393435419,C K MCCLATCHY HIGH SCHOOL,Sacramento,Sacramento,238,93,39.08,42.33,22.55,32.44,53.09,N,582,293,0.3174,gardiner_seed,1.00
San Diego,053738,19650941939537,WEST COVINA HIGH SCHOOL,West Covina,Los Angeles,238,53,22.27,52.3,27.94,40.12,82.12,Y,453,208,0.2548,gardiner_seed,1.00
San Diego,050873,37681063735313,ORANGE GLEN HIGH SCHOOL,Escondido,San Diego,237,92,38.82,46.32,13.73,30.03,90.6,Y,466,219,0.4201,gardiner_seed,1.00
San Diego,053570,30736433037553,TUSTIN HIGH SCHOOL,Tustin,Orange,237,60,25.32,62.67,23.41,43.04,88.14,Y,456,231,0.2597,gardiner_seed,1.00
San Diego,051320,30665553033206,LAGUNA BEACH HIGH SCHOOL,Laguna Beach,Orange,236,49,20.76,83.7,58.66,71.18,17.67,N,198,168,0.2917,fuzzy_name_county,1.00
San Diego,052728,34674393430865,WEST CAMPUS HIGH SCHOOL,Sacramento,Sacramento,236,107,45.34,92.38,70.55,81.46,45.31,N,222,216,0.4954,gardiner_seed,1.00
San Diego,053125,01613090130849,ARROYO HIGH SCHOOL,San Lorenzo,Alameda,236,53,22.46,59.32,32.28,45.8,68.11,N,373,163,0.3252,gardiner_seed,1.00
San Diego,051981,30736353034956,MISSION VIEJO HIGH SCHOOL,Mission Viejo,Orange,234,47,20.09,73.02,42.8,57.91,41.7,N,389,228,0.2061,gardiner_seed,1.00
San Diego,053231,21654662134005,TERRA LINDA HIGH SCHOOL,San Rafael,Marin,234,36,15.38,70.42,38.95,54.69,51.68,N,327,210,0.1714,fuzzy_name_county,1.00
San Diego,054630,37683380107177,CRAWFORD HIGH SCHOOL,San Diego,San Diego,233,104,44.64,43.53,14.66,29.1,94.23,Y,294,149,0.698,gardiner_seed,1.00
San Diego,053980,19647330109454,SOUTH EAST HIGH SCHOOL,South Gate,Los Angeles,230,74,32.17,47.35,18.64,32.99,92.66,Y,519,301,0.2458,gardiner_seed,1.00
San Diego,054605,36678760125450,INDIAN SPRINGS HIGH SCHOOL,San Bernardino,San Bernardino,229,77,33.62,43.53,11.48,27.51,97.29,Y,441,222,0.3468,gardiner_seed,1.00
San Diego,052891,37683383730173,CANYON HILLS HIGH SCHOOL,San Diego,San Diego,228,95,41.67,50.74,30.21,40.48,58.83,N,243,189,0.5026,gardiner_seed,1.00
San Diego,050240,33669933330479,BEAUMONT HIGH SCHOOL,Beaumont,Riverside,227,49,21.59,62.05,26.9,44.48,65.49,N,769,348,0.1408,gardiner_seed,1.00
San Diego,052018,36676523633906,MONTCLAIR HIGH SCHOOL,Montclair,San Bernardino,227,96,42.29,66.38,28.59,47.48,92.17,Y,559,330,0.2909,gardiner_seed,1.00
San Diego,053105,43696664338950,WILLOW GLEN HIGH SCHOOL,San Jose,Santa Clara,226,55,24.34,54.68,33.0,43.84,42.45,N,375,184,0.2989,gardiner_seed,1.00
San Diego,051375,19643521935048,LEUZINGER HIGH SCHOOL,Lawndale,Los Angeles,224,85,37.95,55.0,17.53,36.27,84.55,Y,455,216,0.3935,gardiner_seed,1.00
San Diego,054677,33669770125732,HILLCREST HIGH SCHOOL,Riverside,Riverside,224,48,21.43,62.36,21.92,42.14,76.74,Y,404,255,0.1882,fuzzy_name_county,1.00
San Diego,054814,41690470129759,DESIGN TECH HIGH SCHOOL,Redwood City,San Mateo,224,62,27.68,74.36,55.93,65.14,8.82,N,137,125,0.496,gardiner_seed,1.00
San Diego,050966,01611760134452,JOHN F KENNEDY HIGH SCHOOL,Fremont,Alameda,223,46,20.63,60.13,35.55,47.84,59.7,N,337,164,0.2805,fuzzy_name_county,1.00
San Diego,052037,19648081930155,SCHURR HIGH SCHOOL,Montebello,Los Angeles,222,69,31.08,56.64,21.32,38.98,85.95,Y,552,187,0.369,gardiner_seed,1.00
San Diego,052881,37683383734654,MORSE HIGH SCHOOL,San Diego,San Diego,222,80,36.04,59.14,22.43,40.78,80.96,Y,348,179,0.4469,gardiner_seed,1.00
San Diego,052238,01612590137943,SKYLINE HIGH SCHOOL,Oakland,Alameda,221,113,51.13,45.36,23.47,34.41,76.16,Y,314,193,0.5855,gardiner_seed,1.00
San Diego,052475,07617880735407,PITTSBURG HIGH SCHOOL,Pittsburg,Contra Costa,220,101,45.91,34.52,12.51,23.51,82.25,Y,841,289,0.3495,gardiner_seed,1.00
San Diego,053033,38684783830387,RUTH ASAWA SCHOOL OF THE ARTS,San Francisco,San Francisco,220,46,20.91,82.85,59.26,71.05,22.79,N,181,153,0.3007,gardiner_seed,1.00
San Diego,053297,44698234437109,SANTA CRUZ HIGH SCHOOL,Santa Cruz,Santa Cruz,220,45,20.45,68.65,51.39,60.02,24.43,N,273,210,0.2143,fuzzy_name_county,1.00
San Diego,050675,33670333331600,CORONA HIGH SCHOOL,Corona,Riverside,218,62,28.44,57.48,22.48,39.98,86.69,Y,549,233,0.2661,gardiner_seed,1.00
San Diego,050816,13631151330133,SOUTHWEST HIGH SCHOOL,El Centro,Imperial,218,78,35.78,54.65,21.31,37.98,75.46,Y,441,212,0.3679,gardiner_seed,1.00
San Diego,051402,33751763330487,TEMESCAL CANYON HIGH SCHOOL,Lake Elsinore,Riverside,218,48,22.02,53.46,29.06,41.26,68.02,N,536,280,0.1714,gardiner_seed,1.00
San Diego,051050,19645681933530,GLENDALE HIGH SCHOOL,Glendale,Los Angeles,216,50,23.15,39.34,22.09,30.72,77.69,Y,550,207,0.2415,gardiner_seed,1.00
San Diego,051089,19647331939941,JOHN F KENNEDY HIGH SCHOOL,Granada Hills,Los Angeles,216,48,22.22,56.95,28.92,42.94,72.4,N,512,324,0.1481,fuzzy_name_county,1.00
San Diego,052948,36678763631082,ARROYO VALLEY HIGH SCHOOL,San Bernardino,San Bernardino,216,79,36.57,36.64,14.84,25.74,96.95,Y,634,337,0.2344,gardiner_seed,1.00
San Diego,053755,19651281931302,CALIFORNIA HIGH SCHOOL,Whittier,Los Angeles,216,57,26.39,70.42,34.19,52.3,81.6,Y,495,317,0.1798,gardiner_seed,1.00
San Diego,052073,33752003330529,MURRIETA VALLEY HIGH SCHOOL,Murrieta,Riverside,215,59,27.44,75.89,40.05,57.97,47.39,N,514,326,0.181,gardiner_seed,1.00
San Diego,053235,30666703036357,SANTA ANA HIGH SCHOOL,Santa Ana,Orange,215,74,34.42,38.52,11.99,25.26,94.13,Y,625,252,0.2937,gardiner_seed,1.00
San Diego,053502,56737595637004,THOUSAND OAKS HIGH SCHOOL,Thousand Oaks,Ventura,215,60,27.91,63.21,37.59,50.4,27.48,N,432,225,0.2667,gardiner_seed,1.00
San Diego,053785,19647331930650,PHINEAS BANNING HIGH SCHOOL,Wilmington,Los Angeles,215,86,40.0,47.29,19.55,33.42,91.99,Y,635,388,0.2216,gardiner_seed,1.00
San Diego,054663,19647336120158,NEW WEST CHARTER SCHOOL,Los Angeles,Los Angeles,215,54,25.12,,,,,,,,,fuzzy_name_county,1.00
San Diego,052225,01612590135905,OAKLAND HIGH SCHOOL,Oakland,Alameda,214,88,41.12,37.28,18.41,27.84,90.5,Y,372,201,0.4378,gardiner_seed,1.00
San Diego,053386,49709204930244,MARIA CARRILLO HIGH SCHOOL,Santa Rosa,Sonoma,214,45,21.03,70.14,45.9,58.02,37.44,N,376,211,0.2133,fuzzy_name_county,1.00
San Diego,052617,19647331933233,SHERMAN OAKS CTR ENRCHED STDS,Tarzana,Los Angeles,213,50,23.47,75.0,45.92,60.46,60.07,N,210,172,0.2907,fuzzy_name_county,0.89
San Diego,053300,19651281937903,SANTA FE HIGH SCHOOL,Santa Fe Springs,Los Angeles,213,80,37.56,66.29,44.9,55.59,80.05,Y,509,308,0.2597,gardiner_seed,1.00
San Diego,052210,19644690134858,CA SCH ARTS SAN GABRIEL VALLEY,Duarte,Los Angeles,212,75,35.38,88.05,46.8,67.42,20.43,N,236,203,0.3695,gardiner_seed,1.00
San Diego,050942,36677103630902,HENRY J KAISER HIGH SCHOOL,Fontana,San Bernardino,211,83,39.34,54.69,30.42,42.56,87.77,Y,459,293,0.2833,gardiner_seed,1.00
San Diego,052320,33671733335130,PALM SPRINGS HIGH SCHOOL,Palm Springs,Riverside,211,102,48.34,54.71,21.4,38.05,96.13,Y,396,220,0.4636,gardiner_seed,1.00
San Diego,050704,19644361938372,SOUTH HILLS HIGH SCHOOL,West Covina,Los Angeles,210,44,20.95,64.03,29.71,46.87,63.46,N,386,257,0.1712,fuzzy_name_county,1.00
San Diego,053459,33671243333770,MORENO VALLEY HIGH SCHOOL,Moreno Valley,Riverside,210,85,40.48,43.69,14.46,29.08,93.2,Y,467,215,0.3953,gardiner_seed,1.00
San Diego,053974,19647330109447,SANTEE EDUCATION COMPLEX,Los Angeles,Los Angeles,209,79,37.8,49.62,12.29,30.96,94.18,Y,426,234,0.3376,gardiner_seed,1.00
