campus,ceeb,cds14,school_name,city,county,applicants_2325,admits_2325,admit_rate_2325,ela_pct_met_avg,math_pct_met_avg,avg_pct_met,upp_pct_2425,lcff_plus,ag_cohort_2425,ag_met_2425,admits_per_eligible,match_method,match_score
Berkeley,054376,19647330119727,CORTINES SCHOOL VPA,Los Angeles,Los Angeles,153,32,20.92,60.01,13.95,36.98,72.05,N,282,198,0.1616,hand_verified,0.98
Berkeley,053525,39754993938008,TRACY HIGH SCHOOL,Tracy,San Joaquin,152,23,15.13,52.18,19.78,35.98,63.77,N,388,131,0.1756,fuzzy_name_county,1.00
Berkeley,050119,44697994430518,APTOS HIGH SCHOOL,Aptos,Santa Cruz,151,26,17.22,52.02,32.56,42.29,48.12,N,290,175,0.1486,fuzzy_name_county,1.00
Berkeley,051840,19647331939859,WOODROW WILSON HIGH SCHOOL,Los Angeles,Los Angeles,151,31,20.53,58.1,17.47,37.78,94.29,Y,307,221,0.1403,gardiner_seed,1.00
Berkeley,052665,33672153336237,RIVERSIDE POLY HIGH SCHOOL,Riverside,Riverside,151,29,19.21,65.66,28.54,47.1,70.93,N,555,330,0.0879,gardiner_seed,1.00
Berkeley,052810,41690474130738,CAPUCHINO HIGH SCHOOL,San Bruno,San Mateo,151,19,12.58,61.84,26.94,44.39,40.34,N,247,119,0.1597,gardiner_seed,1.00
Berkeley,052892,37684113730124,SOUTHWEST HIGH SCHOOL,San Diego,San Diego,150,26,17.33,42.76,14.83,28.8,90.21,Y,382,221,0.1176,gardiner_seed,1.00
Berkeley,053980,19647330109454,SOUTH EAST HIGH SCHOOL,South Gate,Los Angeles,150,19,12.67,47.35,18.64,32.99,92.66,Y,519,301,0.0631,gardiner_seed,1.00
Berkeley,052947,38684783830437,GATEWAY HIGH SCHOOL,San Francisco,San Francisco,149,23,15.44,76.07,36.21,56.14,53.23,N,118,116,0.1983,fuzzy_name_county,1.00
Berkeley,050945,36677103633302,FONTANA HIGH SCHOOL,Fontana,San Bernardino,148,21,14.19,64.75,20.96,42.86,95.82,Y,607,442,0.0475,gardiner_seed,1.00
Berkeley,052685,19645191937481,ROSEMEAD HIGH SCHOOL,Rosemead,Los Angeles,148,25,16.89,74.53,43.99,59.26,86.46,Y,390,194,0.1289,gardiner_seed,1.00
Berkeley,054630,37683380107177,CRAWFORD HIGH SCHOOL,San Diego,San Diego,148,41,27.7,43.53,14.66,29.1,94.23,Y,294,149,0.2752,gardiner_seed,1.00
Berkeley,050897,36677100108191,SUMMIT HIGH SCHOOL,Fontana,San Bernardino,147,11,7.48,67.91,32.25,50.08,74.2,N,622,394,0.0279,gardiner_seed,1.00
Berkeley,051869,19642460111872,SOAR HIGH SCHOOL,Lancaster,Los Angeles,147,29,19.73,86.65,61.99,74.32,58.66,N,102,98,0.2959,gardiner_seed,1.00
Berkeley,053222,21654662133262,SAN RAFAEL HIGH SCHOOL,San Rafael,Marin,147,21,14.29,46.66,23.13,34.9,75.0,Y,312,135,0.1556,fuzzy_name_county,1.00
Berkeley,053665,54722565434527,REDWOOD HIGH SCHOOL,Visalia,Tulare,147,23,15.65,76.98,30.68,53.83,48.67,N,518,324,0.071,fuzzy_name_county,1.00
Berkeley,053722,44697994437901,WATSONVILLE HIGH SCHOOL,Watsonville,Santa Cruz,147,17,11.56,34.93,12.67,23.8,91.92,Y,512,193,0.0881,gardiner_seed,1.00
Berkeley,050936,10621660114553,UNIVERSITY HIGH SCHOOL,Fresno,Fresno,146,34,23.29,98.21,86.61,92.41,21.29,N,119,115,0.2957,fuzzy_name_county,1.00
Berkeley,050528,19647331931708,CHATSWORTH CHARTER HIGH SCHOOL,Chatsworth,Los Angeles,145,33,22.76,39.66,22.79,31.22,69.94,N,426,245,0.1347,fuzzy_name_county,1.00
Berkeley,052448,49708624930012,CASA GRANDE HIGH SCHOOL,Petaluma,Sonoma,145,18,12.41,62.9,32.03,47.46,51.0,N,389,186,0.0968,fuzzy_name_county,1.00
Berkeley,053565,50757395037700,TURLOCK HIGH SCHOOL,Turlock,Stanislaus,145,25,17.24,49.25,21.17,35.21,65.83,N,583,218,0.1147,fuzzy_name_county,1.00
Berkeley,054697,24657890127373,EL CAPITAN HIGH SCHOOL,Merced,Merced,145,35,24.14,48.03,14.22,31.13,76.91,Y,452,193,0.1813,fuzzy_name_county,1.00
Berkeley,051153,01611920135319,MOUNT EDEN HIGH SCHOOL,Hayward,Alameda,144,18,12.5,55.71,20.37,38.04,78.07,Y,417,160,0.1125,fuzzy2_token,0.80
Berkeley,051981,30736353034956,MISSION VIEJO HIGH SCHOOL,Mission Viejo,Orange,144,18,12.5,73.02,42.8,57.91,41.7,N,389,228,0.0789,gardiner_seed,1.00
Berkeley,053262,19651361996321,ACADEMY OF THE CANYONS,Santa Clarita,Los Angeles,144,29,20.14,90.79,69.14,79.97,16.36,N,98,92,0.3152,gardiner_seed,1.00
Berkeley,050475,27659872730414,CARMEL HIGH SCHOOL,Carmel,Monterey,143,26,18.18,78.6,53.95,66.28,15.77,N,202,145,0.1793,fuzzy_name_county,1.00
Berkeley,050982,10621171030196,CLOVIS WEST HIGH SCHOOL,Fresno,Fresno,143,24,16.78,84.33,52.34,68.34,48.12,N,518,316,0.0759,fuzzy_name_county,1.00
Berkeley,053633,19647331933795,ULYSSES S GRANT HIGH SCHOOL,Van Nuys,Los Angeles,143,20,13.99,61.26,24.89,43.07,94.87,Y,449,302,0.0662,gardiner_seed,1.00
Berkeley,053747,19647330102921,DR RICHARD VLADOVIC HARBOR ACA,Wilmington,Los Angeles,143,27,18.88,97.78,83.6,90.69,65.49,N,112,111,0.2432,fuzzy2_token,0.80
Berkeley,050720,41689244133393,JEFFERSON HIGH SCHOOL,Daly City,San Mateo,142,11,7.75,44.86,18.39,31.62,51.96,N,267,167,0.0659,fuzzy_name_county,1.00
Berkeley,051431,19643521934926,LAWNDALE HIGH SCHOOL,Lawndale,Los Angeles,142,31,21.83,49.59,16.6,33.09,79.62,Y,420,238,0.1303,gardiner_seed,1.00
Berkeley,052037,19648081930155,SCHURR HIGH SCHOOL,Montebello,Los Angeles,142,27,19.01,56.64,21.32,38.98,85.95,Y,552,187,0.1444,gardiner_seed,1.00
Berkeley,054683,19647330108928,LARCHMONT CHARTER SCHOOL,Los Angeles,Los Angeles,142,35,24.65,80.16,50.79,65.47,48.63,N,144,100,0.35,gardiner_seed,1.00
Berkeley,050259,15635290100198,GOLDEN VALLEY HIGH SCHOOL,Bakersfield,Kern,141,23,16.31,58.54,18.15,38.34,91.2,Y,525,225,0.1022,gardiner_seed,1.00
Berkeley,050830,19645191930320,ARROYO HIGH SCHOOL,El Monte,Los Angeles,141,26,18.44,64.99,38.14,51.56,84.92,Y,433,162,0.1605,gardiner_seed,1.00
Berkeley,051120,41688904132817,HALF MOON BAY HIGH SCHOOL,Half Moon Bay,San Mateo,141,26,18.44,41.53,26.32,33.92,29.53,N,222,77,0.3377,fuzzy_name_county,1.00
Berkeley,053539,33751923330743,CHAPARRAL HIGH SCHOOL,Temecula,Riverside,141,11,7.8,72.69,44.19,58.44,40.21,N,707,501,0.022,gardiner_seed,1.00
Berkeley,051805,19647331937424,THEODORE ROOSEVELT SENIOR HIGH,Los Angeles,Los Angeles,140,27,19.29,44.46,25.29,34.88,96.36,Y,420,265,0.1019,gardiner_seed,1.00
Berkeley,053065,10624141036094,SANGER HIGH SCHOOL,Sanger,Fresno,140,26,18.57,70.84,34.06,52.45,70.53,N,600,354,0.0734,fuzzy_name_county,1.00
Berkeley,054815,41689240127548,SUMMIT PUBLIC SCHOOLS SHASTA,Daly City,San Mateo,140,19,13.57,76.42,49.06,62.74,34.93,N,111,110,0.1727,fuzzy2_token,0.80
Berkeley,053170,20652430139691,MATILDA TORRES HIGH SCHOOL,Madera,Madera,139,19,13.67,48.49,13.66,31.07,90.38,Y,502,293,0.0648,fuzzy_name_county,1.00
Berkeley,054303,01612590114868,OAKLAND CHARTER HIGH SCHOOL,Oakland,Alameda,139,42,30.22,46.39,25.77,36.08,87.58,Y,76,64,0.6562,gardiner_seed,1.00
Berkeley,053099,43694274335204,OAK GROVE HIGH SCHOOL,San Jose,Santa Clara,138,18,13.04,55.48,23.26,39.37,74.16,N,323,134,0.1343,fuzzy_name_county,1.00
Berkeley,053243,30666703036456,VALLEY HIGH SCHOOL,Santa Ana,Orange,138,28,20.29,30.93,12.35,21.64,94.76,Y,456,150,0.1867,gardiner_seed,1.00
Berkeley,051550,19647331933043,BENJAMIN FRANKLIN HIGH SCHOOL,Los Angeles,Los Angeles,137,29,21.17,53.48,25.19,39.34,87.58,Y,283,198,0.1465,gardiner_seed,1.00
Berkeley,052305,56725465634548,OXNARD HIGH SCHOOL,Oxnard,Ventura,137,17,12.41,46.49,16.43,31.46,77.04,Y,631,241,0.0705,fuzzy_name_county,1.00
Berkeley,051369,30736353030244,LAGUNA HILLS HIGH SCHOOL,Laguna Hills,Orange,136,19,13.97,58.01,32.37,45.19,59.53,N,328,186,0.1022,fuzzy_name_county,1.00
Berkeley,052746,27661592733178,NORTH SALINAS HIGH SCHOOL,Salinas,Monterey,136,20,14.71,47.83,14.39,31.11,93.83,Y,509,216,0.0926,gardiner_seed,1.00
Berkeley,052905,19647331937622,SAN FERNANDO HIGH SCHOOL,San Fernando,Los Angeles,136,23,16.91,39.19,17.97,28.58,93.35,Y,385,215,0.107,gardiner_seed,1.00
Berkeley,052891,37683383730173,CANYON HILLS HIGH SCHOOL,San Diego,San Diego,135,16,11.85,50.74,30.21,40.48,58.83,N,243,189,0.0847,gardiner_seed,1.00
Berkeley,054364,43694840118380,CHRISTOPHER HIGH SCHOOL,Gilroy,Santa Clara,135,17,12.59,59.49,30.48,44.99,49.02,N,382,196,0.0867,fuzzy_name_county,1.00
Berkeley,054250,31669280116459,ANTELOPE HIGH SCHOOL,Antelope,Sacramento,134,11,8.21,56.8,33.5,45.15,69.03,N,380,255,0.0431,hand_verified,0.90
Berkeley,051479,37683383731189,PREUSS SCHOOL UCSD,La Jolla,San Diego,133,38,28.57,80.7,47.32,64.01,93.28,Y,114,95,0.4,gardiner_seed,1.00
Berkeley,052388,19648811931674,JOHN MARSHALL FUNDAMENTAL SCH,Pasadena,Los Angeles,133,47,35.34,64.88,35.47,50.17,66.09,N,221,151,0.3113,fuzzy_name_county,0.94
Berkeley,053204,07617960730291,MIDDLE COLLEGE HIGH SCHOOL,San Pablo,Contra Costa,133,28,21.05,92.51,56.84,74.68,64.97,N,72,72,0.3889,gardiner_seed,1.00
Berkeley,053644,50757395030283,JOHN H PITMAN HIGH SCHOOL,Turlock,Stanislaus,133,19,14.29,52.48,21.76,37.12,67.88,N,479,280,0.0679,fuzzy_name_county,1.00
Berkeley,054865,19734370132969,COMPTON EARLY COLLEGE HIGH SCH,Compton,Los Angeles,133,23,17.29,86.99,50.5,68.74,85.79,Y,121,121,0.1901,gardiner_seed,1.00
Berkeley,053300,19651281937903,SANTA FE HIGH SCHOOL,Santa Fe Springs,Los Angeles,132,25,18.94,66.29,44.9,55.59,80.05,Y,509,308,0.0812,gardiner_seed,1.00
Berkeley,053398,44698234437406,SOQUEL HIGH SCHOOL,Soquel,Santa Cruz,132,19,14.39,72.82,32.14,52.48,31.19,N,265,162,0.1173,fuzzy_name_county,1.00
Berkeley,054101,36679340110064,UNIVERSITY PREPARATORY,Victorville,San Bernardino,132,21,15.91,95.25,65.51,80.38,80.38,Y,174,171,0.1228,gardiner_seed,1.00
Berkeley,054313,37764710114678,HIGH TECH HIGH CHULA VISTA,Chula Vista,San Diego,132,21,15.91,68.35,24.68,46.52,49.68,N,150,148,0.1419,gardiner_seed,1.00
Berkeley,051239,37684113738234,MONTGOMERY HIGH SCHOOL,San Diego,San Diego,131,18,13.74,58.06,15.86,36.96,87.24,Y,392,193,0.0933,gardiner_seed,1.00
Berkeley,054081,19647330112052,PANORAMA HIGH SCHOOL,Panorama City,Los Angeles,131,20,15.27,39.61,12.58,26.09,97.8,Y,346,223,0.0897,gardiner_seed,1.00
Berkeley,050942,36677103630902,HENRY J KAISER HIGH SCHOOL,Fontana,San Bernardino,130,26,20.0,54.69,30.42,42.56,87.77,Y,459,293,0.0887,gardiner_seed,1.00
Berkeley,051520,19647331935121,ABRAHAM LINCOLN HIGH SCHOOL,Los Angeles,Los Angeles,130,23,17.69,61.86,45.37,53.61,89.92,Y,239,149,0.1544,gardiner_seed,1.00
Berkeley,052088,28662662830016,VINTAGE HIGH SCHOOL,Napa,Napa,130,25,19.23,52.85,20.44,36.65,59.37,N,386,184,0.1359,gardiner_seed,1.00
Berkeley,053467,19647331932987,JOHN RANCIS POLYTECHNIC HIGH SCHOOL,Sun Valley,Los Angeles,130,21,16.15,45.55,22.3,33.92,93.74,Y,542,396,0.053,gardiner_seed,1.00
Berkeley,052908,19647331938554,SYLMAR HIGH SCHOOL,Sylmar,Los Angeles,129,17,13.18,49.23,12.93,31.08,87.63,Y,379,201,0.0846,gardiner_seed,1.00
Berkeley,050202,15635291530385,RIDGEVIEW HIGH SCHOOL,Bakersfield,Kern,128,17,13.28,55.46,17.43,36.45,75.15,Y,639,306,0.0556,gardiner_seed,1.00
Berkeley,052948,36678763631082,ARROYO VALLEY HIGH SCHOOL,San Bernardino,San Bernardino,128,12,9.38,36.64,14.84,25.74,96.95,Y,634,337,0.0356,gardiner_seed,1.00
Berkeley,051615,19647331934033,HOLLYWOOD HIGH SCHOOL,Los Angeles,Los Angeles,126,20,15.87,61.48,21.61,41.55,93.07,Y,278,173,0.1156,gardiner_seed,1.00
Berkeley,051788,19647336061451,FOSHAY LEARNING CENTER,Los Angeles,Los Angeles,126,15,11.9,65.26,23.2,44.23,81.09,Y,177,156,0.0962,gardiner_seed,1.00
Berkeley,051985,50711755034905,MODESTO HIGH SCHOOL,Modesto,Stanislaus,126,26,20.63,43.82,14.22,29.02,85.82,Y,591,236,0.1102,gardiner_seed,1.00
Berkeley,052085,28662662835601,NAPA HIGH SCHOOL,Napa,Napa,126,22,17.46,46.49,16.54,31.51,77.04,Y,389,122,0.1803,gardiner_seed,1.00
Berkeley,050804,37681303730066,VALHALLA HIGH SCHOOL,El Cajon,San Diego,125,15,12.0,68.4,32.72,50.56,71.12,N,428,186,0.0806,gardiner_seed,1.00
Berkeley,051033,30665223036555,SANTIAGO HIGH SCHOOL,Garden Grove,Orange,125,25,20.0,55.49,25.12,40.31,93.57,Y,459,234,0.1068,gardiner_seed,1.00
Berkeley,052379,56725465630389,PACIFICA HIGH SCHOOL,Oxnard,Ventura,125,24,19.2,39.02,10.92,24.97,82.54,Y,703,269,0.0892,gardiner_seed,1.00
Berkeley,052598,31669283130176,WOODCREEK HIGH SCHOOL,Roseville,Placer,125,10,8.0,62.39,35.2,48.79,38.92,N,462,294,0.034,fuzzy_name_county,1.00
Berkeley,053855,36678500102830,WILMER AMINA CARTER HS,Rialto,San Bernardino,125,28,22.4,59.02,23.26,41.14,79.24,Y,482,276,0.1014,gardiner_seed,1.00
Berkeley,051140,19647331936160,NATHANIEL NARBONNE HIGH SCHOOL,Harbor City,Los Angeles,124,20,16.13,57.94,26.38,42.16,84.05,Y,391,311,0.0643,gardiner_seed,1.00
Berkeley,052015,19647901935923,MONROVIA HIGH SCHOOL,Monrovia,Los Angeles,124,17,13.71,66.48,29.62,48.05,64.4,N,387,201,0.0846,gardiner_seed,1.00
Berkeley,054553,07100740114470,MAKING WAVES ACADEMY,Richmond,Contra Costa,124,28,22.58,51.76,14.12,32.94,83.09,Y,143,134,0.209,fuzzy_name_county,1.00
Berkeley,050309,19647330133603,GIRLS ACADEMIC LEADERSHIP ACAD,Los Angeles,Los Angeles,123,29,23.58,91.49,66.48,78.98,55.91,N,83,83,0.3494,fuzzy_name_county,0.93
Berkeley,050551,19647330135855,MAYWOOD CTR ENRICHED STUDIES,Maywood,Los Angeles,123,27,21.95,64.88,26.76,45.82,86.1,Y,200,146,0.1849,gardiner_seed,1.00
Berkeley,051010,30665143032505,FULLERTON UNION HIGH SCHOOL,Fullerton,Orange,123,17,13.82,65.35,34.07,49.71,63.94,N,442,183,0.0929,gardiner_seed,1.00
Berkeley,051328,33670583330669,LA QUINTA HIGH SCHOOL,La Quinta,Riverside,123,22,17.89,64.68,25.76,45.22,75.13,Y,558,399,0.0551,gardiner_seed,1.00
Berkeley,052670,33672153336492,RAMONA HIGH SCHOOL,Riverside,Riverside,123,18,14.63,50.6,16.07,33.33,87.49,Y,529,306,0.0588,gardiner_seed,1.00
Berkeley,050425,13630991332204,CALEXICO HIGH SCHOOL,Calexico,Imperial,122,18,14.75,48.49,14.52,31.51,88.78,Y,692,212,0.0849,gardiner_seed,1.00
Berkeley,050652,19734371932326,DOMINGUEZ HIGH SCHOOL,Compton,Los Angeles,121,30,24.79,52.77,20.87,36.82,93.62,Y,370,348,0.0862,gardiner_seed,1.00
Berkeley,053379,56726035635008,ROYAL HIGH SCHOOL,Simi Valley,Ventura,121,23,19.01,58.66,28.28,43.47,47.68,N,469,235,0.0979,fuzzy_name_county,1.00
Berkeley,053415,41690704137279,SOUTH SAN FRANCISCO HS,South San Francisco,San Mateo,121,10,8.26,59.24,25.08,42.16,51.25,N,310,117,0.0855,fuzzy_name_county,1.00
Berkeley,050581,37684113732849,HILLTOP HIGH SCHOOL,Chula Vista,San Diego,120,21,17.5,60.15,21.4,40.77,79.67,Y,409,212,0.0991,gardiner_seed,1.00
Berkeley,052629,36678503630597,RIALTO HIGH SCHOOL,Rialto,San Bernardino,120,12,10.0,51.12,18.8,34.96,87.04,Y,605,362,0.0331,gardiner_seed,1.00
Berkeley,050545,04614240431676,CHICO HIGH SCHOOL,Chico,Butte,119,20,16.81,71.11,35.52,53.31,57.32,N,451,188,0.1064,fuzzy_name_county,1.00
Berkeley,054073,33670330110759,JOHN F KENNEDY MIDDLE COLG HS,Norco,Riverside,118,19,16.1,93.44,55.77,74.6,59.22,N,169,152,0.125,gardiner_seed,1.00
Berkeley,050740,34765053433794,GRANT UNION HIGH SCHOOL,Sacramento,Sacramento,117,23,19.66,43.34,16.05,29.69,94.11,Y,434,198,0.1162,fuzzy_name_county,1.00
Berkeley,053964,51714640107722,RIVER VALLEY HIGH SCHOOL,Yuba City,Sutter,117,24,20.51,54.54,18.3,36.42,70.97,N,404,146,0.1644,gardiner_seed,1.00
Berkeley,050884,37681063730058,SAN PASQUAL HIGH SCHOOL,Escondido,San Diego,116,18,15.52,67.27,24.89,46.08,74.05,N,450,234,0.0769,gardiner_seed,1.00
Berkeley,051953,24657892430098,GOLDEN VALLEY HIGH SCHOOL,Merced,Merced,116,20,17.24,43.21,13.15,28.18,85.86,Y,443,151,0.1325,fuzzy_name_county,1.00
Berkeley,052541,19642461995398,HIGHLAND HIGH SCHOOL,Palmdale,Los Angeles,116,15,12.93,39.95,12.81,26.38,66.59,N,671,262,0.0573,gardiner_seed,1.00
Berkeley,052722,34673143430477,FLORIN HIGH SCHOOL,Sacramento,Sacramento,116,15,12.93,40.82,15.11,27.96,84.99,Y,353,137,0.1095,gardiner_seed,1.00
Berkeley,053303,42693104234613,ERNEST RIGHETTI HIGH SCHOOL,Santa Maria,Santa Barbara,116,32,27.59,57.11,20.39,38.75,60.89,N,538,240,0.1333,gardiner_seed,1.00
Berkeley,053598,44754324430211,SCOTTS VALLEY HIGH SCHOOL,Scotts Valley,Santa Cruz,116,20,17.24,68.89,47.88,58.38,11.78,N,151,116,0.1724,fuzzy_name_county,1.00
Berkeley,050973,10621661030279,BULLARD HIGH SCHOOL,Fresno,Fresno,115,15,13.04,52.69,17.49,35.09,65.75,N,538,289,0.0519,fuzzy_name_county,1.00
Berkeley,052297,56725465631742,CHANNEL ISLANDS HIGH SCHOOL,Oxnard,Ventura,115,29,25.22,37.0,11.49,24.25,89.87,Y,619,243,0.1193,gardiner_seed,1.00
Berkeley,053293,44698234432340,HARBOR HIGH SCHOOL,Santa Cruz,Santa Cruz,115,19,16.52,60.16,26.42,43.29,42.15,N,222,116,0.1638,fuzzy_name_county,1.00
Berkeley,050109,07616480730465,DEER VALLEY HIGH SCHOOL,Antioch,Contra Costa,114,14,12.28,51.42,17.83,34.62,84.38,Y,375,77,0.1818,fuzzy_name_county,1.00
Berkeley,050438,56725465631619,ADOLFO CAMARILLO HIGH SCHOOL,Camarillo,Ventura,114,23,20.18,59.01,34.08,46.55,41.65,N,428,208,0.1106,gardiner_seed,1.00
Berkeley,050963,30665223033933,LOS AMIGOS HIGH SCHOOL,Fountain Valley,Orange,114,20,17.54,60.11,27.16,43.64,93.78,Y,378,208,0.0962,gardiner_seed,1.00
Berkeley,053580,23656152335024,UKIAH HIGH SCHOOL,Ukiah,Mendocino,114,24,21.05,48.51,13.38,30.94,76.97,Y,378,151,0.1589,fuzzy_name_county,1.00
Berkeley,050228,19642871938166,SIERRA VISTA HIGH SCHOOL,Baldwin Park,Los Angeles,113,23,20.35,62.76,28.32,45.54,88.67,Y,400,178,0.1292,gardiner_seed,1.00
Berkeley,052319,33670583330388,PALM DESERT HIGH SCHOOL,Palm Desert,Riverside,113,21,18.58,70.39,36.95,53.67,61.09,N,467,361,0.0582,gardiner_seed,1.00
Berkeley,052572,36678433630779,REDLANDS EAST VALLEY HS,Redlands,San Bernardino,113,15,13.27,60.23,37.68,48.96,62.28,N,446,201,0.0746,fuzzy_name_county,1.00
Berkeley,053988,50710430108076,CENTRAL VALLEY HIGH SCHOOL,Ceres,Stanislaus,113,27,23.89,54.58,16.51,35.55,88.13,Y,516,269,0.1004,gardiner_seed,1.00
Berkeley,053787,49753584930228,WINDSOR HIGH SCHOOL,Windsor,Sonoma,112,18,16.07,58.28,24.63,41.46,50.29,N,417,159,0.1132,fuzzy_name_county,1.00
Berkeley,053815,51714645139001,YUBA CITY HIGH SCHOOL,Yuba City,Sutter,112,25,22.32,56.43,17.72,37.07,72.47,N,412,136,0.1838,fuzzy_name_county,1.00
Berkeley,050160,15635291530252,ARVIN HIGH SCHOOL,Arvin,Kern,111,25,22.52,48.39,11.34,29.86,96.76,Y,617,220,0.1136,gardiner_seed,1.00
Berkeley,050240,33669933330479,BEAUMONT HIGH SCHOOL,Beaumont,Riverside,111,16,14.41,62.05,26.9,44.48,65.49,N,769,348,0.046,gardiner_seed,1.00
Berkeley,050489,27738252730034,NORTH MONTEREY COUNTY HIGH SCH,Castroville,Monterey,110,19,17.27,50.94,8.68,29.81,86.08,Y,283,116,0.1638,fuzzy_name_county,0.94
Berkeley,050873,37681063735313,ORANGE GLEN HIGH SCHOOL,Escondido,San Diego,110,22,20.0,46.32,13.73,30.03,90.6,Y,466,219,0.1005,gardiner_seed,1.00
Berkeley,050977,10621661034214,MCLANE HIGH SCHOOL,Fresno,Fresno,110,16,14.55,41.88,7.05,24.47,94.55,Y,433,229,0.0699,fuzzy_name_county,1.00
Berkeley,051677,19647331935352,LOS ANGELES COUNTY HS FOR THE ARTS,Los Angeles,Los Angeles,110,23,20.91,28.99,10.14,19.56,93.05,Y,274,153,0.1503,fuzzy_name_county,0.94
Berkeley,052615,10622651035310,REEDLEY HIGH SCHOOL,Reedley,Fresno,110,25,22.73,75.24,40.32,57.78,81.21,Y,389,237,0.1055,gardiner_seed,1.00
Berkeley,053425,39686763932654,FRANKLIN HIGH SCHOOL,Stockton,San Joaquin,110,15,13.64,32.07,9.44,20.75,82.29,Y,510,128,0.1172,fuzzy_name_county,1.00
Berkeley,050196,15635291530476,LIBERTY HIGH SCHOOL,Bakersfield,Kern,109,19,17.43,66.68,36.48,51.58,43.98,N,578,297,0.064,gardiner_seed,1.00
Berkeley,053130,01613090137810,SAN LORENZO HIGH SCHOOL,San Lorenzo,Alameda,109,12,11.01,29.24,9.9,19.57,89.21,Y,316,87,0.1379,fuzzy_name_county,1.00
Berkeley,053258,30666703030608,MIDDLE COLLEGE HIGH SCHOOL,Santa Ana,Orange,109,17,15.6,95.0,53.87,74.44,87.28,Y,94,92,0.1848,gardiner_seed,1.00
Berkeley,054255,01611920137646,IMPACT ACAD ARTS/TECHNOLOGY,Hayward,Alameda,109,14,12.84,74.04,27.18,50.61,66.08,N,91,88,0.1591,fuzzy_name_county,0.90
Berkeley,054378,19768690119016,DA VINCI SCIENCE HIGH SCHOOL,El Segundo,Los Angeles,109,21,19.27,90.65,55.0,72.83,34.42,N,131,126,0.1667,gardiner_seed,1.00
Berkeley,054851,56725460131698,RANCHO CAMPANA HIGH SCHOOL,Camarillo,Ventura,109,19,17.43,84.75,60.31,72.53,38.5,N,196,126,0.1508,fuzzy_name_county,1.00
Berkeley,050508,33671733330578,CATHEDRAL CITY HIGH SCHOOL,Cathedral City,Riverside,108,30,27.78,55.26,21.15,38.2,97.15,Y,328,199,0.1508,gardiner_seed,1.00
Berkeley,051375,19643521935048,LEUZINGER HIGH SCHOOL,Lawndale,Los Angeles,108,14,12.96,55.0,17.53,36.27,84.55,Y,455,216,0.0648,gardiner_seed,1.00
Berkeley,052029,19648081935998,MONTEBELLO HIGH SCHOOL,Montebello,Los Angeles,108,16,14.81,38.3,14.38,26.34,91.24,Y,440,120,0.1333,gardiner_seed,1.00
Berkeley,050580,37684113731064,CHULA VISTA HIGH SCHOOL,Chula Vista,San Diego,107,20,18.69,43.57,13.46,28.51,87.12,Y,484,207,0.0966,gardiner_seed,1.00
Berkeley,051150,01611920133629,HAYWARD HIGH SCHOOL,Hayward,Alameda,107,17,15.89,51.08,19.83,35.45,77.53,Y,341,99,0.1717,fuzzy_name_county,1.00
Berkeley,053966,39686760108159,CESAR CHAVEZ HIGH SCHOOL,Stockton,San Joaquin,107,13,12.15,41.41,11.34,26.38,77.54,Y,524,165,0.0788,fuzzy_name_county,1.00
Berkeley,050379,30664313033115,JOHN F KENNEDY HIGH SCHOOL,La Palma,Orange,106,8,7.55,72.52,41.84,57.18,70.4,N,493,311,0.0257,gardiner_seed,1.00
Berkeley,050816,13631151330133,SOUTHWEST HIGH SCHOOL,El Centro,Imperial,106,21,19.81,54.65,21.31,37.98,75.46,Y,441,212,0.0991,gardiner_seed,1.00
Berkeley,053515,19647331931526,CARSON HIGH SCHOOL,Carson,Los Angeles,106,19,17.92,54.69,24.77,39.73,88.13,Y,330,212,0.0896,gardiner_seed,1.00
Berkeley,053599,39685853930443,MIDDLE COLLEGE HIGH SCHOOL,Stockton,San Joaquin,106,20,18.87,96.88,69.48,83.18,53.64,N,76,67,0.2985,fuzzy_name_county,1.00
Berkeley,050223,15635291535392,SOUTH HIGH SCHOOL,Bakersfield,Kern,105,20,19.05,57.13,15.88,36.5,97.1,Y,452,162,0.1235,gardiner_seed,1.00
Berkeley,050615,10621171031053,CLOVIS HIGH SCHOOL,Clovis,Fresno,105,12,11.43,81.07,44.9,62.98,49.95,N,613,361,0.0332,fuzzy_name_county,1.00
Berkeley,051352,19648401934728,LA MIRADA HIGH SCHOOL,La Mirada,Los Angeles,105,14,13.33,65.97,38.92,52.45,58.11,N,466,261,0.0536,fuzzy_name_county,1.00
Berkeley,052073,33752003330529,MURRIETA VALLEY HIGH SCHOOL,Murrieta,Riverside,105,12,11.43,75.89,40.05,57.97,47.39,N,514,326,0.0368,gardiner_seed,1.00
Berkeley,053843,39685850101956,ASPIRE BENJAMIN HOLT COLG PREP,Stockton,San Joaquin,105,22,20.95,62.66,38.99,50.83,58.21,N,166,156,0.141,fuzzy2_token,0.80
Berkeley,054394,24657550120923,PACHECO HIGH SCHOOL,Los Banos,Merced,105,18,17.14,53.53,20.01,36.77,78.9,Y,439,204,0.0882,fuzzy_name_county,1.00
Berkeley,054725,19647250127381,ERNEST S MCBRIDE SR HIGH SCHL,Long Beach,Los Angeles,105,18,17.14,76.93,41.8,59.36,41.64,N,178,141,0.1277,fuzzy_name_county,0.94
