ceeb,cds14,dv_name,cde_name,match_method,match_score
050935,56724545632021,FILLMORE HIGH SCHOOL,Fillmore Senior High,fuzzy_name_county,1.00
050936,10621660114553,UNIVERSITY HIGH SCHOOL,University High,fuzzy_name_county,1.00
050937,10738091030121,FIREBAUGH HIGH SCHOOL,Firebaugh High,fuzzy_name_county,1.00
050940,34673303433216,FOLSOM HIGH SCHOOL,Folsom High,gardiner_seed,1.00
050942,36677103630902,HENRY J KAISER HIGH SCHOOL,Henry J. Kaiser High,gardiner_seed,1.00
050944,36677103630555,A B MILLER HIGH SCHOOL,Fontana A. B. Miller High,gardiner_seed,1.00
050945,36677103633302,FONTANA HIGH SCHOOL,Fontana High,gardiner_seed,1.00
050947,49706074931507,EL MOLINO HIGH SCHOOL,El Molino High,fuzzy_name_county,1.00
050951,10621661030287,FARBER SCH OF IND STUDIES & ONLINE,Farber School of Independent Studies and Online,fuzzy2_token,0.80
050952,01611760130435,ROBERTSON HIGH SCH VISTA ALTERNATVE,Vista Alternative,fuzzy2_token,0.80
050955,23655652331361,FORT BRAGG HIGH SCHOOL,Fort Bragg High,fuzzy_name_county,1.00
050963,30665223033933,LOS AMIGOS HIGH SCHOOL,Los Amigos High,gardiner_seed,1.00
050964,30665483032158,FOUNTAIN VALLEY HIGH SCHOOL,Fountain Valley High,gardiner_seed,1.00
050965,12628101233402,FORTUNA UNION HIGH SCHOOL,Fortuna Union High,fuzzy_name_county,1.00
050966,01611760134452,JOHN F KENNEDY HIGH SCHOOL,John F. Kennedy High,fuzzy_name_county,1.00
050967,10621581032150,FOWLER HIGH SCHOOL,Fowler High,fuzzy_name_county,1.00
050968,01611760134270,IRVINGTON HIGH SCHOOL,Irvington High,gardiner_seed,1.00
050969,01612420134668,JAMES LOGAN HIGH SCHOOL,James Logan High,gardiner_seed,1.00
050970,01611760135244,MISSION SAN JOSE HIGH SCHOOL,Mission San Jose High,gardiner_seed,1.00
050972,01611760138693,WASHINGTON HIGH SCHOOL,Washington High,gardiner_seed,1.00
050973,10621661030279,BULLARD HIGH SCHOOL,Bullard High,fuzzy_name_county,1.00
050974,01611760130062,AMERICAN HIGH SCHOOL,American High,gardiner_seed,1.00
050975,10739651030626,CENTRAL EAST HIGH SCHOOL,Central High East Campus,fuzzy_name_county,1.00
050977,10621661034214,MCLANE HIGH SCHOOL,McLane High,fuzzy_name_county,1.00
050980,10621661031897,EDISON HIGH SCHOOL,Edison High,gardiner_seed,1.00
050982,10621171030196,CLOVIS WEST HIGH SCHOOL,Clovis West High,fuzzy_name_county,1.00
050985,10621661032507,FRESNO HIGH SCHOOL,Fresno High,fuzzy_name_county,1.00
050989,10621661032911,HERBERT HOOVER HIGH SCHOOL,Herbert Hoover High,fuzzy_name_county,1.00
050991,30666703030608,UNITY MIDDLE COLLEGE HIGH SCHL,Middle College High,fuzzy_name_county,0.94
050995,10621661035831,THEODORE ROOSEVELT HIGH SCHOOL,Roosevelt High,gardiner_seed,1.00
050997,10621661030295,DUNCAN POLYTECHNICAL HS,Erma Duncan Polytechnical High,fuzzy_name_county,0.94
051000,10767781038306,WASHINGTON UNION HIGH SCHOOL,Washington High,fuzzy_name_county,0.94
051005,30666700135897,ADVANCED LEARNING ACADEMY,Advanced Learning Academy,fuzzy_name_county,1.00
051008,30665143037348,SUNNY HILLS HIGH SCHOOL,Sunny Hills High,gardiner_seed,1.00
051009,30665143037496,TROY HIGH SCHOOL,Troy High,gardiner_seed,1.00
051010,30665143032505,FULLERTON UNION HIGH SCHOOL,Fullerton Union High,gardiner_seed,1.00
051015,34673553433471,GALT HIGH SCHOOL,Galt High,fuzzy_name_county,1.00
051020,19647331933241,GARDENA HIGH SCHOOL,Gardena Senior High,gardiner_seed,1.00
051028,30665223030434,BOLSA GRANDE HIGH SCHOOL,Bolsa Grande High,gardiner_seed,1.00
051030,30665223032752,GARDEN GROVE HIGH SCHOOL,Garden Grove High,gardiner_seed,1.00
051032,30665223035706,RANCHO ALAMITOS HIGH SCHOOL,Rancho Alamitos High,gardiner_seed,1.00
051033,30665223036555,SANTIAGO HIGH SCHOOL,Santiago High,gardiner_seed,1.00
051034,30665223035581,PACIFICA HIGH SCHOOL,Pacifica High,gardiner_seed,1.00
051035,49707060129981,GEYSERVILLE NEW TECH ACADEMY,Geyserville New Tech Academy,fuzzy_name_county,1.00
051036,09737830930073,GOLDEN SIERRA HIGH SCHOOL,Golden Sierra Junior Senior High,fuzzy_name_county,0.94
051040,43694844332839,GILROY HIGH SCHOOL,Gilroy High,fuzzy_name_county,1.00
051045,10621661030675,SUNNYSIDE HIGH SCHOOL,Sunnyside High,gardiner_seed,1.00
051049,,GEORGE KIRIYAMA COMM ADULT SCH,,unmatched,0.46
051050,19645681933530,GLENDALE HIGH SCHOOL,Glendale High,gardiner_seed,1.00
051060,19645681934082,HERBERT HOOVER HIGH SCHOOL,Herbert Hoover High,fuzzy_name_county,1.00
051061,01611760130534,CIRCLE OF INDEPENDENT LEARNING,Circle of Independent Learning,fuzzy_name_county,1.00
051070,19645761933597,GLENDORA HIGH SCHOOL,Glendora High,gardiner_seed,1.00
051082,57726780119578,DA VINCI CHARTER ACADEMY,Da Vinci Charter Academy,fuzzy_name_county,1.00
051083,31668940102293,FORESTHILL HIGH SCHOOL,Foresthill High,fuzzy_name_county,1.00
051085,27754732730885,GONZALES HIGH SCHOOL,Gonzales High,fuzzy_name_county,1.00
051088,19647331933746,GRANADA HILLS CHARTER HIGH SCH,Granada Hills Charter High,gardiner_seed,1.00
051089,19647331939941,JOHN F KENNEDY HIGH SCHOOL,John F. Kennedy High,fuzzy_name_county,1.00
051092,29663572930048,BEAR RIVER HIGH SCHOOL,Bear River High,fuzzy_name_county,1.00
051095,29663572935500,NEVADA UNION HIGH SCHOOL,Nevada Union High,fuzzy_name_county,1.00
051105,04755070433953,GRIDLEY HIGH SCHOOL,Gridley High,fuzzy_name_county,1.00
051106,31669283130184,GRANITE BAY HIGH SCHOOL,Granite Bay High,gardiner_seed,1.00
051110,37681303732625,GROSSMONT HIGH SCHOOL,Grossmont High,fuzzy_name_county,1.00
051113,27660682730174,GREENFIELD HIGH SCHOOL,Greenfield High,fuzzy_name_county,1.00
051115,24736192431807,GUSTINE HIGH SCHOOL,Gustine High,fuzzy_name_county,1.00
051120,41688904132817,HALF MOON BAY HIGH SCHOOL,Half Moon Bay High,fuzzy_name_county,1.00
051122,19645920100354,HAWTHORNE MATH & SCIENCE ACAD,Hawthorne Math and Science Academy,gardiner_seed,1.00
051123,36677360116723,ACADEMY OF CAREERS AND EXPLORA,Academy of Careers and Exploration,fuzzy_name_county,0.94
051125,11765621133701,HAMILTON UNION HIGH SCHOOL,Hamilton High,fuzzy_name_county,0.94
051128,16639251630169,HANFORD WEST HIGH SCHOOL,Hanford West High,fuzzy_name_county,1.00
051130,16639251634401,HANFORD HIGH SCHOOL,Hanford High,fuzzy_name_county,1.00
051131,16639251634401,HANFORD JOINT UNION HS WEST,Hanford High,fuzzy_name_county,0.94
051140,19647331936160,NATHANIEL NARBONNE HIGH SCHOOL,Nathaniel Narbonne Senior High,gardiner_seed,1.00
051145,19643521933951,HAWTHORNE HIGH SCHOOL,Hawthorne High,gardiner_seed,1.00
051148,53750285337407,HAYFORK HIGH SCHOOL,Hayfork High,fuzzy_name_county,1.00
051150,01611920133629,HAYWARD HIGH SCHOOL,Hayward High,fuzzy_name_county,1.00
051152,01611920138339,TENNYSON HIGH SCHOOL,Tennyson High,fuzzy_name_county,1.00
051153,01611920135319,MOUNT EDEN HIGH SCHOOL,Mt. Eden High,fuzzy2_token,0.80
051160,49753904932554,HEALDSBURG HIGH SCHOOL,Healdsburg High,fuzzy_name_county,1.00
051161,33670823330537,WEST VALLEY HIGH SCHOOL,West Valley High,gardiner_seed,1.00
051165,33670823332673,HEMET HIGH SCHOOL,Hemet High,gardiner_seed,1.00
051168,36750443630407,HESPERIA HIGH SCHOOL,Hesperia High,gardiner_seed,1.00
051175,24656982432409,HILMAR HIGH SCHOOL,Hilmar High,fuzzy_name_county,1.00
051180,35675383537008,HOLLISTER HIGH SCHOOL,San Benito High,fuzzy_name_county,1.00
051185,35675383537008,SAN BENITO COUNTY EVENING HIGH,San Benito High,fuzzy_name_county,0.94
051187,36750443630746,SULTANA HIGH SCHOOL,Sultana High,fuzzy_name_county,1.00
051189,36679343630670,OPTIONS FOR YOUTH CHARTER SCH,Options for Youth-Victor Valley Charter,fuzzy2_token,0.80
051192,37735693735206,COASTAL ACADEMY HS OCEANSIDE,Oceanside High,fuzzy_name_county,0.94
051200,13631491335306,HOLTVILLE HIGH SCHOOL,Holtville High,gardiner_seed,1.00
051205,12629011234004,HOOPA VALLEY HIGH SCHOOL,Hoopa Valley High,fuzzy_name_county,1.00
051206,07617960730598,HERCULES HIGH SCHOOL,Hercules High,fuzzy_name_county,1.00
051214,19647330122721,ASPIRE PACIFIC ACADEMY,Aspire Pacific Academy,fuzzy_name_county,1.00
051215,50755495032651,HUGHSON HIGH SCHOOL,Hughson High,fuzzy_name_county,1.00
051216,19768690119636,DA VINCI DESIGN HIGH SCHOOL,Da Vinci Design,fuzzy_name_county,1.00
051218,30665483031895,EDISON HIGH SCHOOL,Edison High,fuzzy_name_county,1.00
051220,30665483032943,HUNTINGTON BEACH HIGH SCHOOL,Huntington Beach High,gardiner_seed,1.00
051221,30665483034410,MARINA HIGH SCHOOL,Marina High,gardiner_seed,1.00
051224,30665483030145,OCEAN VIEW HIGH SCHOOL,Ocean View High,gardiner_seed,1.00
051228,43694840114496,DR TJ OWENS GILROY EARLY COLG,Dr. TJ Owens Gilroy Early College Academy,fuzzy_name_county,0.95
051230,19647331934157,HUNTINGTON PARK HIGH SCHOOL,Huntington Park Senior High,gardiner_seed,1.00
051231,01611920133629,LEADERSHIP PUBLIC SCH HAYWARD,Hayward High,fuzzy_name_county,0.94
051239,37684113738234,MONTGOMERY HIGH SCHOOL,Montgomery Senior High,gardiner_seed,1.00
051240,13631641335900,IMPERIAL HIGH SCHOOL,Imperial High,fuzzy_name_county,1.00
051242,37684113733953,MAR VISTA HIGH SCHOOL,Mar Vista Senior High,gardiner_seed,1.00
051243,36750510136432,INNOVATION HIGH SCHOOL ALTA VISTA,Alta Vista Innovation High,hand_verified,0.90
051247,33670583333192,INDIO HIGH SCHOOL,Indio High,gardiner_seed,1.00
051255,19646341996586,ANIMO INGLEWOOD CHARTER HS,Animo Inglewood Charter High,gardiner_seed,1.00
051257,19647091996313,ANIMO LEADERSHIP CHARTER HS,Animo Leadership High,gardiner_seed,1.00
051260,19646341934231,INGLEWOOD HIGH SCHOOL,Inglewood High,fuzzy_name_county,1.00
051261,19646341996529,CITY HONORS HIGH SCHOOL,City Honors College Preparatory Academy,fuzzy_name_county,0.94
051262,19646341936046,MORNINGSIDE HIGH SCHOOL,Morningside High School,fuzzy_name_county,1.00
051267,30736430102871,ARNOLD O BECKMAN HIGH SCHOOL,Arnold O. Beckman High,gardiner_seed,1.00
051268,36677100120758,JURUPA HILLS HIGH SCHOOL,Jurupa Hills High,gardiner_seed,1.00
051271,30736503030152,IRVINE HIGH SCHOOL,Irvine High,gardiner_seed,1.00
051273,30736503030467,SAN JOAQUIN HIGH SCHOOL,Alternative Education-San Joaquin High,fuzzy_name_county,0.94
051274,30736503030285,WOODBRIDGE HIGH SCHOOL,Woodbridge High,gardiner_seed,1.00
051275,03739810334755,ARGONAUT HIGH SCHOOL,Argonaut High,fuzzy_name_county,1.00
051283,30736503030657,NORTHWOOD HIGH SCHOOL,Northwood High,gardiner_seed,1.00
051285,37681713733219,JULIAN UNION HIGH SCHOOL,Julian High,fuzzy_name_county,0.94
051290,17640141734359,KELSEYVILLE HIGH SCHOOL,Kelseyville High,fuzzy_name_county,1.00
051295,10739991033430,KERMAN HIGH SCHOOL,Kerman High,fuzzy_name_county,1.00
051301,19645681996131,CLARK MAGNET HIGH SCHOOL,Anderson W. Clark Magnet High,fuzzy_name_county,0.94
051305,27660682732170,KING CITY JOINT UNION HS,King City High,fuzzy_name_county,0.94
051310,10622571033695,KINGSBURG HIGH SCHOOL,Kingsburg High,fuzzy_name_county,1.00
051312,19646591934611,LA CANADA HIGH SCHOOL,La Canada High,gardiner_seed,1.00
051313,19645681932144,CRESCENTA VALLEY HIGH SCHOOL,Crescenta Valley High,gardiner_seed,1.00
051315,07616300730283,ACALANES HIGH SCHOOL,Acalanes High,gardiner_seed,1.00
051320,30665553033206,LAGUNA BEACH HIGH SCHOOL,Laguna Beach High,fuzzy_name_county,1.00
051324,30664643030574,ALISO NIGUEL HIGH SCHOOL,Aliso Niguel High,gardiner_seed,1.00
051325,30665143033362,LA HABRA HIGH SCHOOL,La Habra High,fuzzy_name_county,1.00
051327,30665143037090,SONORA HIGH SCHOOL,Sonora High,fuzzy_name_county,1.00
051328,33670583330669,LA QUINTA HIGH SCHOOL,La Quinta High,gardiner_seed,1.00
051335,37683383733508,LA JOLLA HIGH,La Jolla High,gardiner_seed,1.00
051338,19753090136531,ILEAD ONLINE CHARTER SCHOOL,iLEAD Online Charter,fuzzy_name_county,1.00
051340,36678683635265,RIM OF THE WORLD HIGH SCHOOL,Rim of the World Senior High,fuzzy_name_county,1.00
051342,15635291533538,KERN VALLEY HIGH SCHOOL,Kern Valley High,fuzzy_name_county,1.00
051345,17640301732304,CLEAR LAKE HIGH SCHOOL,Clear Lake High,fuzzy_name_county,1.00
051346,37681303731809,EL CAPITAN HIGH SCHOOL,El Capitan High,fuzzy_name_county,1.00
051347,19647251934678,LAKEWOOD HIGH SCHOOL,Lakewood High,gardiner_seed,1.00
051348,19643031935618,MAYFAIR HIGH SCHOOL,Mayfair High,fuzzy_name_county,1.00
051350,37681303732732,HELIX HIGH SCHOOL,Helix High,gardiner_seed,1.00
051352,19648401934728,LA MIRADA HIGH SCHOOL,La Mirada High,fuzzy_name_county,1.00
051355,19642461930213,ANTELOPE VALLEY HIGH SCHOOL,Antelope Valley High,fuzzy_name_county,1.00
051357,19734521936228,NOGALES HIGH SCHOOL,Nogales High,gardiner_seed,1.00
051359,19734451934801,LA PUENTE HIGH SCHOOL,La Puente High,gardiner_seed,1.00
051360,19734451935246,LOS ALTOS HIGH SCHOOL,Los Altos High,gardiner_seed,1.00
051361,21654822132587,REDWOOD HIGH SCHOOL,Redwood High,gardiner_seed,1.00
051369,30736353030244,LAGUNA HILLS HIGH SCHOOL,Laguna Hills High,fuzzy_name_county,1.00
051370,19643291931088,BONITA HIGH SCHOOL,Bonita High,fuzzy_name_county,1.00
051375,19643521935048,LEUZINGER HIGH SCHOOL,Leuzinger High,gardiner_seed,1.00
051377,19643521934926,LAWNDALE HIGH SCHOOL,Lawndale High,fuzzy_name_county,1.00
051380,23739162332260,LAYTONVILLE HIGH SCHOOL,Laytonville High,fuzzy_name_county,1.00
051395,24657302433001,LE GRAND UNION HIGH SCHOOL,Le Grand High,fuzzy_name_county,0.94
051396,21654822130078,TAMISCAL HIGH SCHOOL,Tamiscal High (Alternative),fuzzy_name_county,0.94
051400,16639821635606,LEMOORE UNION HIGH SCHOOL,Lemoore High,fuzzy_name_county,0.94
051402,33751763330487,TEMESCAL CANYON HIGH SCHOOL,Temescal Canyon High,gardiner_seed,1.00
051405,31669513134657,LINCOLN HIGH SCHOOL,Lincoln High,fuzzy_name_county,1.00
051410,39685773933959,LINDEN HIGH SCHOOL,Linden High,fuzzy_name_county,1.00
051412,19642461995844,LANCASTER HIGH SCHOOL,Lancaster High,gardiner_seed,1.00
051415,54719935432414,LINDSAY HIGH SCHOOL,Lindsay Senior High,fuzzy_name_county,1.00
051416,15751681530401,FRAZIER MOUNTAIN HIGH SCHOOL,Frazier Mountain High,fuzzy_name_county,1.00
051418,19642461995406,LITTLEROCK HIGH SCHOOL,Littlerock High,gardiner_seed,1.00
051420,51713995135256,LIVE OAK HIGH SCHOOL,Live Oak High,fuzzy_name_county,1.00
051423,01612000133397,GRANADA HIGH SCHOOL,Granada High,gardiner_seed,1.00
051425,01612000134536,LIVERMORE HIGH SCHOOL,Livermore High,fuzzy_name_county,1.00
051427,31669513130168,HORIZON CHARTER SCHOOL,Horizon Charter,fuzzy_name_county,1.00
051430,24657892433605,LIVINGSTON HIGH SCHOOL,Livingston High,fuzzy_name_county,1.00
051431,19643521934926,LAWNDALE HIGH SCHOOL,Lawndale High,gardiner_seed,1.00
051440,39685853934759,TOKAY HIGH SCHOOL,Tokay High,fuzzy_name_county,1.00
051441,39685853934783,LODI HIGH SCHOOL,Lodi High,fuzzy_name_county,1.00
051443,36677360136069,SAGE OAK CHARTER SCHOOL KEPPEL,Sage Oak Charter,fuzzy_name_county,0.94
051446,37681893731072,RIVER VALLEY CHARTER SCHOOL,River Valley Charter,fuzzy_name_county,1.00
051449,36750513630563,LUCERNE VALLEY HIGH SCHOOL,Lucerne Valley High,fuzzy_name_county,1.00
051450,42692294230454,CABRILLO HIGH SCHOOL,Cabrillo High,fuzzy_name_county,1.00
051455,42692294233060,LOMPOC HIGH SCHOOL,Lompoc High,fuzzy_name_county,1.00
051465,19647251934470,JORDAN HIGH SCHOOL,Jordan High,gardiner_seed,1.00
051472,19646911996438,ENVIRONMENTAL CHARTER HS LAWNDALE,Environmental Charter High,gardiner_seed,1.00
051476,19647251935758,ROBERT A MILLIKAN HIGH SCHOOL,Millikan High,gardiner_seed,1.00
051479,37683383731189,PREUSS SCHOOL UCSD,Preuss School UCSD,gardiner_seed,1.00
051480,19647251936947,LONG BEACH POLYTECHNIC HS,Polytechnic High,gardiner_seed,1.00
051498,19647090100602,LENNOX MATH SCIENCE TECH ACAD,"Lennox Mathematics, Science and Technology Academy",fuzzy2_token,0.80
051501,19647251996503,RENAISSANCE HIGH SCHOOL ARTS,Renaissance High School for the Arts,fuzzy_name_county,1.00
051504,19647251995935,JUAN RODRIGUEZ CABRILLO HS,Cabrillo High,gardiner_seed,1.00
051505,19647251939875,WOODROW WILSON HIGH SCHOOL,Wilson High,gardiner_seed,1.00
051506,19651361996263,OPPORTUNITIES LRN-WILLIAM HART,Opportunities for Learning - Santa Clarita,fuzzy_name_county,0.90
051507,31668943132453,DEL ORO HIGH SCHOOL,Del Oro High,fuzzy_name_county,1.00
051508,30739243033917,LOS ALAMITOS HIGH SCHOOL,Los Alamitos High,gardiner_seed,1.00
051510,43696094334116,LOS ALTOS HIGH SCHOOL,Los Altos High,gardiner_seed,1.00
051518,19642871930601,OPPORTUNITIES LRN-BALDWIN PARK,Baldwin Park High,fuzzy_name_county,0.94
051520,19647331935121,ABRAHAM LINCOLN HIGH SCHOOL,Abraham Lincoln Senior High,gardiner_seed,1.00
051523,19647330118588,LOCKE SENIOR HIGH SCHOOL,Alain Leroy Locke College Preparatory Academy,fuzzy_name_county,0.94
051525,19647331933852,ALEXANDER HAMILTON HIGH SCHOOL,Alexander Hamilton Senior High,gardiner_seed,1.00
051526,19647330100677,HIGH TECH HIGH LA,High Tech LA,fuzzy_name_county,1.00
051536,16639821635606,LEMOORE MIDDLE COLLEGE HIGH SC,Lemoore High,fuzzy_name_county,0.94
051538,29663570112367,GHIDOTTI EARLY COLLEGE HIGH SCHOOL,William & Marian Ghidotti High,hand_verified,0.95
051540,19647331930924,BELMONT HIGH SCHOOL,Belmont Senior High,fuzzy_name_county,1.00
051541,01612000120931,LIVERMORE VALLEY CHARTER PREPA,Livermore Valley Charter Preparatory High,fuzzy_name_county,0.94
051546,19642870114397,OPPORTUNITIES LRNG-BALDWIN II,Opportunities For Learning - Baldwin Park II,fuzzy_name_county,0.87
051548,19647330133298,PUC CALS MIDDLE AND EARLY COLL,PUC CALS Middle School and Early College High,fuzzy_name_county,0.95
051550,19647331933043,BENJAMIN FRANKLIN HIGH SCHOOL,Benjamin Franklin Senior High,gardiner_seed,1.00
051561,19647331932847,LA CENTER ENRICHED STUDIES,Los Angeles Center for Enriched Studies,gardiner_seed,1.00
051569,19647330101659,CRENSHAW HIGH SCHOOL,Crenshaw Arts-Technology Charter High,fuzzy_name_county,0.94
051572,,COMMUNITY HARVEST CHARTER SCH,,unmatched,0.73
051575,19647331934454,DAVID STARR JORDAN HS,David Starr Jordan Senior High,fuzzy_name_county,1.00
051576,19647331932888,DOWNTOWN MAGNETS HIGH SCHOOL,Downtown Business High,gardiner_seed,1.00
051580,19647331932540,EAGLE ROCK HIGH SCHOOL,Eagle Rock High,gardiner_seed,1.00
051590,19647331932920,FAIRFAX HIGH SCHOOL,Fairfax Senior High,gardiner_seed,1.00
051594,19648816021752,FREMONT WASHINGTON CMNTY ADULT,Washington Middle,fuzzy2_token,0.80
051605,19647331939305,GEORGE WASHINGTON PREPARATORY,George Washington Preparatory High,fuzzy_name_county,1.00
051614,19648730136705,ODYSSEY STEM ACADEMY,Odyssey STEM Academy,fuzzy_name_county,1.00
051615,19647331934033,HOLLYWOOD HIGH SCHOOL,Hollywood Senior High,gardiner_seed,1.00
051620,19647330124487,PUBLIC SERVICE COMMUNITY SCHOO,Public Service Community at Diego Rivera Learning Complex,hand_verified,0.95
051621,19647330124511,PERFORMING ARTS COMMUNITY SCHO,Performing Arts Community at Diego Rivera Learning Complex,hand_verified,0.95
051622,19647330124503,GREEN DESIGN STEAM ACADEMY,Green Design at Diego Rivera Learning Complex,fuzzy_name_county,0.94
051629,19647330137612,VALLEY INTERNATIONAL PREP HS,Valley International Preparatory High,fuzzy_name_county,0.94
051632,19769920133900,PREPA TEC HIGH SCHOOL,Prepa Tec Los Angeles High,fuzzy_name_county,0.94
051633,19647330135715,ESPERANZA COLLEGE PREP,Ednovate - Esperanza College Prep,fuzzy_name_county,0.94
051634,56725460136804,OXNARD MIDDLE COLLEGE HIGH SCH,Oxnard Middle College High,fuzzy_name_county,0.94
051635,19647331933381,JAMES A GARFIELD HIGH SCHOOL,James A. Garfield Senior High,gardiner_seed,1.00
051645,19647331933118,JOHN C FREMONT HIGH SCHOOL,John C. Fremont Senior High,fuzzy_name_county,1.00
051650,19647331935568,JOHN MARSHALL HIGH SCHOOL,John Marshall Senior High,gardiner_seed,1.00
051652,19647336019475,USC MEDIA & ENGINEERING MAGNET SCH,Thirty-Second Street USC Performing Arts,gardiner_seed,1.00
051656,19647330118588,ANIMO LEROY LOCKE 3 COLG PREP,Alain Leroy Locke College Preparatory Academy,fuzzy2_token,0.80
051660,19101991996610,LOS ANGELES LEADERSHIP ACAD HS,Los Angeles Leadership Academy,fuzzy_name_county,0.94
051662,19647330119693,UCLA COMMUNITY SCHOOL,UCLA Community K-12,gardiner_seed,1.00
051663,19647330124891,ALLIANCE RENEE & MEYER LUSKIN,Alliance Renee and Meyer Luskin Academy High,fuzzy_name_county,1.00
051664,36677360136069,SAGE OAK CHARTER,Sage Oak Charter,fuzzy_name_county,1.00
051668,19647330135723,BRIO COLLEGE PREP,Ednovate - Brio College Prep,fuzzy_name_county,0.94
051672,19647331933001,KING DREW MAGNET HS MED/SCI,King/Drew Medical Magnet High,gardiner_seed,1.00
051677,19647331935352,LOS ANGELES COUNTY HS FOR THE ARTS,Los Angeles Senior High,fuzzy_name_county,0.94
051680,19647331935352,LOS ANGELES SENIOR HIGH SCHOOL,Los Angeles Senior High,fuzzy_name_county,1.00
051686,19647330137083,UNIV PATHWAYS MEDICAL MAGNET ACADMY,University Pathways Medical Magnet Academy,hand_verified,0.98
051687,19101990135582,WESTBROOK ACADEMY,Westbrook Academy,fuzzy_name_county,1.00
051689,01771800138289,LATITUDE 37.8 HS MERRITT COLLEGE,Latitude 37.8 High,fuzzy_name_county,0.94
051700,19647331935519,MANUAL ARTS SENIOR HIGH SCHOOL,Manual Arts Senior High,fuzzy_name_county,1.00
051705,19647330135632,WISH ACADEMY HIGH SCHOOL,WISH Academy High,fuzzy_name_county,1.00
051708,,STUDENT EMPOWERMENT ACADEMY,,unmatched,0.53
051719,19647331995448,FRANCISCO BRAVO MEDICAL MAGNET,Francisco Bravo Medical Magnet High,gardiner_seed,1.00
051722,19647330102913,MIDDLE COLLEGE HIGH SCHOOL,Middle College High,fuzzy_name_county,1.00
051728,19647330100750,WALLIS ANNENBERG HIGH SCHOOL,Wallis Annenberg High,fuzzy_name_county,1.00
051737,19647331935352,LOS ANGELES RIVER SCHOOL,Los Angeles Senior High,fuzzy_name_county,0.94
051738,,IDEATE HIGH ACADEMY,,unmatched,0.71
051739,19647331935352,LOS ANGELES BIG PICTURE HS,Los Angeles Senior High,fuzzy_name_county,0.94
051761,01612590130666,ASPIRE LIONEL WILSON COLG PREP,Aspire Lionel Wilson College Preparatory Academy,fuzzy2_token,0.80
051763,19647251996503,RENAISSANCE ARTS ACADEMY,Renaissance High School for the Arts,fuzzy_name_county,1.00
051764,19647330100800,CENTRAL CITY VALUE HIGH SCHOOL,Central City Value,fuzzy_name_county,1.00
051768,41104130135269,OXFORD DAY ACADEMY,Oxford Day Academy,fuzzy_name_county,1.00
051776,19647330121095,AMBASSADOR SCHL GLOBAL LDRSHP,Ambassador-Global Leadership,fuzzy2_token,0.80
051779,19647330111500,ALLIANCE DR OLGA MOHAN HIGH SC,Alliance Dr. Olga Mohan High,fuzzy_name_county,0.94
051781,19647330101675,OSCAR DE LA HOYA ANIMO CHARTER,Oscar De La Hoya Animo Charter High,fuzzy_name_county,1.00
051783,19650940137042,MOUNT SAC EARLY COLLEGE ACADEMY,Mt. SAC Early College Academy at West Covina,fuzzy2_token,0.80
051786,19647330133736,SCIENCE ACADEMY STEM MAGNET,Science Academy STEM Magnet,fuzzy_name_county,1.00
051788,19647336061451,FOSHAY LEARNING CENTER,Foshay Learning Center,gardiner_seed,1.00
051795,19647331932383,SUSAN MILLER DORSEY HIGH SCHL,Susan Miller Dorsey Senior High,fuzzy_name_county,0.94
051799,36750510136960,ELITE ACADEMIC ACADEMY-LUCERNE,Elite Academic Academy - Lucerne,hand_verified,0.95
051804,19647330121285,ALLIANCE CINDY/BILL SIMON TECH,Alliance Cindy and Bill Simon Technology Academy High,fuzzy_name_county,0.94
051805,19647331937424,THEODORE ROOSEVELT SENIOR HIGH,Theodore Roosevelt Senior High,gardiner_seed,1.00
051811,19647330106997,ORTHOPAEDIC HOSPITAL MAGNET HS,Orthopaedic Hospital,gardiner_seed,1.00
051815,19647331934371,THOMAS JEFFERSON HIGH SCHOOL,Thomas Jefferson Senior High,fuzzy_name_county,1.00
051825,19647331938885,UNIVERSITY HIGH SCHOOL,University Senior High,gardiner_seed,1.00
051828,19647331939040,VENICE HIGH SCHOOL,Venice Senior High,gardiner_seed,1.00
051830,19650601939602,WESTCHESTER ENRICHED SCIENCE MAGNET,West High,fuzzy_name_county,0.94
051840,19647331939859,WOODROW WILSON HIGH SCHOOL,Woodrow Wilson Senior High,gardiner_seed,1.00
051845,24657552434207,LOS BANOS HIGH SCHOOL,Los Banos High,fuzzy_name_county,1.00
051850,,VSC - EMERSON LEARNING CENTER,,unmatched,0.80
051855,43695344334371,LOS GATOS HIGH SCHOOL,Los Gatos High,gardiner_seed,1.00
051860,52715715235106,LOS MOLINOS HIGH SCHOOL,Los Molinos High,fuzzy_name_county,1.00
051862,19647330117051,EDWARD R ROYBAL LEARNING CNTR,Edward R. Roybal Learning Center,fuzzy_name_county,0.97
051869,19642460111872,SOAR HIGH SCHOOL,SOAR High (Students On Academic Rise),gardiner_seed,1.00
051870,17640221735000,LOWER LAKE HIGH SCHOOL,Lower Lake High,fuzzy_name_county,1.00
051873,15636280138131,HEARTLAND CHARTER SCHOOL,Heartland Charter,fuzzy_name_county,1.00
051874,20652430110965,MADERA SOUTH HIGH SCHOOL,Madera South High,fuzzy_name_county,1.00
051881,20755802030203,LIBERTY HIGH SCHOOL,Liberty High,fuzzy_name_county,1.00
051885,19647741935436,LYNWOOD HIGH SCHOOL,Lynwood High,gardiner_seed,1.00
