ceeb,cds14,dv_name,cde_name,match_method,match_score
051890,20652432035707,MADERA HIGH SCHOOL,Madera High,gardiner_seed,1.00
051892,26736922630010,MAMMOTH HIGH SCHOOL,Mammoth High,fuzzy_name_county,1.00
051895,19753331935808,MIRA COSTA HIGH SCHOOL,Mira Costa High,gardiner_seed,1.00
051896,19649801995737,MALIBU HIGH SCHOOL,Malibu High,fuzzy_name_county,1.00
051899,39685933932001,EAST UNION HIGH SCHOOL,East Union High,fuzzy_name_county,1.00
051900,39685933935103,MANTECA HIGH SCHOOL,Manteca High,fuzzy_name_county,1.00
051903,39685933930310,SIERRA HIGH SCHOOL,Sierra High,fuzzy_name_county,1.00
051907,33672073330727,PALOMA VALLEY HIGH SCHOOL,Paloma Valley High,gardiner_seed,1.00
051910,22655322235356,MARIPOSA COUNTY HIGH SCHOOL,Mariposa County High,fuzzy_name_county,1.00
051915,07617390730549,ALHAMBRA HIGH SCHOOL,Alhambra Senior High,fuzzy_name_county,1.00
051919,58727365830013,LINDHURST HIGH SCHOOL,Lindhurst High,fuzzy_name_county,1.00
051925,58727365835202,MARYSVILLE HIGH SCHOOL,Marysville High,fuzzy_name_county,1.00
051935,30103060133983,LEGACY COLLEGE PREPARATORY,Ednovate - Legacy College Prep.,fuzzy2_token,0.80
051938,27660920111435,MARINA HIGH SCHOOL,Marina High,fuzzy_name_county,1.00
051945,15739081534155,MCFARLAND HIGH SCHOOL,McFarland High,fuzzy_name_county,1.00
051948,12626871235209,MCKINLEYVILLE HIGH SCHOOL,McKinleyville High,fuzzy_name_county,1.00
051950,23655812333185,MENDOCINO HIGH SCHOOL,Mendocino High,fuzzy_name_county,1.00
051951,23655812333185,MENDOCINO COMMUNITY HS,Mendocino High,fuzzy_name_county,0.94
051952,10751271030493,MENDOTA HIGH SCHOOL,Mendota High,fuzzy_name_county,1.00
051953,24657892430098,GOLDEN VALLEY HIGH SCHOOL,Golden Valley High,fuzzy_name_county,1.00
051958,30736353030392,TRABUCO HILLS HIGH SCHOOL,Trabuco Hills High,gardiner_seed,1.00
051963,24657892435204,MERCED HIGH SCHOOL,Merced High,fuzzy_name_county,1.00
051968,30664643030210,CAPISTRANO VALLEY HIGH SCHOOL,Capistrano Valley High,gardiner_seed,1.00
051970,17640551736008,MIDDLETOWN HIGH SCHOOL,Middletown High,fuzzy_name_county,1.00
051972,41690474134557,MILLS HIGH SCHOOL,Mills High,gardiner_seed,1.00
051974,30736353030061,EL TORO HIGH SCHOOL,El Toro High,fuzzy_name_county,1.00
051975,21654822133692,TAMALPAIS HIGH SCHOOL,Tamalpais High,gardiner_seed,1.00
051976,43694274335907,PIEDMONT HILLS HIGH SCHOOL,Piedmont Hills High,gardiner_seed,1.00
051978,43733874334470,MILPITAS HIGH SCHOOL,Milpitas High,gardiner_seed,1.00
051980,12630401237007,SOUTH FORK HIGH SCHOOL,South Fork Junior - Senior High,fuzzy_name_county,1.00
051981,30736353034956,MISSION VIEJO HIGH SCHOOL,Mission Viejo High,gardiner_seed,1.00
051983,50711755031380,GRACE M DAVIS HIGH SCHOOL,Grace M. Davis High,fuzzy_name_county,1.00
051984,30736503035102,UNIVERSITY HIGH SCHOOL,University High,gardiner_seed,1.00
051985,50711755034905,MODESTO HIGH SCHOOL,Modesto High,gardiner_seed,1.00
051986,50711755030010,FRED C BEYER HIGH SCHOOL,Fred C. Beyer High,fuzzy_name_county,1.00
051989,33670903330412,JURUPA VALLEY HIGH SCHOOL,Jurupa Valley High,gardiner_seed,1.00
051994,50711755030135,JOHANSEN HIGH SCHOOL,Peter Johansen High,fuzzy_name_county,0.94
052000,50711755031802,THOMAS DOWNEY HIGH SCHOOL,Thomas Downey High,fuzzy_name_county,1.00
052005,15636770136259,MOJAVE HIGH SCHOOL,Mojave Jr./Sr. High,fuzzy_name_county,0.94
052015,19647901935923,MONROVIA HIGH SCHOOL,Monrovia High,gardiner_seed,1.00
052017,24753662430114,DELHI HIGH SCHOOL,Delhi High,fuzzy_name_county,1.00
052018,36676523633906,MONTCLAIR HIGH SCHOOL,Montclair High,gardiner_seed,1.00
052022,41690620126722,EAST PALO ALTO ACADEMY,East Palo Alto Academy,fuzzy_name_county,1.00
052029,19648081935998,MONTEBELLO HIGH SCHOOL,Montebello High,gardiner_seed,1.00
052031,50711750121129,JOSEPH A GREGORI HIGH SCHOOL,Joseph A. Gregori High,gardiner_seed,1.00
052037,19648081930155,SCHURR HIGH SCHOOL,Schurr High,gardiner_seed,1.00
052039,19647740109538,MARCO ANTONIO FIREBAUGH HS,Marco Antonio Firebaugh High,fuzzy_name_county,1.00
052046,56739405633250,HIGH SCHOOL AT MOORPARK COLL,Moorpark High,fuzzy_name_county,0.94
052048,27660922735348,SEASIDE HIGH SCHOOL,Seaside High,fuzzy_name_county,1.00
052050,27660922732808,MONTEREY HIGH SCHOOL,Monterey High,fuzzy_name_county,1.00
052055,56739405633250,MOORPARK HIGH SCHOOL,Moorpark High,fuzzy_name_county,1.00
052056,33752423330552,RANCHO VERDE HIGH SCHOOL,Rancho Verde High,gardiner_seed,1.00
052057,33671243330438,VALLEY VIEW HIGH SCHOOL,Valley View High,gardiner_seed,1.00
052058,07616300731125,CAMPOLINDO HIGH SCHOOL,Campolindo High,gardiner_seed,1.00
052059,33671243330396,CANYON SPRINGS HIGH SCHOOL,Canyon Springs High,gardiner_seed,1.00
052060,43695834333951,LIVE OAK HIGH SCHOOL,Live Oak High,fuzzy_name_county,1.00
052061,40688094034807,MORRO BAY HIGH SCHOOL,Morro Bay High,fuzzy_name_county,1.00
052073,33752003330529,MURRIETA VALLEY HIGH SCHOOL,Murrieta Valley High,gardiner_seed,1.00
052075,43696094334728,MOUNTAIN VIEW HIGH SCHOOL,Mountain View High,gardiner_seed,1.00
052080,47704664735403,MOUNT SHASTA HIGH SCHOOL,Mt. Shasta High,fuzzy_name_county,1.00
052083,37682130129668,MOTIVATED YOUTH ACADEMY,County Collaborative Charter,fuzzy_name_county,1.00
052085,28662662835601,NAPA HIGH SCHOOL,Napa High,gardiner_seed,1.00
052088,28662662830016,VINTAGE HIGH SCHOOL,Vintage High,gardiner_seed,1.00
052102,28662662830115,NEW TECHNOLOGY HIGH SCHOOL,New Technology High,fuzzy_name_county,1.00
052105,37684113738226,SWEETWATER HIGH SCHOOL,Sweetwater High,gardiner_seed,1.00
052108,29102980114314,BITNEY COLLEGE PREP HS,Bitney College Preparatory High,fuzzy_name_county,0.94
052114,01612340130054,NEWARK MEMORIAL HIGH SCHOOL,Newark Memorial High,gardiner_seed,1.00
052117,56737595633748,NEWBURY PARK HIGH SCHOOL,Newbury Park High,gardiner_seed,1.00
052120,19651361933902,WILLIAM S HART HIGH SCHOOL,William S. Hart High,gardiner_seed,1.00
052125,50736015035902,ORESTIMBA HIGH SCHOOL,Orestimba High,fuzzy_name_county,1.00
052128,30665973031697,CORONA DEL MAR HIGH SCHOOL,Corona del Mar High,gardiner_seed,1.00
052129,33670333334232,NORCO HIGH SCHOOL,Norco High,fuzzy_name_county,1.00
052130,30665973035045,NEWPORT HARBOR HIGH SCHOOL,Newport Harbor High,fuzzy_name_county,1.00
052131,34765053433265,FOOTHILL HIGH SCHOOL,Foothill High,fuzzy_name_county,1.00
052132,34765053434370,HIGHLANDS HIGH SCHOOL,Highlands High,fuzzy_name_county,1.00
052138,37680490132506,CABRILLO POINT ACADEMY,Inspire Charter School - South,fuzzy_name_county,1.00
052141,34739733430378,CENTER HIGH SCHOOL,Center High,fuzzy_name_county,1.00
052144,34765050101832,FUTURES HIGH SCHOOL,Futures High,fuzzy_name_county,1.00
052145,19647331936350,NORTH HOLLYWOOD HIGH SCHOOL,North Hollywood Senior High,gardiner_seed,1.00
052152,15636280134312,BLUE RIDGE ACADEMY,Inspire Charter School - Kern,fuzzy_name_county,1.00
052166,19648401933647,JOHN GLENN HIGH SCHOOL,John H. Glenn High,fuzzy_name_county,0.91
052167,19648401936467,NORWALK HIGH SCHOOL,Norwalk High,gardiner_seed,1.00
052170,21654172132272,NOVATO HIGH SCHOOL,Novato High,gardiner_seed,1.00
052172,21654172133056,SAN MARIN HIGH SCHOOL,San Marin High,fuzzy_name_county,1.00
052175,50755645035654,OAKDALE HIGH SCHOOL,Oakdale High,fuzzy_name_county,1.00
052176,20764142030013,YOSEMITE HIGH SCHOOL,Yosemite High,fuzzy_name_county,1.00
052190,01612590125161,CASTLEMONT BUS INFORM TECH SCH,Castlemont High,fuzzy_name_county,0.94
052205,01612590125716,FREMONT HIGH SCHOOL,Fremont High,fuzzy_name_county,1.00
052206,30736433030590,TUSTIN CONNECT,Sycamore High (Alternative),fuzzy_name_county,1.00
052210,19644690134858,CA SCH ARTS SAN GABRIEL VALLEY,California School of the Arts - San Gabriel Valley,gardiner_seed,1.00
052211,40687594030268,NIPOMO HIGH SCHOOL,Nipomo High,fuzzy_name_county,1.00
052212,01612590130575,LIFE ACADEMY HIGH SCHOOL,LIFE Academy,fuzzy_name_county,1.00
052213,,FAME PUBLIC CHARTER SCHOOL,,unmatched,0.62
052214,33671573331014,NUVIEW BRIDGE EARLY COLLEGE HS,Nuview Bridge Early College High,fuzzy_name_county,1.00
052216,33671243331071,VISTA DEL LAGO HIGH SCHOOL,Vista del Lago High,gardiner_seed,1.00
052220,01612590110189,MCCLYMONDS HIGH SCHOOL,McClymonds High,fuzzy_name_county,1.00
052224,01612596114011,SOJOURNER TRUTH INDEPENDENT STUDY,"Independent Study, Sojourner Truth",fuzzy2_token,0.80
052225,01612590135905,OAKLAND HIGH SCHOOL,Oakland High,gardiner_seed,1.00
052226,29102980126219,FOREST CHARTER SCHOOL,Forest Charter,fuzzy_name_county,1.00
052238,01612590137943,SKYLINE HIGH SCHOOL,Skyline High,gardiner_seed,1.00
052240,01612590136051,OAKLAND TECHNICAL HIGH SCHOOL,Oakland Technical High,gardiner_seed,1.00
052243,30103060133959,MERRITT MIDDLE COLLEGE HS,Unity Middle College High,fuzzy2_token,0.80
052248,37735693739018,EL CAMINO HIGH SCHOOL,El Camino High,gardiner_seed,1.00
052249,37735693735206,OCEANSIDE HIGH SCHOOL,Oceanside High,gardiner_seed,1.00
052251,37684523730942,GUAJOME PARK ACADEMY,Guajome Park Academy Charter,fuzzy_name_county,0.94
052260,56725205634076,NORDHOFF HIGH SCHOOL,Nordhoff High,fuzzy_name_county,1.00
052267,30666213030046,CANYON HIGH SCHOOL,Canyon High,gardiner_seed,1.00
052274,36676523634482,ONTARIO HIGH SCHOOL,Ontario High,gardiner_seed,1.00
052275,36676523632205,CHAFFEY HIGH SCHOOL,Chaffey High,gardiner_seed,1.00
052276,30666213031952,EL MODENA HIGH SCHOOL,El Modena High,gardiner_seed,1.00
052279,30666213038098,VILLA PARK HIGH SCHOOL,Villa Park High,gardiner_seed,1.00
052280,30666213035409,ORANGE HIGH SCHOOL,Orange High,fuzzy_name_county,1.00
052282,07616300734244,MIRAMONTE HIGH SCHOOL,Miramonte High,gardiner_seed,1.00
052284,34674473431111,CASA ROBLE FUNDAMENTAL HS,Casa Roble Fundamental High,fuzzy_name_county,1.00
052285,11754811135656,ORLAND HIGH SCHOOL,Orland High,fuzzy_name_county,1.00
052290,54718605433230,OROSI HIGH SCHOOL,Orosi High,fuzzy_name_county,1.00
052293,04615150434803,LAS PLUMAS HIGH SCHOOL,Las Plumas High,fuzzy_name_county,1.00
052295,04615150435602,OROVILLE HIGH SCHOOL,Oroville High,fuzzy_name_county,1.00
052297,56725465631742,CHANNEL ISLANDS HIGH SCHOOL,Channel Islands High,gardiner_seed,1.00
052298,56725465632849,HUENEME HIGH SCHOOL,Hueneme High,gardiner_seed,1.00
052299,56725465634761,RIO MESA HIGH SCHOOL,Rio Mesa High,fuzzy_name_county,1.00
052305,56725465634548,OXNARD HIGH SCHOOL,Oxnard High,fuzzy_name_county,1.00
052308,41689244135075,OCEANA HIGH SCHOOL,Oceana High,fuzzy_name_county,1.00
052310,27661342733657,PACIFIC GROVE HIGH SCHOOL,Pacific Grove High,fuzzy_name_county,1.00
052313,19647331995836,PALISADES HIGH SCHOOL,Palisades Charter High,fuzzy_name_county,0.94
052315,19642461936624,PALMDALE HIGH SCHOOL,Palmdale High,gardiner_seed,1.00
052319,33670583330388,PALM DESERT HIGH SCHOOL,Palm Desert High,gardiner_seed,1.00
052320,33671733335130,PALM SPRINGS HIGH SCHOOL,Palm Springs High,gardiner_seed,1.00
052327,19647331995836,PALISADES CHARTER HIGH SCHOOL,Palisades Charter High,gardiner_seed,1.00
052347,43696414332904,HENRY M GUNN SENIOR HIGH SCHL,Henry M. Gunn High,gardiner_seed,1.00
052350,43696414335782,PALO ALTO SENIOR HIGH SCHOOL,Palo Alto High,gardiner_seed,1.00
052355,19647330124412,SONIA SOTOMAYOR ARTS & SCIENCE ACAD,Sotomayor Arts and Sciences Magnet,fuzzy2_token,0.80
052358,19648651996552,PALOS VERDES HIGH SCHOOL,Palos Verdes High,gardiner_seed,1.00
052360,04615310437350,PARADISE HIGH SCHOOL,Paradise Senior High,fuzzy_name_county,1.00
052365,19648731936749,PARAMOUNT HIGH SCHOOL,Paramount High,gardiner_seed,1.00
052370,10623641034990,PARLIER HIGH SCHOOL,Parlier High,fuzzy_name_county,1.00
052373,19648811931062,BLAIR HIGH SCHOOL,Blair High,fuzzy_name_county,1.00
052379,56725465630389,PACIFICA HIGH SCHOOL,Pacifica High,gardiner_seed,1.00
052384,36676523631157,COLONY HIGH SCHOOL,Colony High,gardiner_seed,1.00
052388,19648811931674,JOHN MARSHALL FUNDAMENTAL SCH,Marshall Fundamental,fuzzy_name_county,0.94
052390,19648811936103,JOHN MUIR HIGH SCHOOL,John Muir High,gardiner_seed,1.00
052401,19648811936822,PASADENA HIGH SCHOOL,Pasadena High,gardiner_seed,1.00
052409,58727365835202,MARYSVILLE CHARTER ACAD ARTS,Marysville High,fuzzy_name_county,0.94
052410,01612593030772,OAKLAND SCHOOL FOR THE ARTS,Oakland School for the Arts,fuzzy_name_county,1.00
052425,40754574035754,PASO ROBLES HIGH SCHOOL,Paso Robles High,fuzzy_name_county,1.00
052426,19643371931187,OPTIONS FOR YOUTH BURBANK,Burbank High,fuzzy_name_county,0.94
052427,34674473430691,OPTIONS FOR YOUTH SAN JUAN-CARMICHL,Options for Youth-San Juan,fuzzy_name_county,0.94
052430,50712175036256,PATTERSON HIGH SCHOOL,Patterson High,fuzzy_name_county,1.00
052432,19752911996016,OPTIONS FOR YOUTH SAN GABRIEL,Options for Youth San Gabriel,fuzzy_name_county,1.00
052437,36739573630233,SERRANO HIGH SCHOOL,Serrano High,fuzzy_name_county,1.00
052440,33672073335973,PERRIS HIGH SCHOOL,Perris High,gardiner_seed,1.00
052445,41689404135331,PESCADERO HIGH SCHOOL,Pescadero High,fuzzy_name_county,1.00
052448,49708624930012,CASA GRANDE HIGH SCHOOL,Casa Grande High,fuzzy_name_county,1.00
052460,49708624935151,PETALUMA HIGH SCHOOL,Petaluma High,fuzzy_name_county,1.00
052462,01612750136515,PIEDMONT HIGH SCHOOL,Piedmont High,gardiner_seed,1.00
052464,07617960735316,PINOLE VALLEY HIGH SCHOOL,Pinole Valley High,fuzzy_name_county,1.00
052468,01612750130286,MILLENNIUM HIGH SCHOOL,Millennium High Alternative,fuzzy_name_county,0.94
052475,07617880735407,PITTSBURG HIGH SCHOOL,Pittsburg Senior High,gardiner_seed,1.00
052478,30666473031929,EL DORADO HIGH SCHOOL,El Dorado High,gardiner_seed,1.00
052480,30666473038023,VALENCIA HIGH SCHOOL,Valencia High,gardiner_seed,1.00
052483,09100900930123,MOUNTAINSIDE MIDDLE COLLEGE HS,Charter Community School Home Study Academy,fuzzy_name_county,1.00
052484,01612590100065,OAKLAND UNITY HIGH SCHOOL,Oakland Unity High,fuzzy_name_county,1.00
052485,09618530932756,EL DORADO HIGH SCHOOL,El Dorado High,fuzzy_name_county,1.00
052489,19647330115253,DISCOVERY CHARTER PREP SCHOOL,Discovery Charter Preparatory School #2,fuzzy_name_county,0.94
052491,19642460100081,WILLIAM J PETE KNIGHT HIGH SCH,William J. (Pete) Knight High,gardiner_seed,1.00
052495,01751010130583,AMADOR VALLEY HIGH SCHOOL,Amador Valley High,gardiner_seed,1.00
052497,01751010130096,FOOTHILL HIGH SCHOOL,Foothill High,gardiner_seed,1.00
052500,23655992333649,POINT ARENA HIGH SCHOOL,Point Arena High,fuzzy_name_county,1.00
052501,19649071933324,GAREY HIGH SCHOOL,Garey High,fuzzy_name_county,1.00
052503,19649071933175,GANESHA HIGH SCHOOL,Ganesha High,fuzzy_name_county,1.00
052505,19649071937028,POMONA HIGH SCHOOL,Pomona High,fuzzy_name_county,1.00
052508,19101991995869,INTERNATIONAL POLYTECHNIC HS,International Polytechnic High,fuzzy_name_county,1.00
052513,54755235432786,MONACHE HIGH SCHOOL,Monache High,fuzzy_name_county,1.00
052515,54755235434113,PORTERVILLE HIGH SCHOOL,Porterville High,gardiner_seed,1.00
052516,19649071995901,DIAMOND RANCH HIGH SCHOOL,Diamond Ranch High,gardiner_seed,1.00
052519,54755235430251,GRANITE HILLS HIGH SCHOOL,Granite Hills High,fuzzy_name_county,1.00
052525,32669693235603,PORTOLA JUNIOR SENIOR HIGH SCHOOL,Portola Junior/Senior High,fuzzy_name_county,1.00
052530,23738662330041,POTTER VALLEY HIGH SCHOOL,Potter Valley High,fuzzy_name_county,1.00
052533,37682963735867,POWAY HIGH SCHOOL,Poway High,gardiner_seed,1.00
052536,37682963730819,RANCHO BERNARDO HIGH SCHOOL,Rancho Bernardo High,gardiner_seed,1.00
052537,19647330111484,VILLAGE ACADEMY HIGH SCHOOL,New Village Girls Academy,fuzzy_name_county,0.94
052541,19642461995398,HIGHLAND HIGH SCHOOL,Highland High,gardiner_seed,1.00
052543,19642461937051,QUARTZ HILL HIGH SCHOOL,Quartz Hill High,gardiner_seed,1.00
052545,32669693236007,QUINCY JUNIOR SENIOR HIGH SCHOOL,Quincy Junior/Senior High,fuzzy_name_county,1.00
052546,36676523630571,RANCHO CUCAMONGA HIGH SCHOOL,Rancho Cucamonga High,gardiner_seed,1.00
052550,37683043735974,RAMONA HIGH SCHOOL,Ramona High,fuzzy_name_county,1.00
052553,34673303431533,CORDOVA HIGH SCHOOL,Cordova High,fuzzy_name_county,1.00
052567,33672153330859,MARTIN LUTHER KING HIGH SCHOOL,Martin Luther King Jr. High,gardiner_seed,1.00
052572,36678433630779,REDLANDS EAST VALLEY HS,Redlands East Valley High,fuzzy_name_county,1.00
052575,52716395237201,RED BLUFF HIGH SCHOOL,Red Bluff High,fuzzy_name_county,1.00
052580,45701364532750,ENTERPRISE HIGH SCHOOL,Enterprise High,fuzzy_name_county,1.00
052581,45701364530044,FOOTHILL HIGH SCHOOL,Foothill High,fuzzy_name_county,1.00
052585,45701364537304,SHASTA HIGH SCHOOL,Shasta High,fuzzy_name_county,1.00
052590,36678433635042,REDLANDS HIGH SCHOOL,Redlands Senior High,gardiner_seed,1.00
052598,31669283130176,WOODCREEK HIGH SCHOOL,Woodcreek High,fuzzy_name_county,1.00
052600,19753411937143,REDONDO UNION HIGH SCHOOL,Redondo Union High,gardiner_seed,1.00
052605,41690624136693,SEQUOIA HIGH SCHOOL,Sequoia High,gardiner_seed,1.00
052608,19647331996115,CITY OF ANGELS SCHOOL,City of Angels,fuzzy_name_county,1.00
052609,31750853130150,ROCKLIN HIGH SCHOOL,Rocklin High,gardiner_seed,1.00
052615,10622651035310,REEDLEY HIGH SCHOOL,Reedley High,gardiner_seed,1.00
052617,19647331933233,SHERMAN OAKS CTR ENRCHED STDS,Sherman Oaks Center for Enriched Studies,fuzzy_name_county,0.89
052618,19647331931864,CLEVELAND HIGH SCHOOL,Grover Cleveland Charter High,gardiner_seed,1.00
052620,19647331937226,RESEDA HIGH SCHOOL,Reseda Senior High,gardiner_seed,1.00
052622,36678503633005,EISENHOWER HIGH SCHOOL,Eisenhower Senior High,gardiner_seed,1.00
052625,07617960732164,DE ANZA HIGH SCHOOL,De Anza High,gardiner_seed,1.00
052629,36678503630597,RIALTO HIGH SCHOOL,Rialto High,gardiner_seed,1.00
052630,07617960733659,JOHN F KENNEDY HIGH SCHOOL,John F. Kennedy High,fuzzy_name_county,1.00
052636,07617960735902,RICHMOND HIGH SCHOOL,Richmond High,fuzzy_name_county,1.00
052643,34765053436979,RIO LINDA SENIOR HIGH SCHOOL,Rio Linda High,fuzzy_name_county,1.00
052645,34674134835302,RIO VISTA HIGH SCHOOL,Rio Vista High,hand_verified,0.92
052650,39686503935756,RIPON HIGH SCHOOL,Ripon High,fuzzy_name_county,1.00
052654,31669283130119,INDEPENDENCE HIGH SCHOOL,Independence High (Alternative),fuzzy_name_county,0.94
052655,19645271932706,EL RANCHO HIGH SCHOOL,El Rancho High,gardiner_seed,1.00
052657,50755565036850,RIVERBANK HIGH SCHOOL,Riverbank High,fuzzy_name_county,1.00
052658,33672153330024,ARLINGTON HIGH SCHOOL,Arlington High,gardiner_seed,1.00
052659,33669773330008,LA SIERRA HIGH SCHOOL,La Sierra High,gardiner_seed,1.00
052660,10754081035575,RIVERDALE HIGH SCHOOL,Riverdale High,fuzzy_name_county,1.00
052661,33672153334406,JOHN W NORTH HIGH SCHOOL,John W. North High,gardiner_seed,1.00
052664,33669773334299,NORTE VISTA SENIOR HIGH SCHOOL,Norte Vista High,gardiner_seed,1.00
052665,33672153336237,RIVERSIDE POLY HIGH SCHOOL,Polytechnic High,gardiner_seed,1.00
052670,33672153336492,RAMONA HIGH SCHOOL,Ramona High,gardiner_seed,1.00
052672,33670903337136,RUBIDOUX HIGH SCHOOL,Rubidoux High,fuzzy_name_county,1.00
052678,49738824935482,RANCHO COTATE HIGH SCHOOL,Rancho Cotate High,fuzzy_name_county,1.00
052683,19648651995588,PALOS VERDES PENINSULA HS,Palos Verdes Peninsula High,gardiner_seed,1.00
052684,15637761534957,ROSAMOND HIGH SCHOOL,Rosamond High,fuzzy_name_county,1.00
052685,19645191937481,ROSEMEAD HIGH SCHOOL,Rosemead High,gardiner_seed,1.00
052688,31669283135308,OAKMONT HIGH SCHOOL,Oakmont High,fuzzy_name_county,1.00
052690,31669283136504,ROSEVILLE HIGH SCHOOL,Roseville High,fuzzy_name_county,1.00
052694,19734451939834,GLEN A WILSON HIGH SCHOOL,Glen A. Wilson High,gardiner_seed,1.00
052696,19734521937564,JOHN A ROWLAND HIGH SCHOOL,John A. Rowland High,gardiner_seed,1.00
052705,34674393435419,C K MCCLATCHY HIGH SCHOOL,C. K. McClatchy High,gardiner_seed,1.00
052710,34674473432317,EL CAMINO FUNDAMENTAL HS,El Camino Fundamental High,fuzzy_name_county,1.00
052713,34674393434768,JOHN F KENNEDY HIGH SCHOOL,John F. Kennedy High,fuzzy_name_county,1.00
052716,34674473432838,ENCINA HIGH SCHOOL,Encina Preparatory High,fuzzy_name_county,1.00
052717,34674393434636,HIRAM W JOHNSON HIGH SCHOOL,Hiram W. Johnson High,fuzzy_name_county,1.00
052719,34674393431012,LUTHER BURBANK HIGH SCHOOL,Luther Burbank High,fuzzy_name_county,1.00
052722,34673143430477,FLORIN HIGH SCHOOL,Florin High,gardiner_seed,1.00
052723,34674473435930,MIRA LOMA HIGH SCHOOL,Mira Loma High,gardiner_seed,1.00
052728,34674393430865,WEST CAMPUS HIGH SCHOOL,West Campus,gardiner_seed,1.00
052730,34674473436714,RIO AMERICANO HIGH SCHOOL,Rio Americano High,fuzzy_name_county,1.00
052735,34103480106302,SACRAMENTO HIGH SCHOOL,Sacramento County ED Special Education,fuzzy_name_county,0.94
052736,34673143430170,VALLEY HIGH SCHOOL,Valley High,gardiner_seed,1.00
052740,28662902837102,SAINT HELENA HIGH SCHOOL,Saint Helena High,fuzzy_name_county,1.00
052742,27661592730109,ALISAL HIGH SCHOOL,Alisal High,gardiner_seed,1.00
052744,36678760136952,ENTREPRENEUR HIGH SCHOOL,Entrepreneur High,fuzzy_name_county,1.00
052746,27661592733178,NORTH SALINAS HIGH SCHOOL,North Salinas High,gardiner_seed,1.00
052755,27661592734556,SALINAS HIGH SCHOOL,Salinas High,fuzzy_name_county,1.00
052759,33736763330354,WEST SHORES HIGH SCHOOL,West Shores High,fuzzy_name_county,1.00
052760,05615640531509,CALAVERAS HIGH SCHOOL,Calaveras High,fuzzy_name_county,1.00
052770,21654822131340,ARCHIE WILLIAMS HIGH SCHOOL,Sir Francis Drake High,fuzzy_name_county,1.00
052773,36678763632221,CAJON HIGH SCHOOL,Cajon High,gardiner_seed,1.00
052778,27661592730166,EVERETT ALVAREZ HIGH SCHOOL,Everett Alvarez High,gardiner_seed,1.00
052782,34752833430584,NATOMAS HIGH SCHOOL,Natomas High,fuzzy_name_county,1.00
052790,36678763634680,PACIFIC HIGH SCHOOL,Pacific High,fuzzy_name_county,1.00
052792,34673143430618,SHELDON HIGH SCHOOL,Sheldon High,gardiner_seed,1.00
052795,37764710137067,HIGH TECH HIGH MESA,High Tech High Mesa,fuzzy_name_county,1.00
052797,36678763635844,SAN BERNARDINO HIGH SCHOOL,San Bernardino High,fuzzy_name_county,1.00
052798,36678763636081,SAN GORGONIO HIGH SCHOOL,San Gorgonio High,gardiner_seed,1.00
052803,34752833430659,NATOMAS CHARTER SCHOOL,Natomas Charter,fuzzy_name_county,1.00
052810,41690474130738,CAPUCHINO HIGH SCHOOL,Capuchino High,gardiner_seed,1.00
052814,30664643036001,SAN CLEMENTE HIGH SCHOOL,San Clemente High,gardiner_seed,1.00
052815,37683380114025,LINCOLN HIGH SCHOOL,Lincoln High,fuzzy_name_county,1.00
052826,37683383730751,MOUNT EVEREST ACADEMY,Mt. Everest Academy,fuzzy_name_county,0.87
052831,37683383730959,ALTUS CHARTER SCHOOL OF SAN DIEGO,Charter School of San Diego,fuzzy_name_county,0.94
052834,37683383730884,SCRIPPS RANCH HIGH,Scripps Ranch High,gardiner_seed,1.00
052837,37683383731213,CLAIREMONT HIGH SCHOOL,Clairemont High,fuzzy_name_county,1.00
052850,37683383732997,HOOVER HIGH SCHOOL,Hoover High,gardiner_seed,1.00
052853,37683383733698,MADISON HIGH SCHOOL,Madison High,fuzzy_name_county,1.00
052858,37683383730181,MIRA MESA HIGH SCHOOL,Mira Mesa High,gardiner_seed,1.00
052860,37683383734431,MISSION BAY HIGH,Mission Bay High,gardiner_seed,1.00
052862,37682963730074,MOUNT CARMEL HIGH SCHOOL,Mt. Carmel High,gardiner_seed,1.00
052864,37683383730116,JOHN MUIR LANGUAGE ACADEMY,John Muir,fuzzy_name_county,0.94
052867,37683383732781,PATRICK HENRY HIGH SCHOOL,Henry High,gardiner_seed,1.00
052869,37683383730371,SAN DIEGO SCHL CREATE/PERFORM,San Diego SCPA,gardiner_seed,1.00
052870,37683383735750,POINT LOMA HIGH SCHOOL,Point Loma High,gardiner_seed,1.00
052879,37683380119610,GOMPERS PREPARATORY ACADEMY,Gompers Preparatory Academy,fuzzy_name_county,1.00
052881,37683383734654,MORSE HIGH SCHOOL,Morse High,gardiner_seed,1.00
052885,37683380107219,SAN DIEGO HIGH SCHOOL EDUCATIO,San Diego Science and Technology,fuzzy_name_county,0.94
052887,37683383730314,UNIVERSITY CITY HIGH SCHOOL,University City High,gardiner_seed,1.00
052891,37683383730173,CANYON HILLS HIGH SCHOOL,Serra High,gardiner_seed,1.00
052892,37684113730124,SOUTHWEST HIGH SCHOOL,Southwest Senior High,gardiner_seed,1.00
052894,19643291937739,SAN DIMAS HIGH SCHOOL,San Dimas High,gardiner_seed,1.00
052895,,STEPHEN W KEARNY HIGH SCHOOL,,unmatched,0.55
052897,37683380107177,CRAWFORD HIGH SCHOOL,Crawford High,fuzzy_name_county,1.00
052902,19647331935865,JAMES MONROE HIGH SCHOOL,James Monroe High,fuzzy_name_county,1.00
