campus,ceeb,entry_year,cohort_n,ret1_pct,grad4_pct,grad5_pct,grad6_pct
Berkeley,053218,2012,11,100,100,100,100
Berkeley,053218,2013,11,100,91,100,100
Berkeley,053218,2014,46,98,80,91,91
Berkeley,053218,2015,36,100,94,97,97
Berkeley,053218,2016,56,100,93,98,98
Berkeley,053218,2017,53,98,87,91,94
Berkeley,053218,2018,37,100,92,95,100
Berkeley,053218,2019,56,100,91,100,100
Berkeley,053218,2020,39,100,100,100,
Berkeley,053218,2021,39,100,97,,
Berkeley,053218,2022,34,97,,,
Berkeley,053218,2023,67,97,,,
Berkeley,053218,2024,45,100,,,
Berkeley,053229,2000,14,100,64,100,100
Berkeley,053229,2001,12,100,42,83,83
Berkeley,053229,2006,10,100,80,80,90
Berkeley,053229,2007,18,94,67,83,89
Berkeley,053229,2008,17,100,82,88,88
Berkeley,053229,2009,14,100,93,100,100
Berkeley,053229,2010,16,100,81,100,100
Berkeley,053229,2011,14,100,64,86,86
Berkeley,053229,2012,10,100,60,100,100
Berkeley,053229,2013,11,91,82,100,100
Berkeley,053229,2014,16,100,88,100,100
Berkeley,053229,2015,14,93,79,93,100
Berkeley,053229,2016,23,100,100,100,100
Berkeley,053229,2017,14,100,86,100,100
Berkeley,053229,2018,13,100,92,100,100
Berkeley,053229,2019,18,100,78,89,89
Berkeley,053229,2020,21,100,90,95,
Berkeley,053229,2021,28,100,93,,
Berkeley,053229,2023,18,100,,,
Berkeley,053229,2024,28,96,,,
Berkeley,053234,1999,10,100,50,90,90
Berkeley,053234,2002,14,100,86,100,100
Berkeley,053234,2003,10,100,80,100,100
Berkeley,053234,2018,13,100,92,100,100
Berkeley,053240,2017,10,100,70,80,90
Berkeley,053252,2000,11,100,73,91,91
Berkeley,053252,2003,10,90,60,90,100
Berkeley,053252,2007,15,93,93,93,93
Berkeley,053252,2008,12,100,75,92,92
Berkeley,053252,2011,11,100,82,100,100
Berkeley,053252,2013,15,100,87,100,100
Berkeley,053252,2014,16,100,69,94,94
Berkeley,053252,2016,10,100,70,100,100
Berkeley,053252,2017,10,100,80,100,100
Berkeley,053252,2018,14,93,86,93,93
Berkeley,053252,2019,13,92,85,92,92
Berkeley,053252,2021,18,94,89,,
Berkeley,053252,2022,12,100,,,
Berkeley,053252,2023,12,100,,,
Berkeley,053252,2024,11,100,,,
Berkeley,053266,2016,12,100,75,100,100
Berkeley,053266,2021,10,100,90,,
Berkeley,053266,2022,15,100,,,
Berkeley,053272,1999,11,100,73,100,100
Berkeley,053272,2002,13,92,62,92,92
Berkeley,053272,2008,10,100,70,80,80
Berkeley,053272,2010,11,100,73,100,100
Berkeley,053272,2016,10,90,90,90,90
Berkeley,053272,2017,15,100,80,87,93
Berkeley,053272,2018,12,100,92,100,100
Berkeley,053272,2019,11,100,100,100,100
Berkeley,053272,2021,15,100,100,,
Berkeley,053272,2022,10,100,,,
Berkeley,053272,2024,10,100,,,
Berkeley,053275,2000,10,80,30,90,100
Berkeley,053275,2004,13,100,69,85,92
Berkeley,053275,2008,10,90,80,80,90
Berkeley,053275,2009,11,91,82,82,91
Berkeley,053275,2013,12,100,83,83,83
Berkeley,053275,2014,13,100,85,92,92
Berkeley,053275,2016,11,100,91,91,91
Berkeley,053275,2017,11,100,73,100,100
Berkeley,053275,2021,13,100,92,,
Berkeley,053275,2022,12,92,,,
Berkeley,053275,2024,12,100,,,
Berkeley,053276,2017,10,100,60,100,100
Berkeley,053276,2023,12,100,,,
Berkeley,053280,2021,19,100,84,,
Berkeley,053320,1999,22,91,55,86,91
Berkeley,053320,2000,14,100,79,93,93
Berkeley,053320,2001,23,96,70,83,91
Berkeley,053320,2002,20,100,55,100,100
Berkeley,053320,2003,18,94,72,89,89
Berkeley,053320,2004,27,93,67,89,89
Berkeley,053320,2005,25,100,84,92,92
Berkeley,053320,2006,18,100,78,100,100
Berkeley,053320,2007,18,94,83,94,94
Berkeley,053320,2008,26,96,73,96,96
Berkeley,053320,2009,20,95,80,95,95
Berkeley,053320,2010,19,100,89,95,95
Berkeley,053320,2011,17,100,82,100,100
Berkeley,053320,2013,14,100,71,100,100
Berkeley,053320,2014,13,100,77,92,92
Berkeley,053320,2015,23,91,65,87,91
Berkeley,053320,2016,23,91,70,87,87
Berkeley,053320,2017,22,100,91,95,95
Berkeley,053320,2018,17,100,88,94,100
Berkeley,053320,2019,30,100,83,93,97
Berkeley,053320,2020,15,100,93,100,
Berkeley,053320,2021,36,94,67,,
Berkeley,053320,2022,28,100,,,
Berkeley,053320,2023,22,100,,,
Berkeley,053320,2024,22,100,,,
Berkeley,053338,2009,10,100,80,90,90
Berkeley,053338,2019,11,100,91,91,91
Berkeley,053338,2023,10,100,,,
Berkeley,053338,2024,22,100,,,
Berkeley,053343,1999,13,100,77,92,92
Berkeley,053343,2000,12,100,75,92,100
Berkeley,053343,2001,23,100,91,100,100
Berkeley,053343,2002,24,96,83,96,96
Berkeley,053343,2003,20,100,65,100,100
Berkeley,053343,2004,27,100,74,85,93
Berkeley,053343,2005,24,100,92,100,100
Berkeley,053343,2006,29,100,93,97,97
Berkeley,053343,2007,30,100,87,100,100
Berkeley,053343,2008,23,96,83,91,91
Berkeley,053343,2009,27,100,89,100,100
Berkeley,053343,2010,18,100,89,94,94
Berkeley,053343,2011,23,100,83,100,100
Berkeley,053343,2012,24,100,79,96,96
Berkeley,053343,2013,19,100,95,100,100
Berkeley,053343,2014,17,94,88,100,100
Berkeley,053343,2015,20,100,80,95,100
Berkeley,053343,2016,21,100,95,100,100
Berkeley,053343,2017,16,100,88,94,94
Berkeley,053343,2018,16,94,94,100,100
Berkeley,053343,2019,13,100,92,100,100
Berkeley,053343,2020,13,100,92,100,
Berkeley,053343,2021,16,88,94,,
Berkeley,053343,2022,19,95,,,
Berkeley,053343,2023,24,100,,,
Berkeley,053343,2024,26,92,,,
Berkeley,053344,2024,12,100,,,
Berkeley,053370,2016,13,100,100,100,100
Berkeley,053370,2018,13,100,92,100,100
Berkeley,053379,2021,11,100,100,,
Berkeley,053400,2013,11,91,18,36,64
Berkeley,053400,2014,10,100,40,100,100
Berkeley,053400,2019,10,90,60,70,70
Berkeley,053410,1999,10,90,50,90,90
Berkeley,053410,2007,11,91,82,82,91
Berkeley,053410,2014,10,90,80,90,90
Berkeley,053410,2015,12,100,75,100,100
Berkeley,053410,2016,19,100,89,95,95
Berkeley,053410,2017,17,100,88,100,100
Berkeley,053410,2018,12,100,67,100,100
Berkeley,053410,2019,13,92,92,100,100
Berkeley,053410,2020,13,100,92,100,
Berkeley,053410,2022,13,100,,,
Berkeley,053410,2023,11,100,,,
Berkeley,053430,1999,11,100,64,100,100
Berkeley,053430,2021,10,90,90,,
Berkeley,053460,2009,10,80,80,90,90
Berkeley,053460,2016,12,100,100,100,100
Berkeley,053460,2021,21,100,95,,
Berkeley,053460,2022,12,92,,,
Berkeley,053460,2023,11,100,,,
Berkeley,053460,2024,15,100,,,
Berkeley,053462,1999,20,95,75,80,90
Berkeley,053462,2000,20,100,75,95,95
Berkeley,053462,2001,20,95,75,90,90
Berkeley,053462,2002,11,91,73,91,91
Berkeley,053462,2003,18,94,72,83,89
Berkeley,053462,2004,17,100,88,100,100
Berkeley,053462,2005,23,100,83,100,100
Berkeley,053462,2007,18,100,83,100,100
Berkeley,053462,2008,28,100,93,96,96
Berkeley,053462,2009,32,97,72,91,91
Berkeley,053462,2010,17,100,100,100,100
Berkeley,053462,2011,22,100,73,95,95
Berkeley,053462,2012,24,100,79,100,100
Berkeley,053462,2013,26,100,88,96,100
Berkeley,053462,2014,18,100,83,100,100
Berkeley,053462,2015,23,100,91,100,100
Berkeley,053462,2016,28,100,96,96,96
Berkeley,053462,2017,19,100,84,100,100
Berkeley,053462,2018,10,100,100,100,100
Berkeley,053462,2019,31,100,97,100,100
Berkeley,053462,2020,14,93,93,100,
Berkeley,053462,2021,18,100,83,,
Berkeley,053462,2022,22,100,,,
Berkeley,053462,2023,31,100,,,
Berkeley,053462,2024,21,100,,,
Berkeley,053463,1999,28,100,89,100,100
Berkeley,053463,2000,37,97,78,95,95
Berkeley,053463,2001,32,97,78,91,94
Berkeley,053463,2002,28,100,71,96,100
Berkeley,053463,2003,28,100,86,89,93
Berkeley,053463,2004,41,98,85,95,95
Berkeley,053463,2005,29,97,93,97,97
Berkeley,053463,2006,36,100,86,94,94
Berkeley,053463,2007,42,100,98,98,98
Berkeley,053463,2008,45,98,91,96,96
Berkeley,053463,2009,35,100,89,97,97
Berkeley,053463,2010,48,100,85,94,98
Berkeley,053463,2011,38,100,92,100,100
Berkeley,053463,2012,36,100,94,94,94
Berkeley,053463,2013,29,97,72,93,97
Berkeley,053463,2014,27,100,85,96,96
Berkeley,053463,2015,36,97,92,94,97
Berkeley,053463,2016,49,98,82,96,98
Berkeley,053463,2017,34,100,88,94,97
Berkeley,053463,2018,35,100,89,94,97
Berkeley,053463,2019,40,100,98,98,98
Berkeley,053463,2020,10,100,100,100,
Berkeley,053463,2021,15,93,93,,
Berkeley,053463,2022,28,100,,,
Berkeley,053463,2023,13,100,,,
Berkeley,053463,2024,32,100,,,
Berkeley,053466,1999,26,96,77,92,92
Berkeley,053466,2000,27,100,85,93,96
Berkeley,053466,2001,30,93,73,90,90
Berkeley,053466,2002,24,100,88,100,100
Berkeley,053466,2003,33,97,76,97,97
Berkeley,053466,2004,32,100,88,91,94
Berkeley,053466,2005,42,100,86,100,100
Berkeley,053466,2006,40,100,93,100,100
Berkeley,053466,2007,41,100,83,95,98
Berkeley,053466,2008,36,100,94,97,97
Berkeley,053466,2009,53,100,83,94,94
Berkeley,053466,2010,28,100,82,93,100
Berkeley,053466,2011,29,100,79,90,90
Berkeley,053466,2012,28,100,100,100,100
Berkeley,053466,2013,41,98,90,100,100
Berkeley,053466,2014,44,100,91,95,95
Berkeley,053466,2015,33,100,100,100,100
Berkeley,053466,2016,59,100,90,95,95
Berkeley,053466,2017,41,98,88,98,98
Berkeley,053466,2018,33,100,100,100,100
Berkeley,053466,2019,40,95,93,98,98
Berkeley,053466,2020,17,100,94,94,
Berkeley,053466,2021,33,100,94,,
Berkeley,053466,2022,32,97,,,
Berkeley,053466,2023,45,98,,,
Berkeley,053466,2024,28,100,,,
Berkeley,053467,2004,11,100,36,73,82
Berkeley,053495,2005,10,100,100,100,100
Berkeley,053495,2006,10,100,90,100,100
Berkeley,053495,2007,19,100,84,100,100
Berkeley,053495,2008,10,100,90,100,100
Berkeley,053495,2013,11,91,91,91,91
Berkeley,053495,2014,14,100,86,86,86
Berkeley,053495,2016,16,100,88,100,100
Berkeley,053495,2017,16,94,63,88,88
Berkeley,053495,2021,10,100,80,,
Berkeley,053495,2022,16,94,,,
Berkeley,053495,2023,16,100,,,
Berkeley,053495,2024,18,94,,,
Berkeley,053499,2018,13,100,92,92,92
Berkeley,053502,1999,10,100,70,100,100
Berkeley,053502,2007,11,100,55,100,100
Berkeley,053502,2014,10,90,70,80,80
Berkeley,053502,2021,11,91,91,,
Berkeley,053503,1999,14,86,57,71,79
Berkeley,053503,2000,19,100,58,89,95
Berkeley,053503,2001,10,100,80,100,100
Berkeley,053503,2002,13,92,85,100,100
Berkeley,053503,2003,15,100,80,100,100
Berkeley,053503,2004,10,100,100,100,100
Berkeley,053503,2005,10,100,90,90,90
Berkeley,053503,2009,22,100,64,73,82
Berkeley,053503,2010,13,100,92,100,100
Berkeley,053503,2011,12,100,92,100,100
Berkeley,053503,2012,13,100,85,92,92
Berkeley,053503,2013,10,100,90,100,100
Berkeley,053503,2015,11,100,91,91,91
Berkeley,053503,2016,19,89,79,84,84
Berkeley,053503,2017,20,100,85,95,95
Berkeley,053503,2018,13,85,85,92,92
Berkeley,053503,2019,18,100,94,94,94
Berkeley,053503,2020,18,100,100,100,
Berkeley,053503,2021,21,100,86,,
Berkeley,053503,2022,19,100,,,
Berkeley,053515,2006,11,91,36,73,82
Berkeley,053520,2022,10,100,,,
Berkeley,053521,2000,10,90,70,80,90
Berkeley,053521,2009,10,90,70,100,100
Berkeley,053521,2017,10,100,80,100,100
Berkeley,053521,2019,10,100,80,100,100
Berkeley,053521,2020,11,100,91,100,
Berkeley,053522,2001,12,100,83,92,100
Berkeley,053522,2009,10,100,80,90,90
Berkeley,053522,2014,11,91,82,82,100
Berkeley,053522,2015,12,100,100,100,100
Berkeley,053522,2016,11,100,91,100,100
Berkeley,053586,2009,12,100,83,92,92
Berkeley,053595,2019,10,100,90,90,90
Berkeley,053608,2016,10,90,70,90,90
Berkeley,053615,2023,10,100,,,
Berkeley,053630,2024,11,100,,,
Berkeley,053633,2000,11,100,82,100,100
Berkeley,053635,1999,16,94,69,94,94
Berkeley,053635,2000,17,100,71,100,100
Berkeley,053635,2001,13,100,62,85,85
Berkeley,053635,2002,16,100,69,100,100
Berkeley,053635,2003,15,100,60,87,87
Berkeley,053635,2004,10,100,70,90,90
Berkeley,053635,2007,10,100,100,100,100
Berkeley,053635,2008,11,100,82,100,100
Berkeley,053635,2009,11,100,64,91,91
Berkeley,053635,2011,10,100,70,80,90
Berkeley,053635,2012,11,100,64,91,91
Berkeley,053635,2014,12,100,92,92,100
Berkeley,053635,2020,14,100,86,100,
Berkeley,053635,2022,17,100,,,
Berkeley,053635,2023,13,100,,,
Berkeley,053665,2021,10,100,80,,
Berkeley,053676,1999,14,100,57,86,93
Berkeley,053676,2000,18,100,72,83,94
Berkeley,053676,2001,20,95,75,100,100
Berkeley,053676,2002,14,100,86,93,100
Berkeley,053676,2004,17,100,88,100,100
Berkeley,053676,2005,21,100,90,100,100
Berkeley,053676,2006,17,94,71,94,94
Berkeley,053676,2007,23,100,78,96,100
Berkeley,053676,2008,17,100,94,100,100
Berkeley,053676,2009,11,82,73,100,100
Berkeley,053676,2010,13,100,77,100,100
Berkeley,053676,2011,10,100,80,80,90
Berkeley,053676,2012,20,95,80,90,90
Berkeley,053676,2013,16,100,81,94,94
Berkeley,053676,2014,20,95,75,85,90
Berkeley,053676,2015,17,100,94,100,100
Berkeley,053676,2016,26,100,88,96,96
Berkeley,053676,2017,17,100,82,100,100
Berkeley,053676,2018,17,100,94,94,100
Berkeley,053676,2019,24,100,83,96,96
Berkeley,053676,2020,14,100,79,86,
Berkeley,053676,2021,14,100,93,,
Berkeley,053676,2022,19,89,,,
Berkeley,053676,2023,11,91,,,
Berkeley,053680,1999,13,62,31,54,77
Berkeley,053680,2000,11,91,36,73,91
Berkeley,053680,2001,10,100,60,90,100
Berkeley,053680,2003,11,100,55,91,91
Berkeley,053680,2023,11,100,,,
Berkeley,053680,2024,11,100,,,
Berkeley,053739,2023,10,100,,,
Berkeley,053801,1999,12,92,75,92,92
Berkeley,053801,2000,11,100,91,91,91
Berkeley,053801,2001,16,100,69,88,94
Berkeley,053801,2002,15,100,80,93,100
Berkeley,053801,2003,10,90,80,90,100
Berkeley,053801,2004,15,93,87,93,93
Berkeley,053801,2005,13,100,85,100,100
Berkeley,053801,2006,11,100,64,91,91
Berkeley,053801,2009,10,100,80,80,90
Berkeley,053801,2019,10,100,100,100,100
Berkeley,053801,2023,10,100,,,
Berkeley,053801,2024,11,100,,,
Berkeley,053806,2021,11,100,100,,
Berkeley,053806,2022,15,100,,,
Berkeley,053806,2023,10,100,,,
Berkeley,053808,2004,10,100,30,70,70
Berkeley,053808,2020,10,100,100,100,
Berkeley,053808,2022,13,100,,,
Berkeley,053808,2024,12,100,,,
Berkeley,053864,2015,11,91,82,91,91
Berkeley,053864,2016,15,100,80,100,100
Berkeley,053864,2017,12,100,92,100,100
Berkeley,053864,2018,11,91,73,100,100
Berkeley,053864,2020,12,92,83,83,
Berkeley,053864,2021,10,100,90,,
Berkeley,053864,2022,13,100,,,
Berkeley,053864,2024,17,100,,,
Berkeley,053880,2014,13,100,69,92,92
Berkeley,053880,2016,10,100,100,100,100
Berkeley,053880,2017,12,100,83,92,92
Berkeley,053880,2024,13,100,,,
Berkeley,053903,2023,10,100,,,
Berkeley,053907,2018,11,91,64,82,91
Berkeley,053970,2023,11,100,,,
Berkeley,054078,2022,16,100,,,
Berkeley,054101,2022,10,100,,,
Berkeley,054166,2018,13,100,92,92,92
Berkeley,054166,2020,19,100,84,89,
Berkeley,054166,2022,10,100,,,
Berkeley,054166,2023,10,100,,,
Berkeley,054166,2024,20,100,,,
Berkeley,054204,2019,11,100,91,91,91
Berkeley,054204,2020,10,80,60,90,
Berkeley,054204,2021,15,100,80,,
Berkeley,054204,2024,10,100,,,
Berkeley,054303,2022,10,100,,,
Berkeley,054303,2024,12,92,,,
Berkeley,054321,2021,10,100,100,,
Berkeley,054351,2013,10,100,80,100,100
Berkeley,054351,2014,15,100,93,100,100
Berkeley,054351,2015,17,100,88,100,100
Berkeley,054351,2016,28,100,89,96,96
Berkeley,054351,2017,18,100,89,89,89
Berkeley,054351,2018,10,100,90,90,90
Berkeley,054351,2019,11,100,91,91,91
Berkeley,054351,2021,10,100,80,,
Berkeley,054351,2022,15,100,,,
Berkeley,054351,2023,17,88,,,
Berkeley,054351,2024,30,100,,,
Berkeley,054553,2020,10,90,60,80,
Berkeley,054553,2021,13,77,38,,
Berkeley,054663,2024,12,100,,,
Berkeley,054776,2018,12,92,83,100,100
Berkeley,054776,2019,18,100,89,94,100
Berkeley,054776,2024,11,100,,,
Berkeley,054813,2021,11,100,100,,
Berkeley,054813,2024,19,100,,,
Davis,050003,2000,12,92,83,92,92
Davis,050003,2004,12,92,50,92,92
Davis,050003,2007,10,90,70,80,80
Davis,050003,2015,11,91,73,82,82
Davis,050003,2017,10,100,90,90,90
Davis,050003,2021,11,100,100,,
Davis,050005,1999,21,100,52,86,86
Davis,050005,2000,20,95,45,70,70
Davis,050005,2001,19,89,74,79,84
Davis,050005,2002,22,91,64,82,95
Davis,050005,2003,23,100,74,96,96
Davis,050005,2004,38,92,58,87,87
Davis,050005,2005,24,100,29,92,100
Davis,050005,2006,31,90,26,68,77
Davis,050005,2007,20,85,70,80,85
Davis,050005,2008,28,100,61,93,96
Davis,050005,2009,32,100,53,88,97
Davis,050005,2010,30,93,50,87,90
Davis,050005,2011,19,89,68,95,100
Davis,050005,2012,36,97,86,92,94
Davis,050005,2013,29,100,69,93,93
Davis,050005,2014,14,100,64,100,100
Davis,050005,2015,13,100,62,100,100
Davis,050005,2016,13,100,85,100,100
Davis,050005,2017,18,100,83,100,100
Davis,050005,2018,14,100,86,100,100
Davis,050005,2019,16,100,69,94,100
Davis,050005,2020,20,100,80,95,
Davis,050005,2021,15,93,73,,
Davis,050005,2022,18,100,,,
Davis,050005,2023,20,100,,,
Davis,050005,2024,16,94,,,
Davis,050015,2006,13,92,69,85,85
Davis,050015,2019,10,100,90,100,100
Davis,050015,2020,13,100,85,92,
Davis,050015,2023,13,100,,,
Davis,050015,2024,12,100,,,
Davis,050035,1999,14,93,57,86,93
Davis,050035,2000,13,100,38,69,69
Davis,050035,2001,16,88,38,81,81
Davis,050035,2002,22,95,36,64,73
Davis,050035,2003,15,87,47,87,87
Davis,050035,2004,20,100,45,65,85
Davis,050035,2005,16,100,63,94,94
Davis,050035,2006,28,100,36,93,93
Davis,050035,2007,19,95,68,79,84
Davis,050035,2008,20,95,55,85,90
Davis,050035,2009,18,83,56,83,94
Davis,050035,2010,14,93,50,71,71
Davis,050035,2011,20,95,70,85,85
Davis,050035,2012,13,100,77,100,100
Davis,050035,2013,20,95,70,95,100
Davis,050035,2014,11,100,82,100,100
Davis,050035,2015,12,100,67,100,100
Davis,050035,2017,11,100,73,91,91
Davis,050035,2018,10,100,60,90,100
Davis,050035,2020,11,100,82,91,
Davis,050035,2022,22,100,,,
Davis,050035,2023,17,88,,,
Davis,050035,2024,13,100,,,
Davis,050050,2000,10,80,50,80,80
Davis,050050,2012,12,92,67,75,92
Davis,050050,2014,10,100,80,90,100
Davis,050050,2022,10,100,,,
Davis,050050,2023,11,100,,,
Davis,050055,2014,12,100,67,92,100
Davis,050055,2021,13,100,85,,
Davis,050055,2023,10,90,,,
Davis,050109,2000,12,83,50,75,75
Davis,050109,2001,16,100,38,69,69
Davis,050109,2002,13,92,62,92,92
Davis,050109,2003,13,100,31,77,92
Davis,050109,2004,10,80,50,70,70
Davis,050109,2005,10,100,80,90,90
Davis,050109,2006,15,87,60,67,87
Davis,050109,2007,13,92,46,85,85
Davis,050109,2008,12,92,58,83,83
Davis,050109,2015,14,100,64,100,100
Davis,050119,2002,11,91,36,73,82
Davis,050119,2003,10,100,30,50,60
Davis,050119,2006,10,100,20,70,90
Davis,050130,2001,14,79,36,64,79
Davis,050130,2002,12,100,50,83,100
Davis,050130,2003,14,100,50,86,93
Davis,050130,2004,13,92,54,77,77
Davis,050130,2005,11,82,55,82,91
Davis,050130,2006,18,94,39,78,83
Davis,050130,2007,17,94,76,88,88
Davis,050130,2008,26,96,69,96,96
Davis,050130,2009,16,100,50,81,94
Davis,050130,2010,17,94,59,82,88
Davis,050130,2011,15,100,73,87,100
Davis,050130,2012,25,100,84,100,100
Davis,050130,2013,15,100,87,100,100
Davis,050130,2014,27,93,70,89,89
Davis,050130,2016,16,100,94,100,100
Davis,050130,2017,12,83,75,83,83
Davis,050130,2018,15,100,93,93,100
Davis,050130,2019,15,93,80,87,87
Davis,050130,2021,21,100,81,,
Davis,050130,2022,12,100,,,
Davis,050130,2023,14,100,,,
Davis,050130,2024,19,95,,,
Davis,050150,2002,10,90,60,80,90
Davis,050170,2003,14,93,36,79,79
Davis,050170,2004,11,82,45,73,73
Davis,050170,2005,19,100,53,89,89
Davis,050170,2006,10,90,50,80,80
Davis,050170,2007,12,83,75,75,75
Davis,050170,2008,13,100,62,85,92
Davis,050170,2009,11,100,82,100,100
Davis,050170,2010,10,100,80,90,90
Davis,050270,2001,11,73,18,64,91
Davis,050270,2002,10,90,60,80,80
Davis,050270,2003,15,93,53,87,87
Davis,050270,2004,12,100,33,75,83
Davis,050270,2005,13,100,38,92,92
Davis,050270,2006,20,95,60,85,95
Davis,050270,2007,14,79,64,71,79
Davis,050270,2008,13,85,54,69,77
Davis,050270,2011,17,94,71,88,88
Davis,050270,2012,13,100,85,92,100
Davis,050270,2013,15,100,73,80,80
Davis,050270,2014,16,100,88,88,88
Davis,050270,2015,25,100,88,96,96
Davis,050270,2016,20,95,75,90,90
Davis,050270,2017,12,92,75,83,92
Davis,050270,2018,24,96,83,96,96
Davis,050270,2020,18,100,72,89,
Davis,050270,2021,37,92,84,,
Davis,050270,2022,29,100,,,
Davis,050270,2023,18,94,,,
Davis,050270,2024,20,100,,,
Davis,050275,2001,19,100,63,89,89
Davis,050275,2003,10,100,50,80,90
Davis,050275,2006,16,94,81,88,88
Davis,050275,2008,10,100,60,90,90
Davis,050280,1999,10,100,40,90,100
Davis,050280,2000,18,89,28,50,50
Davis,050280,2001,11,91,82,91,100
Davis,050280,2002,16,88,38,88,88
Davis,050280,2004,11,100,64,91,91
Davis,050280,2005,13,100,85,100,100
Davis,050280,2006,27,100,63,85,85
Davis,050280,2007,14,100,64,93,93
Davis,050280,2008,14,100,64,100,100
Davis,050280,2009,23,100,65,87,87
Davis,050280,2010,13,92,77,92,92
Davis,050280,2011,15,100,60,87,87
Davis,050280,2012,11,100,64,91,91
Davis,050280,2014,11,91,45,82,91
Davis,050280,2017,10,90,80,80,80
Davis,050280,2018,12,92,92,92,92
Davis,050280,2020,12,100,67,75,
Davis,050280,2024,10,100,,,
Davis,050285,2009,10,100,80,100,100
Davis,050290,1999,16,94,31,63,94
Davis,050290,2000,18,100,61,89,89
Davis,050290,2001,17,94,35,71,88
Davis,050290,2002,25,88,48,80,84
Davis,050290,2003,21,95,57,90,100
Davis,050290,2004,13,85,31,62,62
Davis,050290,2005,28,93,46,75,82
Davis,050290,2006,18,78,44,67,67
Davis,050290,2007,25,76,36,68,72
Davis,050290,2008,18,89,39,72,83
Davis,050290,2009,17,100,59,82,88
Davis,050290,2010,23,100,52,96,96
Davis,050290,2011,17,88,65,82,94
Davis,050290,2012,24,88,42,79,83
Davis,050290,2013,24,88,58,92,92
Davis,050290,2014,18,94,56,94,100
Davis,050290,2015,18,94,61,72,89
Davis,050290,2016,29,93,72,90,90
Davis,050290,2017,19,95,84,95,95
Davis,050290,2018,17,100,71,88,94
Davis,050290,2019,13,100,69,100,100
Davis,050290,2020,23,96,65,83,
Davis,050290,2021,25,100,84,,
Davis,050290,2022,22,91,,,
Davis,050290,2023,14,86,,,
Davis,050290,2024,20,95,,,
Davis,050310,2001,13,92,15,77,85
Davis,050310,2007,11,82,27,45,45
Davis,050370,2023,10,90,,,
Davis,050372,2021,10,100,80,,
Davis,050372,2024,19,100,,,
Davis,050375,2016,13,100,62,92,100
Davis,050375,2020,13,85,85,85,
Davis,050386,2015,15,100,60,80,93
Davis,050386,2017,13,100,62,92,92
Davis,050386,2024,10,100,,,
Davis,050400,2019,11,100,82,100,100
Davis,050410,1999,13,100,38,77,92
Davis,050410,2000,14,93,79,100,100
Davis,050410,2001,14,93,43,79,86
Davis,050410,2002,10,90,40,80,80
Davis,050410,2003,13,100,69,77,92
Davis,050410,2004,10,100,40,90,90
Davis,050410,2005,14,79,57,71,79
Davis,050410,2006,17,94,71,76,88
Davis,050410,2009,10,90,30,80,90
Davis,050410,2010,15,100,67,87,87
Davis,050410,2020,10,100,80,90,
Davis,050410,2021,11,100,82,,
Davis,050410,2022,14,93,,,
Davis,050421,2002,16,94,75,94,94
Davis,050421,2003,12,100,75,83,100
Davis,050421,2004,11,100,45,82,91
Davis,050421,2005,10,90,50,90,90
Davis,050421,2006,16,88,56,75,75
Davis,050421,2008,20,85,75,90,95
Davis,050421,2010,12,92,75,83,83
Davis,050435,2023,10,90,,,
Davis,050438,2000,10,100,50,80,100
Davis,050466,1999,10,90,20,60,60
Davis,050466,2000,14,86,29,79,79
Davis,050466,2002,11,91,64,91,91
Davis,050466,2003,13,100,69,85,100
Davis,050466,2005,10,90,60,90,90
Davis,050466,2006,15,100,73,80,87
Davis,050466,2007,10,100,80,100,100
Davis,050466,2008,13,92,85,85,85
Davis,050466,2009,11,100,73,100,100
Davis,050466,2011,11,100,64,91,91
Davis,050466,2012,19,95,63,89,95
Davis,050466,2013,14,93,71,93,93
Davis,050466,2014,10,100,90,100,100
Davis,050466,2015,11,91,73,100,100
Davis,050466,2016,16,94,69,88,94
Davis,050466,2023,11,100,,,
Davis,050466,2024,13,100,,,
Davis,050472,1999,12,100,67,100,100
Davis,050472,2009,10,100,80,90,90
Davis,050472,2012,10,100,70,100,100
Davis,050472,2015,10,100,80,100,100
Davis,050472,2016,14,100,86,100,100
Davis,050472,2024,10,100,,,
Davis,050475,2010,10,100,70,90,100
Davis,050489,2007,14,86,21,64,79
Davis,050489,2018,10,80,20,80,80
Davis,050491,2010,10,90,50,80,80
Davis,050500,1999,17,94,59,88,88
Davis,050500,2000,22,95,45,95,95
Davis,050500,2001,18,94,50,83,89
Davis,050500,2002,27,96,48,93,93
Davis,050500,2003,23,96,61,87,91
Davis,050500,2004,34,94,68,85,85
Davis,050500,2005,19,84,68,79,89
Davis,050500,2006,37,100,62,73,84
Davis,050500,2007,24,96,58,88,88
Davis,050500,2008,24,92,63,79,88
Davis,050500,2009,22,82,73,95,95
Davis,050500,2010,36,97,56,86,89
Davis,050500,2011,36,97,69,83,89
Davis,050500,2012,26,92,69,92,96
Davis,050500,2013,16,100,63,88,94
Davis,050500,2014,28,96,86,93,96
Davis,050500,2015,11,91,55,100,100
Davis,050500,2016,16,100,81,100,100
Davis,050500,2017,19,95,84,95,95
Davis,050500,2018,25,96,80,92,92
Davis,050500,2019,17,94,82,88,94
Davis,050500,2020,31,100,84,97,
Davis,050500,2021,31,100,90,,
Davis,050500,2022,22,100,,,
Davis,050500,2023,14,93,,,
Davis,050500,2024,27,96,,,
Davis,050517,2024,11,82,,,
