campus,ceeb,entry_year,cohort_n,ret1_pct,grad4_pct,grad5_pct,grad6_pct
All,050003,1999,55,91,49,69,73
All,050003,2000,70,96,76,91,93
All,050003,2001,69,97,71,88,90
All,050003,2002,45,91,73,87,91
All,050003,2003,79,96,71,92,94
All,050003,2004,67,97,73,91,93
All,050003,2005,70,91,79,91,93
All,050003,2006,70,94,80,90,93
All,050003,2007,64,91,66,83,86
All,050003,2008,61,98,75,87,89
All,050003,2009,72,88,71,83,85
All,050003,2010,47,94,70,83,83
All,050003,2011,39,92,77,87,87
All,050003,2012,56,95,86,93,95
All,050003,2013,47,98,81,94,94
All,050003,2014,47,94,81,89,89
All,050003,2015,51,98,88,94,94
All,050003,2016,39,97,79,85,87
All,050003,2017,63,94,78,87,92
All,050003,2018,49,96,84,88,90
All,050003,2019,36,92,83,86,89
All,050003,2020,56,98,91,96,
All,050003,2021,53,96,92,,
All,050003,2022,59,98,,,
All,050003,2023,42,95,,,
All,050003,2024,48,98,,,
All,050005,1999,69,93,52,83,84
All,050005,2000,61,90,44,70,79
All,050005,2001,72,94,63,83,88
All,050005,2002,65,94,62,80,91
All,050005,2003,70,96,71,90,93
All,050005,2004,90,93,62,93,93
All,050005,2005,88,95,45,88,92
All,050005,2006,95,95,56,84,88
All,050005,2007,96,96,70,88,91
All,050005,2008,112,96,63,89,91
All,050005,2009,92,97,59,84,90
All,050005,2010,97,96,67,89,91
All,050005,2011,86,95,71,92,94
All,050005,2012,104,97,81,94,96
All,050005,2013,110,97,77,90,92
All,050005,2014,95,97,72,94,98
All,050005,2015,89,99,84,97,97
All,050005,2016,92,95,82,92,92
All,050005,2017,107,96,84,93,94
All,050005,2018,78,96,83,91,91
All,050005,2019,100,96,83,96,97
All,050005,2020,112,96,77,91,
All,050005,2021,74,96,78,,
All,050005,2022,97,94,,,
All,050005,2023,95,96,,,
All,050005,2024,90,94,,,
All,050006,1999,23,100,74,91,96
All,050006,2000,38,95,58,87,87
All,050006,2001,36,94,61,89,92
All,050006,2002,41,95,68,90,90
All,050006,2003,46,85,63,83,83
All,050006,2004,48,92,65,92,96
All,050006,2005,51,96,73,90,92
All,050006,2006,60,98,78,93,93
All,050006,2007,47,96,74,91,96
All,050006,2008,73,96,85,92,95
All,050006,2009,41,90,73,80,83
All,050006,2010,40,98,85,90,93
All,050006,2011,48,100,85,96,100
All,050006,2012,54,94,76,93,93
All,050006,2013,49,100,88,94,96
All,050006,2014,42,98,83,88,93
All,050006,2015,52,96,88,94,96
All,050006,2016,59,93,81,93,93
All,050006,2017,48,100,94,100,100
All,050006,2018,49,98,86,90,94
All,050006,2019,52,92,79,90,90
All,050006,2020,73,96,84,95,
All,050006,2021,61,97,85,,
All,050006,2022,49,100,,,
All,050006,2023,60,98,,,
All,050006,2024,65,100,,,
All,050011,2016,17,100,65,82,94
All,050011,2017,11,100,82,91,91
All,050011,2021,13,77,62,,
All,050015,1999,12,83,25,67,67
All,050015,2000,29,97,48,86,93
All,050015,2001,30,93,43,70,73
All,050015,2002,22,91,59,82,95
All,050015,2003,27,85,56,81,81
All,050015,2004,28,93,54,82,89
All,050015,2005,21,90,43,76,81
All,050015,2006,42,95,55,79,81
All,050015,2007,24,92,50,75,79
All,050015,2008,27,100,81,96,96
All,050015,2009,21,100,67,86,90
All,050015,2010,22,100,55,95,100
All,050015,2011,30,93,70,80,90
All,050015,2012,23,96,52,91,91
All,050015,2013,25,92,60,96,96
All,050015,2014,28,96,75,89,89
All,050015,2015,23,83,65,83,91
All,050015,2016,25,92,60,84,88
All,050015,2017,28,100,82,96,96
All,050015,2018,40,95,60,78,83
All,050015,2019,36,86,72,89,89
All,050015,2020,35,97,74,86,
All,050015,2021,38,95,79,,
All,050015,2022,30,93,,,
All,050015,2023,45,98,,,
All,050015,2024,38,97,,,
All,050020,1999,15,93,33,60,80
All,050020,2000,15,93,60,87,87
All,050020,2001,16,94,44,81,81
All,050020,2002,25,96,60,84,84
All,050020,2003,18,100,39,72,72
All,050020,2004,12,92,67,83,83
All,050020,2005,16,75,38,56,56
All,050020,2006,20,90,70,75,80
All,050020,2007,19,84,42,58,68
All,050020,2008,17,100,53,94,94
All,050020,2009,13,100,85,100,100
All,050020,2010,13,92,77,92,92
All,050020,2011,15,87,60,80,87
All,050020,2012,13,100,46,77,77
All,050020,2014,14,93,86,100,100
All,050020,2015,11,100,73,100,100
All,050020,2016,13,100,69,85,92
All,050020,2017,11,100,100,100,100
All,050020,2018,19,100,95,100,100
All,050020,2019,13,92,62,85,92
All,050020,2020,30,90,70,87,
All,050020,2021,22,100,86,,
All,050020,2022,16,100,,,
All,050020,2023,30,87,,,
All,050020,2024,28,96,,,
All,050029,2010,12,100,83,92,92
All,050029,2011,15,93,93,100,100
All,050029,2012,11,100,73,91,100
All,050029,2013,19,89,79,79,79
All,050029,2014,16,88,81,94,94
All,050029,2015,14,100,79,93,93
All,050029,2016,19,100,84,100,100
All,050029,2017,19,95,95,95,95
All,050029,2018,19,95,95,95,100
All,050029,2019,19,95,84,95,95
All,050029,2020,21,95,76,90,
All,050029,2021,19,84,95,,
All,050029,2022,19,100,,,
All,050029,2023,21,100,,,
All,050029,2024,17,94,,,
All,050035,1999,42,88,52,81,86
All,050035,2000,61,90,39,79,82
All,050035,2001,62,90,52,81,81
All,050035,2002,51,92,51,78,84
All,050035,2003,50,92,58,86,90
All,050035,2004,65,95,62,83,91
All,050035,2005,77,95,65,88,91
All,050035,2006,106,93,58,85,87
All,050035,2007,56,95,66,80,84
All,050035,2008,73,93,60,88,90
All,050035,2009,66,94,64,89,97
All,050035,2010,61,95,67,82,89
All,050035,2011,65,98,75,88,88
All,050035,2012,64,97,72,91,94
All,050035,2013,59,95,66,90,93
All,050035,2014,51,98,82,96,98
All,050035,2015,62,100,77,94,94
All,050035,2016,48,98,81,98,98
All,050035,2017,57,100,77,89,93
All,050035,2018,56,96,68,89,93
All,050035,2019,66,91,80,92,95
All,050035,2020,63,98,76,94,
All,050035,2021,55,96,78,,
All,050035,2022,73,97,,,
All,050035,2023,81,93,,,
All,050035,2024,74,95,,,
All,050038,2019,24,83,54,67,67
All,050038,2020,53,85,47,64,
All,050038,2021,45,76,38,,
All,050038,2022,59,83,,,
All,050038,2023,66,88,,,
All,050038,2024,92,89,,,
All,050050,1999,94,90,48,81,84
All,050050,2000,87,90,56,83,85
All,050050,2001,88,98,64,85,88
All,050050,2002,86,90,69,85,88
All,050050,2003,97,97,69,90,95
All,050050,2004,95,98,72,94,96
All,050050,2005,108,98,73,95,95
All,050050,2006,134,96,71,93,95
All,050050,2007,128,95,73,91,91
All,050050,2008,110,96,67,91,92
All,050050,2009,106,97,78,94,95
All,050050,2010,130,98,74,94,95
All,050050,2011,123,95,77,90,92
All,050050,2012,100,97,81,93,97
All,050050,2013,87,99,86,97,98
All,050050,2014,96,97,80,90,93
All,050050,2015,74,97,85,92,93
All,050050,2016,85,99,88,95,96
All,050050,2017,64,100,89,95,95
All,050050,2018,92,100,85,93,96
All,050050,2019,102,96,85,92,94
All,050050,2020,78,92,72,81,
All,050050,2021,66,95,83,,
All,050050,2022,78,92,,,
All,050050,2023,66,92,,,
All,050050,2024,66,95,,,
All,050051,2020,20,90,55,75,
All,050051,2021,19,95,74,,
All,050051,2022,13,100,,,
All,050051,2023,16,94,,,
All,050055,1999,69,96,55,87,91
All,050055,2000,102,96,59,90,94
All,050055,2001,72,96,69,90,92
All,050055,2002,88,99,68,91,93
All,050055,2003,103,97,61,89,90
All,050055,2004,88,97,73,94,95
All,050055,2005,87,97,75,91,94
All,050055,2006,117,97,72,93,95
All,050055,2007,109,95,70,88,91
All,050055,2008,87,98,84,94,95
All,050055,2009,101,99,78,96,96
All,050055,2010,94,98,77,94,96
All,050055,2011,105,97,81,90,90
All,050055,2012,91,98,79,97,97
All,050055,2013,109,99,82,96,99
All,050055,2014,93,100,82,96,98
All,050055,2015,94,96,85,95,96
All,050055,2016,100,97,85,91,93
All,050055,2017,81,98,88,93,93
All,050055,2018,109,98,89,94,94
All,050055,2019,106,98,87,92,92
All,050055,2020,113,96,83,89,
All,050055,2021,106,100,87,,
All,050055,2022,97,98,,,
All,050055,2023,88,95,,,
All,050055,2024,109,96,,,
All,050060,1999,25,88,44,84,84
All,050060,2000,31,97,35,81,87
All,050060,2001,25,96,64,76,84
All,050060,2002,27,89,63,85,85
All,050060,2003,15,87,47,67,67
All,050060,2004,26,92,46,77,77
All,050060,2005,29,97,55,90,90
All,050060,2006,17,100,53,76,82
All,050060,2007,32,94,44,84,88
All,050060,2008,26,96,85,85,85
All,050060,2009,15,93,67,87,93
All,050060,2010,13,100,54,92,92
All,050060,2011,15,87,67,87,87
All,050060,2012,20,95,70,90,90
All,050060,2013,11,91,45,82,91
All,050060,2015,11,100,91,100,100
All,050060,2016,12,100,92,92,100
All,050060,2019,11,82,73,82,82
All,050060,2020,17,88,65,76,
All,050060,2021,14,93,86,,
All,050060,2022,13,92,,,
All,050060,2023,15,100,,,
All,050060,2024,12,92,,,
All,050063,1999,66,94,52,77,80
All,050068,2010,19,95,42,63,74
All,050068,2011,19,89,53,74,74
All,050068,2012,21,76,24,48,57
All,050068,2013,15,67,13,40,40
All,050068,2014,17,94,35,71,71
All,050068,2015,12,92,75,92,92
All,050068,2016,17,82,53,71,71
All,050068,2017,16,81,63,69,75
All,050068,2018,16,88,38,56,69
All,050068,2020,14,86,57,57,
All,050068,2021,10,100,80,,
All,050075,1999,10,70,70,90,90
All,050075,2000,23,91,65,78,83
All,050075,2001,20,95,50,75,85
All,050075,2002,26,92,58,77,77
All,050075,2003,23,96,61,83,87
All,050075,2004,22,95,50,82,82
All,050075,2005,21,100,76,95,95
All,050075,2006,26,92,50,73,77
All,050075,2007,26,92,65,81,85
All,050075,2008,17,94,47,94,94
All,050075,2009,14,100,64,93,93
All,050075,2010,14,100,64,93,93
All,050075,2011,17,94,65,88,88
All,050075,2012,24,96,67,83,83
All,050075,2013,14,93,43,86,86
All,050075,2014,21,95,71,90,95
All,050075,2015,10,90,60,80,90
All,050075,2017,15,100,87,93,93
All,050075,2019,10,100,70,100,100
All,050075,2020,11,82,64,73,
All,050075,2022,14,93,,,
All,050075,2023,20,85,,,
All,050075,2024,21,95,,,
All,050077,1999,37,86,51,81,84
All,050077,2000,29,90,55,76,79
All,050077,2001,32,94,50,78,78
All,050077,2002,40,95,58,75,83
All,050077,2003,18,100,61,83,83
All,050077,2004,32,84,53,69,72
All,050077,2005,25,96,84,84,84
All,050077,2006,26,88,50,73,77
All,050077,2007,33,97,70,85,91
All,050077,2008,31,94,68,90,90
All,050077,2009,41,100,76,95,98
All,050077,2010,32,81,66,75,75
All,050077,2011,27,96,59,89,89
All,050077,2012,30,93,73,87,87
All,050077,2013,35,80,74,83,83
All,050077,2014,37,95,57,76,84
All,050077,2015,28,100,64,82,86
All,050077,2016,49,88,61,80,80
All,050077,2017,40,95,65,75,83
All,050077,2018,29,97,79,86,86
All,050077,2019,42,90,69,79,79
All,050077,2020,43,95,72,84,
All,050077,2021,42,95,86,,
All,050077,2022,32,94,,,
All,050077,2023,30,100,,,
All,050077,2024,41,100,,,
All,050081,1999,19,89,47,74,74
All,050081,2000,19,95,63,79,79
All,050081,2001,17,100,41,82,82
All,050081,2002,30,80,33,63,67
All,050081,2003,26,77,46,65,69
All,050081,2004,11,91,73,82,82
All,050081,2005,19,89,53,74,79
All,050081,2006,15,100,60,87,87
All,050081,2007,19,79,11,63,68
All,050081,2008,15,87,53,80,87
All,050081,2009,19,89,53,84,84
All,050081,2010,18,83,50,67,67
All,050081,2011,19,95,53,84,84
All,050081,2012,14,100,50,86,86
All,050081,2013,19,84,63,68,74
All,050081,2014,32,88,53,72,72
All,050081,2015,32,91,63,78,81
All,050081,2016,29,83,55,76,79
All,050081,2017,23,96,61,91,91
All,050081,2018,35,91,63,80,86
All,050081,2019,27,81,63,67,70
All,050081,2020,23,83,65,65,
All,050081,2021,35,94,83,,
All,050081,2022,29,100,,,
All,050081,2023,35,91,,,
All,050081,2024,27,93,,,
All,050082,2000,11,91,36,73,82
All,050082,2001,12,100,58,92,92
All,050082,2002,12,83,50,83,83
All,050082,2006,13,85,85,85,85
All,050082,2007,10,80,30,60,70
All,050082,2010,11,91,91,91,91
All,050082,2011,13,100,69,92,100
All,050082,2012,10,100,80,90,90
All,050083,1999,12,100,50,75,83
All,050083,2000,27,81,26,59,67
All,050083,2001,22,91,41,68,77
All,050083,2002,33,91,39,67,76
All,050083,2003,21,67,29,38,38
All,050083,2004,24,88,38,67,79
All,050083,2005,18,89,50,78,89
All,050083,2006,30,93,47,70,70
All,050083,2007,34,91,71,79,82
All,050083,2008,28,93,39,71,79
All,050083,2009,25,84,60,88,88
All,050083,2010,35,91,54,86,86
All,050083,2011,39,87,59,72,74
All,050083,2012,24,92,79,88,92
All,050083,2013,22,91,55,77,77
All,050083,2014,30,90,57,90,90
All,050083,2015,27,96,56,67,70
All,050083,2016,39,87,72,77,82
All,050083,2017,21,86,62,71,81
All,050083,2018,28,86,68,75,79
All,050083,2019,24,100,67,83,88
All,050083,2020,16,100,75,88,
All,050083,2021,14,86,71,,
All,050083,2022,13,92,,,
All,050083,2023,15,87,,,
All,050083,2024,19,95,,,
All,050084,1999,35,94,34,80,86
All,050084,2000,43,93,33,72,74
All,050084,2001,47,91,30,72,72
All,050084,2002,39,92,51,74,74
All,050084,2003,27,93,59,81,85
All,050084,2004,16,88,44,69,75
All,050084,2005,21,90,67,67,71
All,050084,2006,30,83,47,73,73
All,050084,2007,33,91,58,88,88
All,050084,2008,33,91,55,79,85
All,050084,2009,33,94,42,88,91
All,050084,2010,30,77,67,73,77
All,050084,2011,30,97,63,83,87
All,050084,2012,42,93,60,90,90
All,050084,2013,34,97,76,91,94
All,050084,2014,33,100,76,91,91
All,050084,2015,26,96,69,85,88
All,050084,2016,22,95,50,82,86
All,050084,2017,23,91,65,83,87
All,050084,2018,35,97,74,89,91
All,050084,2019,24,100,79,88,92
All,050084,2020,18,89,61,83,
All,050084,2021,16,100,69,,
All,050084,2022,19,100,,,
All,050084,2023,22,86,,,
All,050084,2024,16,88,,,
All,050087,1999,19,84,16,58,63
All,050087,2000,30,90,23,73,87
All,050087,2001,34,88,56,71,74
All,050087,2002,23,96,65,78,87
All,050087,2003,18,89,39,61,78
All,050087,2004,15,100,53,80,80
All,050087,2005,18,94,39,72,78
All,050087,2006,21,81,62,81,81
All,050087,2007,21,100,62,86,86
All,050087,2008,16,88,56,69,69
All,050087,2009,26,88,62,81,81
All,050087,2010,21,86,38,76,76
All,050087,2011,23,100,57,78,87
All,050087,2012,24,96,75,92,92
All,050087,2013,12,100,58,75,75
All,050087,2014,14,93,71,79,86
All,050087,2015,15,93,60,93,93
All,050087,2016,15,100,47,87,93
All,050087,2017,11,82,55,82,82
All,050087,2018,17,94,76,76,76
All,050087,2019,23,96,74,78,83
All,050087,2020,24,88,63,79,
All,050087,2021,18,94,56,,
All,050087,2022,17,76,,,
All,050087,2023,28,93,,,
All,050087,2024,23,87,,,
All,050088,1999,43,95,51,79,84
All,050088,2000,34,94,41,76,82
All,050088,2001,27,96,44,74,74
All,050088,2002,38,95,55,87,89
All,050088,2003,33,94,58,85,91
All,050088,2004,24,100,33,67,79
All,050088,2005,29,93,59,79,93
All,050088,2006,18,100,56,83,83
All,050088,2007,31,97,42,81,84
All,050088,2008,23,96,43,91,91
All,050088,2009,26,96,46,73,77
All,050088,2010,19,100,26,74,79
All,050088,2011,18,94,83,89,89
All,050088,2012,17,100,65,100,100
All,050088,2013,24,100,75,88,88
All,050088,2014,17,94,76,76,76
All,050088,2015,19,89,47,79,84
All,050088,2016,16,94,44,75,75
All,050088,2017,17,94,65,82,82
All,050088,2018,14,86,50,71,71
All,050088,2019,22,91,68,86,86
All,050088,2020,18,89,61,72,
All,050088,2021,18,94,61,,
All,050088,2022,22,95,,,
All,050088,2023,19,100,,,
All,050088,2024,12,83,,,
All,050090,2001,11,100,55,82,91
All,050090,2002,12,100,42,83,92
All,050090,2003,12,67,42,50,58
All,050090,2004,11,100,55,82,82
All,050090,2006,16,81,50,81,88
All,050090,2007,14,93,50,64,71
All,050090,2008,14,93,21,64,79
All,050090,2009,13,77,31,62,77
All,050090,2010,22,95,50,82,86
All,050090,2011,34,82,47,59,59
All,050090,2012,32,91,50,78,81
All,050090,2013,34,85,56,79,79
All,050090,2014,50,92,56,72,78
All,050090,2015,27,81,44,81,85
All,050090,2016,33,82,64,70,73
All,050090,2017,19,100,68,95,95
All,050090,2018,29,97,59,79,83
All,050090,2019,23,87,57,87,96
All,050090,2020,27,93,70,74,
All,050090,2021,34,88,50,,
All,050090,2022,28,82,,,
All,050090,2023,48,85,,,
All,050090,2024,29,93,,,
All,050092,1999,15,93,33,87,87
All,050092,2001,12,75,33,42,50
All,050092,2002,23,96,83,96,100
All,050092,2004,12,100,33,67,67
All,050092,2005,15,80,53,73,73
All,050092,2006,14,93,50,71,71
All,050092,2007,21,95,57,86,90
All,050092,2008,19,95,63,89,89
All,050092,2009,24,88,42,75,75
All,050092,2010,19,100,68,89,89
All,050092,2011,14,93,43,79,86
All,050092,2012,18,94,56,89,94
All,050092,2013,19,89,79,89,89
All,050092,2014,18,100,83,100,100
All,050092,2015,13,85,62,77,77
All,050092,2016,17,94,71,82,82
All,050092,2017,25,100,72,84,84
All,050092,2018,17,82,65,82,82
All,050092,2019,11,82,55,73,73
All,050092,2020,19,89,63,74,
All,050092,2021,11,82,55,,
All,050092,2022,23,87,,,
All,050092,2023,15,87,,,
All,050092,2024,20,90,,,
All,050093,1999,95,89,52,78,81
All,050093,2000,96,92,53,77,81
All,050093,2001,90,97,66,91,92
All,050093,2002,112,90,52,78,80
All,050093,2003,122,94,57,83,84
All,050093,2004,91,92,71,82,86
All,050093,2005,77,95,73,90,94
All,050093,2006,96,96,69,83,90
All,050093,2007,94,96,65,83,85
All,050093,2008,86,97,79,87,91
All,050093,2009,77,97,83,91,94
All,050093,2010,71,93,80,92,93
All,050093,2011,79,97,77,87,87
All,050093,2012,41,95,76,90,93
All,050093,2013,33,94,85,97,97
All,050093,2014,32,100,88,94,94
All,050093,2015,31,90,68,81,87
All,050093,2016,19,95,95,95,95
All,050093,2017,25,96,88,96,96
All,050093,2018,21,100,86,100,100
All,050093,2019,26,96,69,81,81
All,050093,2020,30,93,77,90,
All,050093,2021,36,94,75,,
All,050093,2022,23,96,,,
All,050093,2023,23,100,,,
All,050093,2024,25,92,,,
All,050100,2000,15,73,40,67,67
All,050100,2001,12,92,58,83,92
All,050100,2002,12,100,67,83,83
All,050100,2003,19,84,58,79,79
All,050100,2006,10,80,30,60,70
All,050100,2007,11,91,55,91,91
All,050100,2012,10,100,70,90,90
All,050100,2014,12,100,92,92,92
All,050100,2015,16,88,63,75,75
All,050103,1999,11,82,27,55,64
All,050103,2000,20,100,55,75,80
All,050103,2001,41,95,49,68,73
All,050103,2002,26,96,46,77,88
All,050103,2003,31,84,52,71,77
All,050103,2004,45,82,56,67,73
All,050103,2005,24,88,46,63,67
All,050103,2006,25,100,44,84,84
All,050103,2007,40,83,60,80,80
All,050103,2008,28,79,71,75,75
All,050103,2009,42,76,50,64,71
All,050103,2010,26,96,54,73,77
All,050103,2011,41,90,46,61,78
All,050103,2012,45,93,71,80,87
All,050103,2013,36,92,69,81,81
All,050103,2014,19,100,53,89,89
All,050103,2015,34,100,76,91,94
All,050103,2016,37,95,68,84,84
All,050103,2017,42,98,76,93,95
All,050103,2018,40,85,63,73,83
All,050103,2019,29,93,59,72,79
All,050103,2020,33,91,70,82,
All,050103,2021,37,92,68,,
All,050103,2022,18,89,,,
All,050103,2023,27,81,,,
All,050103,2024,27,96,,,
All,050109,1999,12,75,50,67,67
All,050109,2000,34,85,59,82,82
All,050109,2001,32,100,47,75,78
All,050109,2002,49,92,53,80,82
All,050109,2003,44,93,52,82,89
All,050109,2004,40,95,68,88,88
All,050109,2005,38,92,71,84,84
All,050109,2006,40,90,60,85,93
All,050109,2007,35,86,57,80,83
All,050109,2008,38,95,66,82,82
All,050109,2009,36,92,53,83,83
All,050109,2010,36,97,64,83,92
All,050109,2011,24,96,63,83,83
All,050109,2012,29,93,72,86,86
All,050109,2013,31,97,77,100,100
All,050109,2014,34,94,65,85,85
All,050109,2015,33,94,61,88,91
All,050109,2016,29,86,62,76,90
All,050109,2017,30,87,73,77,77
All,050109,2018,37,89,89,89,89
All,050109,2019,27,93,78,93,96
All,050109,2020,23,87,70,78,
All,050109,2021,27,96,81,,
All,050109,2022,14,100,,,
All,050109,2023,30,97,,,
All,050109,2024,20,100,,,
All,050115,1999,20,90,40,75,85
All,050115,2000,11,91,27,73,73
All,050115,2001,15,93,60,73,80
All,050115,2002,16,75,50,63,69
All,050115,2003,14,100,57,86,93
All,050115,2004,15,93,47,60,67
All,050115,2005,15,73,47,60,60
All,050115,2006,17,82,53,82,82
All,050115,2007,20,95,65,85,95
All,050115,2008,13,100,54,77,77
All,050115,2009,20,90,70,95,95
All,050115,2010,16,94,50,94,94
All,050115,2011,12,92,67,92,100
All,050115,2012,14,100,71,93,100
All,050115,2013,13,100,77,92,100
All,050115,2014,19,84,37,58,63
All,050115,2016,10,90,70,80,80
All,050115,2017,18,100,83,89,89
All,050115,2018,13,92,69,77,77
All,050115,2019,15,93,47,60,60
All,050115,2020,13,85,46,77,
All,050115,2021,16,81,44,,
All,050115,2022,16,88,,,
All,050115,2023,18,78,,,
All,050115,2024,15,93,,,
All,050118,1999,35,94,51,83,86
All,050118,2000,24,96,50,75,79
All,050118,2001,19,84,53,79,79
All,050118,2002,17,94,53,76,82
All,050118,2003,15,80,53,80,80
All,050118,2004,13,100,54,77,92
All,050118,2005,17,94,59,88,88
All,050118,2006,13,85,46,69,77
All,050118,2007,10,90,60,70,70
All,050118,2009,17,94,76,82,82
All,050118,2011,14,93,43,57,71
All,050118,2012,15,93,40,67,73
All,050118,2013,19,100,68,89,89
All,050118,2014,27,93,59,85,85
All,050118,2015,20,95,75,80,80
All,050118,2016,25,100,76,88,92
All,050118,2017,14,86,43,71,79
All,050118,2018,16,81,50,75,75
All,050118,2019,21,95,81,81,81
All,050118,2020,20,90,65,70,
All,050118,2021,17,88,82,,
All,050118,2022,28,93,,,
All,050118,2023,21,86,,,
All,050118,2024,30,90,,,
All,050119,1999,43,93,49,84,86
All,050119,2000,41,95,49,78,80
All,050119,2001,31,97,55,74,77
All,050119,2002,56,89,48,73,77
All,050119,2003,48,90,48,71,73
All,050119,2004,39,85,56,77,85
All,050119,2005,39,92,64,85,85
All,050119,2006,36,86,53,75,81
All,050119,2007,29,86,55,79,86
All,050119,2008,23,91,70,87,87
All,050119,2009,25,96,68,88,96
All,050119,2010,17,88,71,94,94
All,050119,2011,19,100,74,100,100
All,050119,2012,22,100,68,77,82
All,050119,2013,20,95,70,90,90
All,050119,2014,14,93,57,79,79
All,050119,2015,22,100,68,95,95
All,050119,2016,28,86,61,71,71
All,050119,2017,20,95,50,75,75
All,050119,2018,22,95,55,86,86
All,050119,2019,20,95,70,85,85
All,050119,2020,26,100,88,96,
All,050119,2021,17,88,76,,
All,050119,2022,18,100,,,
All,050119,2023,28,93,,,
All,050119,2024,25,92,,,
All,050126,2016,16,63,50,69,69
All,050126,2019,14,93,79,93,93
All,050126,2023,13,85,,,
All,050126,2024,14,93,,,
All,050130,1999,256,96,58,87,90
All,050130,2000,230,94,54,79,83
All,050130,2001,283,93,66,87,90
All,050130,2002,262,94,62,85,89
All,050130,2003,275,94,64,84,88
All,050130,2004,233,94,64,84,86
All,050130,2005,257,93,70,84,89
All,050130,2006,291,98,70,88,92
All,050130,2007,287,97,66,86,88
All,050130,2008,291,96,74,91,92
All,050130,2009,269,94,69,87,90
All,050130,2010,237,96,68,86,86
All,050130,2011,212,94,72,86,90
All,050130,2012,242,96,74,89,91
All,050130,2013,217,96,76,88,91
All,050130,2014,244,91,74,86,87
All,050130,2015,188,97,77,87,88
All,050130,2016,231,94,84,92,92
All,050130,2017,200,96,86,92,93
All,050130,2018,208,96,85,91,93
All,050130,2019,195,96,86,93,93
All,050130,2020,221,98,81,91,
All,050130,2021,189,97,79,,
All,050130,2022,174,94,,,
All,050130,2023,166,98,,,
All,050130,2024,191,95,,,
All,050134,2001,11,100,45,64,64
All,050134,2002,19,95,42,79,84
All,050134,2003,20,95,45,55,60
All,050134,2004,20,95,60,85,90
All,050134,2005,12,92,50,75,75
All,050134,2006,25,96,56,84,84
All,050134,2007,18,94,44,67,67
All,050134,2008,25,88,40,76,76
All,050134,2009,30,80,43,70,70
All,050134,2010,26,92,50,69,69
All,050134,2011,22,91,50,77,77
All,050134,2012,11,82,55,73,73
All,050134,2013,18,83,61,67,72
All,050134,2014,10,90,50,60,60
All,050134,2015,13,100,77,77,85
All,050134,2016,10,80,80,80,80
All,050134,2017,13,100,69,92,92
All,050134,2018,12,92,67,92,92
All,050134,2019,11,91,64,91,91
All,050134,2020,15,87,53,67,
All,050134,2021,24,96,79,,
All,050134,2022,22,77,,,
All,050134,2023,27,85,,,
All,050134,2024,20,90,,,
All,050135,1999,20,95,40,75,85
All,050135,2000,21,90,57,86,90
All,050135,2001,14,79,36,50,64
All,050135,2002,25,84,56,76,80
All,050135,2003,13,85,38,69,69
All,050135,2004,19,84,47,63,74
All,050135,2005,15,93,73,87,93
All,050135,2006,19,95,74,84,89
All,050135,2007,16,75,50,56,69
All,050135,2008,17,100,53,82,88
All,050135,2009,16,100,75,94,94
All,050135,2011,14,93,71,79,79
All,050135,2012,19,95,74,89,89
All,050135,2013,12,92,50,92,92
All,050135,2014,11,100,73,91,100
All,050135,2015,13,100,69,85,85
All,050135,2016,20,95,65,90,90
All,050135,2017,17,88,71,82,82
All,050135,2018,14,100,86,100,100
All,050135,2019,19,89,68,79,84
All,050135,2020,22,100,73,91,
All,050135,2021,23,96,74,,
All,050135,2022,23,87,,,
All,050135,2023,19,95,,,
All,050135,2024,24,100,,,
All,050140,2004,10,80,60,90,90
All,050140,2010,11,91,64,73,73
All,050140,2011,12,100,83,83,83
All,050140,2012,13,85,69,85,85
All,050140,2014,11,100,73,91,91
All,050140,2021,13,100,69,,
All,050150,1999,34,97,53,71,76
All,050150,2000,26,85,54,69,69
All,050150,2001,36,97,58,92,97
All,050150,2002,40,93,73,83,88
All,050150,2003,37,97,59,76,76
All,050150,2004,39,92,54,79,82
All,050150,2005,40,88,68,83,85
All,050150,2006,40,88,60,88,88
All,050150,2007,39,92,69,85,87
All,050150,2008,55,93,73,84,89
All,050150,2009,34,91,71,79,79
All,050150,2010,48,85,65,79,83
All,050150,2011,27,85,67,78,78
All,050150,2012,35,89,69,83,86
All,050150,2013,35,97,69,80,80
All,050150,2014,26,88,65,85,85
All,050150,2015,27,96,78,89,89
All,050150,2016,31,94,81,90,90
All,050150,2017,22,91,68,68,73
All,050150,2018,33,97,82,85,88
All,050150,2019,43,95,74,86,88
All,050150,2020,35,94,71,80,
All,050150,2021,31,84,68,,
All,050150,2022,38,92,,,
All,050150,2023,32,94,,,
All,050150,2024,31,97,,,
All,050155,1999,15,100,60,87,87
All,050155,2001,11,91,45,73,73
All,050155,2002,20,95,45,65,75
All,050155,2003,12,100,50,83,100
All,050155,2005,14,100,64,86,86
All,050155,2009,14,86,64,79,86
All,050155,2011,16,94,69,81,81
All,050155,2012,10,90,50,60,60
All,050155,2014,22,73,36,55,55
All,050155,2015,20,100,70,85,85
All,050155,2016,14,100,86,93,93
All,050155,2017,22,91,73,77,77
All,050155,2019,11,82,64,82,82
All,050155,2021,17,82,76,,
All,050155,2022,18,94,,,
All,050155,2023,20,95,,,
All,050155,2024,18,94,,,
All,050157,2000,16,100,63,100,100
All,050157,2001,14,93,50,71,79
