campus,ceeb,cds14,school_name,city,county,applicants,admits,admit_rate,ela_pct_met,math_pct_met,avg_pct_met,upp_pct,lcff_plus,enroll_9_12,ag_cohort_2425,ag_met_2425,admits_per_eligible,match_method,match_score
Merced,053833,48705814830196,MARE ISLAND TECHNOLOGY ACADEMY,Vallejo,Solano,19,18,94.737,52.34,20.75,36.55,78.01,Y,473,102,77,0.2338,hand_verified,0.95
Merced,050684,30665973032000,ESTANCIA HIGH SCHOOL,Costa Mesa,Orange,19,19,100.0,62.27,23.84,43.06,85.73,Y,974,246,99,0.1919,gardiner_seed,1.00
Merced,051082,57726780119578,DA VINCI CHARTER ACADEMY,Davis,Yolo,19,19,100.0,,,,23.85,N,348,74,73,0.2603,fuzzy_name_county,1.00
Merced,052580,45701364532750,ENTERPRISE HIGH SCHOOL,Redding,Shasta,19,19,100.0,53.2,33.95,43.57,68.12,N,1148,247,92,0.2065,fuzzy_name_county,1.00
Merced,054627,19647330126573,MERVYN M DYMALLY HIGH SCHOOL,Los Angeles,Los Angeles,19,17,89.474,35.77,10.87,23.32,98.62,Y,654,177,92,0.1848,fuzzy_name_county,1.00
Merced,054994,19647330140129,SOUTH LA COLLEGE PREP,Los Angeles,Los Angeles,19,16,84.211,,,,86.04,Y,394,90,80,0.2,fuzzy_name_county,0.94
Merced,055057,34752830108860,WESTLAKE CHARTER HIGH SCHOOL,Sacramento,Sacramento,19,18,94.737,,,,39.96,N,493,111,111,0.1622,fuzzy_name_county,1.00
Merced,050545,04614240431676,CHICO HIGH SCHOOL,Chico,Butte,18,18,100.0,73.03,37.76,55.4,57.32,N,1804,451,188,0.0957,fuzzy_name_county,1.00
Merced,051652,19647336019475,USC MEDIA & ENGINEERING MAGNET SCH,Los Angeles,Los Angeles,18,18,100.0,71.48,26.21,48.85,85.55,Y,263,59,54,0.3333,gardiner_seed,1.00
Merced,053912,45701360106013,UNIVERSITY PREPARATORY SCHOOL,Redding,Shasta,18,17,94.444,70.49,54.92,62.7,29.04,N,544,122,106,0.1604,fuzzy_name_county,1.00
Merced,054784,33672150131359,RIVERSIDE STEM ACADEMY,Riverside,Riverside,18,18,100.0,,91.23,,46.59,N,249,56,49,0.3673,fuzzy_name_county,1.00
Merced,050293,19647330132126,BERT CORONA CHARTER HIGH SCHL,Pacoima,Los Angeles,18,18,100.0,,,,94.55,Y,220,57,43,0.4186,fuzzy_name_county,0.94
Merced,051896,19649801995737,MALIBU HIGH SCHOOL,Malibu,Los Angeles,18,18,100.0,71.62,45.8,58.71,22.48,N,387,97,44,0.4091,fuzzy_name_county,1.00
Merced,052550,37683043735974,RAMONA HIGH SCHOOL,Ramona,San Diego,18,17,94.444,60.88,29.7,45.29,57.83,N,1404,302,143,0.1189,fuzzy_name_county,1.00
Merced,054082,19647330112037,EAST VALLEY HIGH SCHOOL,North Hollywood,Los Angeles,18,18,100.0,46.29,15.25,30.77,96.42,Y,558,129,83,0.2169,fuzzy_name_county,1.00
Merced,055051,30736430139774,LEGACY MAGNET ACADEMY,Tustin,Orange,18,18,100.0,89.69,59.38,74.53,35.9,N,468,92,86,0.2093,fuzzy_name_county,1.00
Merced,050175,31668943135704,PLACER HIGH SCHOOL,Auburn,Placer,17,17,100.0,72.01,33.17,52.59,33.44,N,1265,314,196,0.0867,fuzzy_name_county,1.00
Merced,051687,19101990135582,WESTBROOK ACADEMY,South Gate,Los Angeles,17,16,94.118,37.21,6.98,22.09,88.83,Y,206,48,42,0.381,fuzzy_name_county,1.00
Merced,053984,34674390108951,HEALTH PROFESSIONS HIGH SCH,Sacramento,Sacramento,17,16,94.118,56.09,10.53,33.31,65.38,N,156,27,18,0.8889,hand_verified,0.98
Merced,054053,19647330112029,M C LEARNING COMPLX-SCH OF BUS&TRSM,Los Angeles,Los Angeles,17,17,100.0,62.69,24.98,43.84,99.49,Y,392,76,42,0.4048,hand_verified,0.95
Merced,054247,19769680109926,ACADEMIA AVANCE CHARTER SCHOOL,Los Angeles,Los Angeles,17,16,94.118,52.5,2.44,27.47,85.61,Y,139,59,42,0.381,fuzzy_name_county,1.00
Merced,054597,44697990117804,CEIBA COLLEGE PREPARATORY ACAD,Watsonville,Santa Cruz,17,16,94.118,72.31,10.77,41.54,76.21,Y,248,52,49,0.3265,fuzzy_name_county,0.94
Merced,051160,49753904932554,HEALDSBURG HIGH SCHOOL,Healdsburg,Sonoma,17,16,94.118,68.81,34.41,51.61,57.06,N,503,132,88,0.1818,fuzzy_name_county,1.00
Merced,051200,13631491335306,HOLTVILLE HIGH SCHOOL,Holtville,Imperial,17,17,100.0,50.95,16.08,33.51,76.94,Y,516,124,106,0.1604,gardiner_seed,1.00
Merced,054777,,BAYFRONT CHARTER HIGH SCHOOL,Chula Vista,San Diego,17,16,94.118,,,,,,,,,,,
Merced,055043,43733870140673,MILPITAS MIDDLE COLLEGE HS,Milpitas,Santa Clara,17,14,82.353,71.16,48.91,60.04,45.45,N,55,23,10,1.4,fuzzy_name_county,1.00
Merced,050165,40687004030755,ATASCADERO HIGH SCHOOL,Atascadero,San Luis Obispo,16,15,93.75,57.87,28.02,42.95,46.24,N,1157,265,110,0.1364,fuzzy_name_county,1.00
Merced,050475,27659872730414,CARMEL HIGH SCHOOL,Carmel,Monterey,16,16,100.0,79.78,56.3,68.03,15.77,N,780,202,145,0.1103,fuzzy_name_county,1.00
Merced,050645,06615980631259,COLUSA HIGH SCHOOL,Colusa,Colusa,16,15,93.75,51.53,16.48,34.01,68.21,N,431,108,30,0.5,fuzzy_name_county,1.00
Merced,051768,41104130135269,OXFORD DAY ACADEMY,East Palo Alto,San Mateo,16,16,100.0,,,,81.48,Y,108,35,17,0.9412,fuzzy_name_county,1.00
Merced,052220,01612590110189,MCCLYMONDS HIGH SCHOOL,Oakland,Alameda,16,15,93.75,24.05,2.69,13.37,95.97,Y,273,65,35,0.4286,fuzzy_name_county,1.00
Merced,053537,31669443130010,NORTH TAHOE HIGH SCHOOL,Tahoe City,Placer,16,15,93.75,64.07,36.9,50.48,37.61,N,468,124,82,0.1829,fuzzy_name_county,1.00
Merced,053818,36677773638616,YUCCA VALLEY HIGH SCHOOL,Yucca Valley,San Bernardino,16,14,87.5,47.5,14.98,31.24,65.58,N,1168,266,63,0.2222,fuzzy_name_county,1.00
Merced,054527,19647330121293,ALLIANCE TENNENBAUM FAMILY TECH HS,Los Angeles,Los Angeles,16,15,93.75,43.48,10.87,27.17,90.23,Y,174,63,52,0.2885,fuzzy_name_county,0.94
Merced,050135,12626871230705,ARCATA HIGH SCHOOL,Arcata,Humboldt,16,15,93.75,63.3,36.79,50.04,42.11,N,1007,238,129,0.1163,fuzzy_name_county,1.00
Merced,051776,19647330121095,AMBASSADOR SCHL GLOBAL LDRSHP,Los Angeles,Los Angeles,16,16,100.0,28.34,11.75,20.05,99.31,Y,291,76,31,0.5161,fuzzy2_token,0.80
Merced,051919,58727365830013,LINDHURST HIGH SCHOOL,Olivehurst,Yuba,16,16,100.0,42.72,11.79,27.26,81.26,Y,1254,262,61,0.2623,fuzzy_name_county,1.00
Merced,050365,13630811331404,BRAWLEY UNION HIGH SCHOOL,Brawley,Imperial,15,12,80.0,59.29,22.19,40.74,74.13,N,1863,393,181,0.0663,gardiner_seed,1.00
Merced,050396,19101990136119,ANIMO CTY CHAMPIONS CHARTER HS,Inglewood,Los Angeles,15,15,100.0,47.37,1.32,24.34,89.97,Y,299,72,55,0.2727,fuzzy_name_county,0.98
Merced,050860,01611680132746,EMERY SECONDARY SCHOOL,Emeryville,Alameda,15,14,93.333,48.05,18.83,33.44,77.78,Y,162,46,5,2.8,fuzzy_name_county,1.00
Merced,051689,01771800138289,LATITUDE 37.8 HS MERRITT COLLEGE,Oakland,Alameda,15,11,73.333,43.4,24.07,33.73,77.38,Y,389,102,90,0.1222,fuzzy_name_county,0.94
Merced,052410,01612593030772,OAKLAND SCHOOL FOR THE ARTS,Oakland,Alameda,15,12,80.0,88.1,46.99,67.55,26.08,N,464,114,84,0.1429,fuzzy_name_county,1.00
Merced,052760,05615640531509,CALAVERAS HIGH SCHOOL,San Andreas,Calaveras,15,14,93.333,38.39,11.78,25.08,48.01,N,702,157,33,0.4242,fuzzy_name_county,1.00
Merced,053066,19734371996057,THURGOOD MARSHALL ACADEMIC HS,San Francisco,San Francisco,15,14,93.333,23.91,2.94,13.43,92.16,Y,51,46,15,0.9333,hand_verified,0.90
Merced,053395,55723895536503,SONORA HIGH SCHOOL,Sonora,Tuolumne,15,15,100.0,64.17,26.73,45.45,39.32,N,880,197,50,0.3,fuzzy_name_county,1.00
Merced,054502,49738820123786,CREDO HIGH SCHOOL ARTS/LETTERS/SCI,Rohnert Park,Sonoma,15,15,100.0,77.17,56.32,66.75,29.25,N,441,78,72,0.2083,fuzzy_name_county,0.94
Merced,050927,44698074436754,SAN LORENZO VALLEY HIGH SCHOOL,Felton,Santa Cruz,15,13,86.667,70.41,40.55,55.48,21.28,N,578,163,100,0.13,fuzzy_name_county,1.00
Merced,052284,34674473431111,CASA ROBLE FUNDAMENTAL HS,Orangevale,Sacramento,15,15,100.0,46.3,16.07,31.18,50.0,N,1150,256,156,0.0962,fuzzy_name_county,1.00
Merced,054812,34752830126060,LEROY GREENE ACADEMY,Sacramento,Sacramento,15,15,100.0,,,,64.84,N,364,85,72,0.2083,fuzzy_name_county,1.00
Merced,051569,19647330101659,CRENSHAW HIGH SCHOOL,Los Angeles,Los Angeles,15,12,80.0,,,,99.2,Y,125,51,51,0.2353,fuzzy_name_county,0.94
Merced,052869,37683383730371,SAN DIEGO SCHL CREATE/PERFORM,San Diego,San Diego,15,15,100.0,77.55,34.54,56.05,54.99,N,731,185,163,0.092,gardiner_seed,1.00
Merced,050120,06616140635250,PIERCE HIGH SCHOOL,Arbuckle,Colusa,14,14,100.0,48.97,18.12,33.54,77.54,Y,463,121,52,0.2692,fuzzy_name_county,1.00
Merced,052295,04615150435602,OROVILLE HIGH SCHOOL,Oroville,Butte,14,13,92.857,49.6,16.12,32.86,82.34,Y,872,209,42,0.3095,fuzzy_name_county,1.00
Merced,054221,39686270127191,CALIFORNIA VIRTUAL-SAN JOAQUIN,Simi Valley,Ventura,14,14,100.0,54.55,23.04,38.8,66.48,N,1071,254,57,0.2456,fuzzy2_token,0.80
Merced,054507,37683380118851,KING-CHAVEZ COMMUNITY HIGH SCHOOL,San Diego,San Diego,14,13,92.857,35.48,4.84,20.16,97.79,Y,226,62,36,0.3611,fuzzy_name_county,1.00
Merced,051910,22655322235356,MARIPOSA COUNTY HIGH SCHOOL,Mariposa,Mariposa,14,14,100.0,59.76,25.84,42.8,63.99,N,461,79,32,0.4375,fuzzy_name_county,1.00
Merced,053450,54755235434931,STRATHMORE HIGH SCHOOL,Porterville,Tulare,14,11,78.571,41.36,9.69,25.52,90.56,Y,286,56,19,0.5789,fuzzy_name_county,1.00
Merced,053596,48705734830113,BUCKINGHAM COLLEGIATE CHARTER,Vacaville,Solano,14,14,100.0,,,,34.39,N,474,98,63,0.2222,fuzzy_name_county,1.00
Merced,053750,58727690123570,WHEATLAND HIGH SCHOOL,Wheatland,Yuba,14,14,100.0,,,,100.0,Y,8,,,,fuzzy_name_county,0.94
Merced,054135,12628100108688,ACADEMY OF THE REDWOODS,Eureka,Humboldt,14,14,100.0,79.54,64.13,71.84,38.31,N,154,46,33,0.4242,fuzzy_name_county,1.00
Merced,054474,30768930130765,MAGNOLIA SCIENCE ACADEMY-SANTA ANA,Santa Ana,Orange,14,14,100.0,,,,71.81,N,188,38,,,fuzzy_name_county,1.00
Merced,054849,10621660132134,PHILLIP J PATINO SCH ENTREPREN,Fresno,Fresno,14,14,100.0,71.78,20.71,46.25,84.04,Y,282,41,30,0.4667,fuzzy2_token,0.80
Merced,054939,19648811936822,OPTIONS FOR YOUTH DUARTE - PASADENA,Pasadena,Los Angeles,14,13,92.857,57.4,25.11,41.25,68.69,N,1303,349,186,0.0699,fuzzy_name_county,0.94
Merced,054985,31669510140541,TWELVE BRIDGES HIGH SCHOOL,Lincoln,Placer,14,12,85.714,55.17,36.75,45.96,21.56,N,1317,284,182,0.0659,fuzzy_name_county,1.00
Merced,054555,19647330124370,CHAVEZ LA ARTES,San Fernando,Los Angeles,14,8,57.143,62.82,23.19,43.01,86.0,Y,300,64,56,0.1429,hand_verified,0.98
Merced,050710,07616970737023,JOHN SWETT HIGH SCHOOL,Crockett,Contra Costa,13,12,92.308,50.8,24.92,37.86,75.78,Y,351,75,39,0.3077,fuzzy_name_county,1.00
Merced,054241,36678270113928,RIVERSIDE PREPARATORY,Oro Grande,San Bernardino,13,11,84.615,37.97,8.56,23.27,78.63,Y,889,182,60,0.1833,fuzzy_name_county,1.00
Merced,054287,42692600116434,ORCUTT ACADEMY CHARTER HIGH SCHOOL,Orcutt,Santa Barbara,13,13,100.0,59.09,34.82,46.95,53.19,N,673,146,78,0.1667,fuzzy_name_county,1.00
Merced,054451,19647330122358,TORRES HS-HUMANITAS ACAD ART &TECH,Los Angeles,Los Angeles,13,13,100.0,39.21,8.43,23.82,95.98,Y,398,87,36,0.3611,hand_verified,0.95
Merced,051396,21654822130078,TAMISCAL HIGH SCHOOL,Larkspur,Marin,13,13,100.0,47.53,24.06,35.8,16.94,N,124,68,45,0.2889,fuzzy_name_county,0.94
Merced,051677,19647331935352,LOS ANGELES COUNTY HS FOR THE ARTS,Los Angeles,Los Angeles,13,13,100.0,30.18,10.26,20.22,93.05,Y,978,274,153,0.085,fuzzy_name_county,0.94
Merced,052293,04615150434803,LAS PLUMAS HIGH SCHOOL,Oroville,Butte,13,11,84.615,39.56,16.0,27.78,74.86,N,1265,299,45,0.2444,fuzzy_name_county,1.00
Merced,052489,19647330115253,DISCOVERY CHARTER PREP SCHOOL,Sylmar,Los Angeles,13,12,92.308,,,,84.62,Y,208,43,42,0.2857,fuzzy_name_county,0.94
Merced,052355,19647330124412,SONIA SOTOMAYOR ARTS & SCIENCE ACAD,Los Angeles,Los Angeles,13,12,92.308,58.82,29.41,44.12,95.14,Y,329,66,46,0.2609,fuzzy2_token,0.80
Merced,054444,19647330122366,TORRES HS - SOCIAL JUSTICE LEADRSHP,Los Angeles,Los Angeles,13,12,92.308,74.07,22.22,48.14,95.87,Y,121,46,28,0.4286,hand_verified,0.95
Merced,055068,19648570140889,PALMDALE ACADEMY CHARTER,Palmdale,Los Angeles,13,13,100.0,,,,78.06,Y,989,219,134,0.097,fuzzy_name_county,1.00
Merced,050051,43104390128090,SUMMIT PUBLIC SCHOOL DENALI,Sunnyvale,Santa Clara,12,11,91.667,,,,,,,,,,fuzzy_name_county,1.00
Merced,051705,19647330135632,WISH ACADEMY HIGH SCHOOL,Los Angeles,Los Angeles,12,11,91.667,67.86,28.57,48.22,36.4,N,283,55,48,0.2292,fuzzy_name_county,1.00
Merced,053225,19647330140046,VALLEY OAKS CTR ENRICHED STDS,Sun Valley,Los Angeles,12,12,100.0,29.12,4.62,16.87,93.55,Y,155,32,23,0.5217,fuzzy_name_county,0.91
Merced,054450,19647330122374,TORRES HIGH SCH RENAISSANCE ACADEMY,Los Angeles,Los Angeles,12,12,100.0,57.8,16.14,36.97,91.27,Y,355,86,51,0.2353,hand_verified,0.95
Merced,054543,57726940135939,WASHINGTON MIDDLE COLLEGE HS,West Sacramento,Yolo,12,10,83.333,73.81,16.67,45.24,69.01,N,171,20,20,0.5,fuzzy_name_county,1.00
Merced,054617,19647330126615,ACADEMIES EDUCATION/EMPOWERMNT,Carson,Los Angeles,12,10,83.333,58.82,13.79,36.31,78.06,Y,474,119,80,0.125,fuzzy_name_county,0.88
Merced,054618,19647330126623,ACADEMY OF MEDICAL ARTS AT CARSON,Carson,Los Angeles,12,12,100.0,61.98,24.09,43.04,80.82,Y,438,102,55,0.2182,fuzzy_name_county,1.00
Merced,054651,39686270126755,ABLE CHARTER,Stockton,San Joaquin,12,10,83.333,50.0,14.47,32.23,83.29,Y,359,74,59,0.1695,fuzzy_name_county,1.00
Merced,054764,33670820120675,WESTERN CENTER ACADEMY,Hemet,Riverside,12,12,100.0,94.94,63.29,79.11,52.76,N,362,82,75,0.16,fuzzy_name_county,1.00
Merced,050235,36676113630803,BARSTOW HIGH SCHOOL,Barstow,San Bernardino,12,10,83.333,35.98,12.57,24.28,69.51,N,1558,344,76,0.1316,fuzzy_name_county,1.00
Merced,051660,19101991996610,LOS ANGELES LEADERSHIP ACAD HS,Los Angeles,Los Angeles,12,12,100.0,,,,,,,,,,fuzzy_name_county,0.94
Merced,052102,28662662830115,NEW TECHNOLOGY HIGH SCHOOL,Napa,Napa,12,11,91.667,51.11,13.0,32.05,64.93,N,365,76,31,0.3548,fuzzy_name_county,1.00
Merced,052211,40687594030268,NIPOMO HIGH SCHOOL,Nipomo,San Luis Obispo,12,12,100.0,55.71,18.64,37.18,71.79,N,819,195,100,0.12,fuzzy_name_county,1.00
Merced,052837,37683383731213,CLAIREMONT HIGH SCHOOL,San Diego,San Diego,12,11,91.667,52.5,23.52,38.01,57.47,N,823,206,135,0.0815,fuzzy_name_county,1.00
Merced,053893,37683380107094,KEARNY COLLEGE CONNECTIONS,San Diego,San Diego,12,12,100.0,75.91,32.8,54.36,76.7,Y,339,93,64,0.1875,fuzzy_name_county,1.00
Merced,054232,01612590115667,OAKLAND INTERNATIONAL HIGH SCH,Oakland,Alameda,12,12,100.0,0.0,0.0,0.0,100.0,Y,270,130,41,0.2927,fuzzy_name_county,0.94
Merced,251237,36677103633302,OPTIONS FOR YOUTH - ACTON-FONTANA 2,Fontana,San Bernardino,12,9,75.0,67.0,23.75,45.38,95.82,Y,2534,607,442,0.0204,fuzzy_name_county,0.94
Merced,053910,19647330101659,CATCH PREP CHARTER HIGH,Los Angeles,Los Angeles,12,12,100.0,,,,99.2,Y,125,51,51,0.2353,fuzzy_name_county,0.94
Merced,053998,19647330109462,MAYWOOD ACADEMY HIGH SCHOOL,Maywood,Los Angeles,12,12,100.0,49.81,11.92,30.87,97.13,Y,1012,277,136,0.0882,fuzzy_name_county,1.00
Merced,054475,19101996119945,MAGNOLIA SCIENCE ACADEMY 2 VALLEY,Van Nuys,Los Angeles,12,11,91.667,,,,91.11,Y,360,101,92,0.1196,fuzzy_name_county,0.94
Merced,055052,15635290141101,DEL ORO HIGH SCHOOL,Bakersfield,Kern,12,11,91.667,38.3,7.57,22.93,96.47,Y,1927,397,122,0.0902,fuzzy_name_county,1.00
Merced,052716,34674473432838,ENCINA HIGH SCHOOL,Sacramento,Sacramento,11,11,100.0,14.14,1.54,7.84,95.69,Y,766,177,28,0.3929,fuzzy_name_county,1.00
Merced,053316,49709204930160,ELSIE ALLEN HIGH SCHOOL,Santa Rosa,Sonoma,11,11,100.0,33.05,5.03,19.04,79.4,Y,1029,237,37,0.2973,fuzzy_name_county,1.00
Merced,053560,55724135536750,SUMMERVILLE UNION HIGH SCHOOL,Tuolumne,Tuolumne,11,11,100.0,64.5,25.67,45.09,45.67,N,508,103,33,0.3333,fuzzy_name_county,0.94
Merced,053790,57727025738505,WINTERS HIGH SCHOOL,Winters,Yolo,11,11,100.0,44.72,17.02,30.87,63.38,N,467,108,39,0.2821,fuzzy_name_county,1.00
Merced,054793,37768510129320,BONSALL HIGH SCHOOL,Bonsall,San Diego,11,10,90.909,52.7,16.79,34.75,67.25,N,342,91,52,0.1923,fuzzy_name_county,1.00
Merced,050683,30665973031853,COSTA MESA HIGH SCHOOL,Costa Mesa,Orange,11,11,100.0,58.3,26.4,42.35,77.32,Y,1151,299,142,0.0775,fuzzy_name_county,1.00
Merced,050230,33669853330214,BANNING HIGH SCHOOL,Banning,Riverside,10,8,80.0,29.76,10.57,20.16,91.95,Y,1143,274,111,0.0721,gardiner_seed,1.00
Merced,050705,08618200833004,DEL NORTE HIGH SCHOOL,Crescent City,Del Norte,10,9,90.0,47.17,20.2,33.69,60.24,N,918,203,42,0.2143,fuzzy_name_county,1.00
Merced,050965,12628101233402,FORTUNA UNION HIGH SCHOOL,Fortuna,Humboldt,10,9,90.0,41.51,9.95,25.73,66.83,N,826,175,70,0.1286,fuzzy_name_county,1.00
Merced,052046,56739405633250,HIGH SCHOOL AT MOORPARK COLL,Moorpark,Ventura,10,10,100.0,59.49,32.19,45.84,38.5,N,1691,442,214,0.0467,fuzzy_name_county,0.94
Merced,053904,19647330101196,ICEF VIEW PARK PREPARATORY HIGH SCH,Los Angeles,Los Angeles,10,10,100.0,25.0,3.26,14.13,96.81,Y,313,64,61,0.1639,fuzzy_name_county,0.94
Merced,051938,27660920111435,MARINA HIGH SCHOOL,Marina,Monterey,10,9,90.0,59.84,21.74,40.79,78.92,Y,721,158,112,0.0804,fuzzy_name_county,1.00
Merced,052831,37683383730959,ALTUS CHARTER SCHOOL OF SAN DIEGO,San Diego,San Diego,10,10,100.0,,,,73.41,N,1162,498,51,0.1961,fuzzy_name_county,0.94
Merced,052961,19647331938885,UNIVERSITY PATHWAYS PUBLIC SVC ACAD,Los Angeles,Los Angeles,10,9,90.0,,,,73.07,N,1385,353,205,0.0439,fuzzy_name_county,0.94
Merced,050358,43696740135970,MISSION EARLY COLLEGE HIGH SCH,Santa Clara,Santa Clara,10,10,100.0,87.76,48.98,68.37,34.43,N,183,58,56,0.1786,fuzzy_name_county,0.94
Merced,051262,19646341936046,MORNINGSIDE HIGH SCHOOL,Inglewood,Los Angeles,10,10,100.0,22.47,14.61,18.54,97.79,Y,407,138,65,0.1538,fuzzy_name_county,1.00
Merced,051925,58727365835202,MARYSVILLE HIGH SCHOOL,Marysville,Yuba,10,10,100.0,42.55,8.95,25.75,63.93,N,1034,237,62,0.1613,fuzzy_name_county,1.00
Merced,052285,11754811135656,ORLAND HIGH SCHOOL,Orland,Glenn,10,10,100.0,41.81,20.22,31.02,79.03,Y,725,145,36,0.2778,fuzzy_name_county,1.00
Merced,053643,33751923330917,TEMECULA PREPARATORY SCHOOL,Winchester,Riverside,10,10,100.0,,,,16.29,N,313,74,68,0.1471,fuzzy_name_county,1.00
Merced,054057,19647331935352,LOS ANGELES SCHOOL GLOBAL STUDIES,Los Angeles,Los Angeles,10,10,100.0,31.23,11.46,21.34,93.05,Y,978,274,153,0.0654,fuzzy_name_county,0.94
Merced,054139,54718030112458,CA ONLINE PUBLIC SCH CENTRAL VALLEY,Ripon,San Joaquin,10,9,90.0,,,,66.57,N,338,126,18,0.5,fuzzy2_token,0.80
Merced,054523,19649076061634,FREMONT ACD ENGINEERING/DESIGN,Pomona,Los Angeles,10,9,90.0,56.45,17.74,37.09,93.49,Y,338,108,55,0.1636,fuzzy_name_county,0.93
Merced,054780,19647330129536,BOYLE HEIGHTS STEM MAGNET HIGH SCH,Los Angeles,Los Angeles,10,8,80.0,53.45,25.86,39.66,96.48,Y,256,70,42,0.1905,fuzzy_name_county,0.94
Merced,050745,50710685031521,DENAIR HIGH SCHOOL,Denair,Stanislaus,9,8,88.889,29.69,12.5,21.09,78.1,Y,306,77,24,0.3333,fuzzy_name_county,1.00
Merced,051240,13631641335900,IMPERIAL HIGH SCHOOL,Imperial,Imperial,9,9,100.0,60.36,24.25,42.3,51.84,N,1439,334,143,0.0629,fuzzy_name_county,1.00
Merced,052176,20764142030013,YOSEMITE HIGH SCHOOL,Oakhurst,Madera,9,9,100.0,52.94,7.84,30.39,66.24,N,542,127,60,0.15,fuzzy_name_county,1.00
Merced,053160,48705810139816,GRIFFIN ACADEMY HIGH SCHOOL,Vallejo,Solano,9,7,77.778,,,,77.42,Y,186,69,5,1.4,fuzzy_name_county,1.00
Merced,054027,33672496114748,SAN JACINTO VALLEY ACADEMY,San Jacinto,Riverside,9,9,100.0,,,,59.23,N,466,95,95,0.0947,fuzzy_name_county,1.00
Merced,055011,19768690128728,DA VINCI CONNECT HIGH SCHOOL,El Segundo,Los Angeles,9,9,100.0,,,,50.5,N,402,121,85,0.1059,fuzzy_name_county,1.00
Merced,051420,51713995135256,LIVE OAK HIGH SCHOOL,Live Oak,Sutter,8,7,87.5,63.5,21.01,42.26,71.97,N,603,138,64,0.1094,fuzzy_name_county,1.00
Merced,051686,19647330137083,UNIV PATHWAYS MEDICAL MAGNET ACADMY,Los Angeles,Los Angeles,8,7,87.5,36.84,10.53,23.69,98.18,Y,110,35,25,0.28,hand_verified,0.98
Merced,052608,19647331996115,CITY OF ANGELS SCHOOL,Los Angeles,Los Angeles,8,7,87.5,41.49,7.19,24.34,86.5,Y,896,470,126,0.0556,fuzzy_name_county,1.00
Merced,054285,01100170112607,ENVISION ACAD ARTS/TECHNOLOGY,Oakland,Alameda,8,6,75.0,51.11,17.78,34.45,75.0,Y,148,50,41,0.1463,fuzzy_name_county,0.91
Merced,050100,05615560532507,BRET HARTE UNION HIGH SCHOOL,Angels Camp,Calaveras,8,7,87.5,55.12,13.39,34.25,43.11,N,559,126,48,0.1458,fuzzy_name_county,1.00
Merced,050455,37682133734878,MOUNTAIN EMPIRE HIGH SCHOOL,Pine Valley,San Diego,8,7,87.5,42.86,20.0,31.43,52.67,N,412,75,38,0.1842,fuzzy_name_county,1.00
Merced,050126,36750773631207,ACADEMY FOR ACADEMIC EXCELLENCE,Apple Valley,San Bernardino,8,8,100.0,,,,32.42,N,438,102,64,0.125,fuzzy_name_county,1.00
Merced,052260,56725205634076,NORDHOFF HIGH SCHOOL,Ojai,Ventura,8,8,100.0,61.47,25.23,43.35,52.08,N,576,153,104,0.0769,fuzzy_name_county,1.00
Merced,052740,28662902837102,SAINT HELENA HIGH SCHOOL,Saint Helena,Napa,8,8,100.0,67.37,28.42,47.9,38.7,N,416,99,56,0.1429,fuzzy_name_county,1.00
Merced,052853,37683383733698,MADISON HIGH SCHOOL,San Diego,San Diego,8,8,100.0,45.15,24.39,34.77,80.77,Y,780,196,131,0.0611,fuzzy_name_county,1.00
Merced,053480,03739810330753,AMADOR HIGH SCHOOL,Sutter Creek,Amador,8,7,87.5,63.09,16.45,39.77,35.12,N,615,152,41,0.1707,fuzzy_name_county,1.00
Merced,053916,34674390101907,MET SACRAMENTO HIGH SCHOOL,Sacramento,Sacramento,8,6,75.0,,,,46.84,N,190,44,11,0.5455,fuzzy_name_county,0.94
Merced,054054,37683380108787,HIGH TECH HIGH MEDIA ARTS,San Diego,San Diego,8,8,100.0,,,,47.61,N,355,98,94,0.0851,fuzzy_name_county,1.00
Merced,054210,39686760115402,EDWARD C MERLO INSTITUTE,Stockton,San Joaquin,8,8,100.0,67.57,10.81,39.19,82.0,Y,200,41,19,0.4211,fuzzy_name_county,0.94
Merced,054348,15636770114512,CALIFORNIA CITY HIGH SCHOOL,California City,Kern,8,7,87.5,29.5,3.6,16.55,81.62,Y,604,148,36,0.1944,fuzzy_name_county,1.00
Merced,054452,19647330122341,TORRES HS PERFORMING ARTS ACADEMY,Los Angeles,Los Angeles,8,8,100.0,39.66,15.52,27.59,95.06,Y,243,91,53,0.1509,hand_verified,0.95
Merced,054468,19647330117622,MAGNOLIA SCIENCE ACADEMY 4 VENICE,Los Angeles,Los Angeles,8,8,100.0,,,,91.84,Y,98,32,30,0.2667,fuzzy_name_county,0.94
Merced,054510,19101996119945,MAGNOLIA SCIENCE ACADEMY 3 CARSON,Carson,Los Angeles,8,7,87.5,,,,91.11,Y,360,101,92,0.0761,fuzzy_name_county,0.94
Merced,054601,19647330124404,CHAVEZ LEARNING ACAD-TECH PREP ACAD,San Fernando,Los Angeles,8,8,100.0,54.26,11.83,33.05,95.95,Y,321,89,83,0.0964,hand_verified,0.95
Merced,054850,49709040101923,ROSELAND COLLEGIATE PREP,Santa Rosa,Sonoma,8,8,100.0,,,,91.1,Y,775,169,60,0.1333,hand_verified,0.65
