campus,ceeb,cds14,school_name,city,county,applicants,admits,admit_rate,ela_pct_met,math_pct_met,avg_pct_met,upp_pct,lcff_plus,enroll_9_12,ag_cohort_2425,ag_met_2425,admits_per_eligible,match_method,match_score
Davis,052858,37683383730181,MIRA MESA HIGH SCHOOL,San Diego,San Diego,134,45,33.582,77.82,45.28,61.55,58.07,N,2187,542,385,0.1169,gardiner_seed,1.00
Davis,053755,19651281931302,CALIFORNIA HIGH SCHOOL,Whittier,Los Angeles,134,52,38.806,70.42,34.19,52.3,81.6,Y,2261,495,317,0.164,gardiner_seed,1.00
Davis,050172,24657892430601,ATWATER HIGH SCHOOL,Atwater,Merced,133,52,39.098,41.07,12.92,27.0,82.75,Y,2029,482,148,0.3514,fuzzy_name_county,1.00
Davis,050680,37680313731478,CORONADO HIGH SCHOOL,Coronado,San Diego,133,52,39.098,80.48,50.65,65.56,15.32,N,999,259,202,0.2574,gardiner_seed,1.00
Davis,050720,41689244133393,JEFFERSON HIGH SCHOOL,Daly City,San Mateo,133,30,22.556,44.86,18.39,31.62,51.96,N,1072,267,167,0.1796,fuzzy_name_county,1.00
Davis,052017,24753662430114,DELHI HIGH SCHOOL,Delhi,Merced,133,53,39.85,37.72,11.39,24.56,90.56,Y,710,172,81,0.6543,fuzzy_name_county,1.00
Davis,052690,31669283136504,ROSEVILLE HIGH SCHOOL,Roseville,Placer,133,44,33.083,57.13,29.0,43.06,51.7,N,1443,370,228,0.193,fuzzy_name_county,1.00
Davis,052746,27661592733178,NORTH SALINAS HIGH SCHOOL,Salinas,Monterey,133,50,37.594,47.83,14.39,31.11,93.83,Y,2106,509,216,0.2315,gardiner_seed,1.00
Davis,053597,48705734830089,WILL C WOOD HIGH SCHOOL,Vacaville,Solano,133,46,34.586,51.46,17.53,34.5,59.66,N,1671,420,189,0.2434,fuzzy_name_county,1.00
Davis,053787,49753584930228,WINDSOR HIGH SCHOOL,Windsor,Sonoma,133,48,36.09,58.28,24.63,41.46,50.29,N,1700,417,159,0.3019,fuzzy_name_county,1.00
Davis,053927,34674390101972,ROSEMONT HIGH SCHOOL,Sacramento,Sacramento,133,49,36.842,33.38,12.75,23.07,61.62,N,1485,382,167,0.2934,fuzzy_name_county,1.00
Davis,050528,19647331931708,CHATSWORTH CHARTER HIGH SCHOOL,Chatsworth,Los Angeles,132,77,58.333,39.66,22.79,31.22,69.94,N,1743,426,245,0.3143,fuzzy_name_county,1.00
Davis,054553,07100740114470,MAKING WAVES ACADEMY,Richmond,Contra Costa,132,63,47.727,51.76,14.12,32.94,83.09,Y,544,143,134,0.4701,fuzzy_name_county,1.00
Davis,050259,15635290100198,GOLDEN VALLEY HIGH SCHOOL,Bakersfield,Kern,131,60,45.802,58.54,18.15,38.34,91.2,Y,2228,525,225,0.2667,gardiner_seed,1.00
Davis,050548,04614240437558,PLEASANT VALLEY SR HIGH SCHOOL,Chico,Butte,131,62,47.328,71.61,42.09,56.85,47.12,N,1978,492,198,0.3131,fuzzy_name_county,1.00
Davis,051614,19648730136705,ODYSSEY STEM ACADEMY,Lakewood,Los Angeles,131,38,29.008,68.41,23.03,45.72,95.24,Y,336,91,66,0.5758,fuzzy_name_county,1.00
Davis,051953,24657892430098,GOLDEN VALLEY HIGH SCHOOL,Merced,Merced,131,60,45.802,43.21,13.15,28.18,85.86,Y,1917,443,151,0.3974,fuzzy_name_county,1.00
Davis,052773,36678763632221,CAJON HIGH SCHOOL,San Bernardino,San Bernardino,131,62,47.328,53.97,20.59,37.28,86.97,Y,2748,575,308,0.2013,gardiner_seed,1.00
Davis,053099,43694274335204,OAK GROVE HIGH SCHOOL,San Jose,Santa Clara,131,52,39.695,55.48,23.26,39.37,74.16,N,1374,323,134,0.3881,fuzzy_name_county,1.00
Davis,053380,56726035636188,SIMI VALLEY HIGH SCHOOL,Simi Valley,Ventura,131,55,41.985,53.02,22.15,37.59,39.63,N,1910,445,208,0.2644,gardiner_seed,1.00
Davis,052425,40754574035754,PASO ROBLES HIGH SCHOOL,Paso Robles,San Luis Obispo,130,52,40.0,57.25,27.75,42.5,66.26,N,1986,416,102,0.5098,fuzzy_name_county,1.00
Davis,054303,01612590114868,OAKLAND CHARTER HIGH SCHOOL,Oakland,Alameda,130,59,45.385,46.39,25.77,36.08,87.58,Y,330,76,64,0.9219,gardiner_seed,1.00
Davis,050038,33752420133306,ORANGE VISTA HIGH SCHOOL,Perris,Riverside,129,53,41.085,49.75,12.82,31.29,87.31,Y,2396,613,433,0.1224,gardiner_seed,1.00
Davis,051120,41688904132817,HALF MOON BAY HIGH SCHOOL,Half Moon Bay,San Mateo,129,53,41.085,41.53,26.32,33.92,29.53,N,911,222,77,0.6883,fuzzy_name_county,1.00
Davis,051507,31668943132453,DEL ORO HIGH SCHOOL,Loomis,Placer,129,49,37.984,79.18,57.89,68.54,13.83,N,1634,384,293,0.1672,fuzzy_name_county,1.00
Davis,052085,28662662835601,NAPA HIGH SCHOOL,Napa,Napa,129,46,35.659,46.49,16.54,31.51,77.04,Y,1642,389,122,0.377,gardiner_seed,1.00
Davis,053467,19647331932987,JOHN RANCIS POLYTECHNIC HIGH SCHOOL,Sun Valley,Los Angeles,129,54,41.86,45.55,22.3,33.92,93.74,Y,2124,542,396,0.1364,gardiner_seed,1.00
Davis,052210,19644690134858,CA SCH ARTS SAN GABRIEL VALLEY,Duarte,Los Angeles,128,67,52.344,88.05,46.8,67.42,20.43,N,974,236,203,0.33,gardiner_seed,1.00
Davis,052305,56725465634548,OXNARD HIGH SCHOOL,Oxnard,Ventura,128,45,35.156,46.49,16.43,31.46,77.04,Y,2452,631,241,0.1867,fuzzy_name_county,1.00
Davis,053599,39685853930443,MIDDLE COLLEGE HIGH SCHOOL,Stockton,San Joaquin,128,63,49.219,96.88,69.48,83.18,53.64,N,343,76,67,0.9403,fuzzy_name_county,1.00
Davis,051903,39685933930310,SIERRA HIGH SCHOOL,Manteca,San Joaquin,127,41,32.283,65.88,30.37,48.12,60.3,N,1670,411,140,0.2929,fuzzy_name_county,1.00
Davis,052130,30665973035045,NEWPORT HARBOR HIGH SCHOOL,Newport Beach,Orange,127,36,28.346,63.85,38.87,51.36,43.62,N,2084,538,315,0.1143,fuzzy_name_county,1.00
Davis,052717,34674393434636,HIRAM W JOHNSON HIGH SCHOOL,Sacramento,Sacramento,127,45,35.433,23.14,9.95,16.55,85.08,Y,1682,395,136,0.3309,fuzzy_name_county,1.00
Davis,050945,36677103633302,FONTANA HIGH SCHOOL,Fontana,San Bernardino,126,36,28.571,64.75,20.96,42.86,95.82,Y,2534,607,442,0.0814,gardiner_seed,1.00
Davis,051874,20652430110965,MADERA SOUTH HIGH SCHOOL,Madera,Madera,126,72,57.143,47.37,8.55,27.96,95.43,Y,1859,376,162,0.4444,fuzzy_name_county,1.00
Davis,052617,19647331933233,SHERMAN OAKS CTR ENRCHED STDS,Tarzana,Los Angeles,126,56,44.444,75.0,45.92,60.46,60.07,N,914,210,172,0.3256,fuzzy_name_county,0.89
Davis,053613,37681303731262,STEELE CANYON HIGH SCHOOL,Spring Valley,San Diego,126,55,43.651,72.82,42.51,57.66,57.55,N,2198,523,337,0.1632,gardiner_seed,1.00
Davis,053598,44754324430211,SCOTTS VALLEY HIGH SCHOOL,Scotts Valley,Santa Cruz,125,60,48.0,68.89,47.88,58.38,11.78,N,611,151,116,0.5172,fuzzy_name_county,1.00
Davis,053739,30665483038445,WESTMINSTER HIGH SCHOOL,Westminster,Orange,125,52,41.6,67.48,38.62,53.05,87.39,Y,2529,634,312,0.1667,gardiner_seed,1.00
Davis,050525,50710435030879,CERES HIGH SCHOOL,Ceres,Stanislaus,124,44,35.484,54.25,17.09,35.67,88.31,Y,1660,415,200,0.22,fuzzy_name_county,1.00
Davis,051221,30665483034410,MARINA HIGH SCHOOL,Huntington Beach,Orange,124,54,43.548,72.82,53.43,63.13,47.62,N,1997,504,267,0.2022,gardiner_seed,1.00
Davis,051375,19643521935048,LEUZINGER HIGH SCHOOL,Lawndale,Los Angeles,123,59,47.967,55.0,17.53,36.27,84.55,Y,1981,455,216,0.2731,gardiner_seed,1.00
Davis,051983,50711755031380,GRACE M DAVIS HIGH SCHOOL,Modesto,Stanislaus,123,52,42.276,39.0,10.93,24.96,82.67,Y,2083,448,152,0.3421,fuzzy_name_county,1.00
Davis,053747,19647330102921,DR RICHARD VLADOVIC HARBOR ACA,Wilmington,Los Angeles,123,72,58.537,97.78,83.6,90.69,65.49,N,452,112,111,0.6486,fuzzy2_token,0.80
Davis,053980,19647330109454,SOUTH EAST HIGH SCHOOL,South Gate,Los Angeles,123,46,37.398,47.35,18.64,32.99,92.66,Y,1990,519,301,0.1528,gardiner_seed,1.00
Davis,054045,44697990105858,PAJARO VALLEY HS,Watsonville,Santa Cruz,123,46,37.398,36.69,10.57,23.63,86.85,Y,1293,331,141,0.3262,fuzzy_name_county,1.00
Davis,050109,07616480730465,DEER VALLEY HIGH SCHOOL,Antioch,Contra Costa,122,32,26.23,51.42,17.83,34.62,84.38,Y,1812,375,77,0.4156,fuzzy_name_county,1.00
Davis,050196,15635291530476,LIBERTY HIGH SCHOOL,Bakersfield,Kern,122,51,41.803,66.68,36.48,51.58,43.98,N,2369,578,297,0.1717,gardiner_seed,1.00
Davis,050910,48705404830451,ARMIJO HIGH SCHOOL,Fairfield,Solano,122,46,37.705,32.42,14.19,23.31,82.81,Y,1844,467,136,0.3382,fuzzy_name_county,1.00
Davis,051974,30736353030061,EL TORO HIGH SCHOOL,Lake Forest,Orange,122,31,25.41,64.9,39.34,52.12,51.42,N,1902,475,236,0.1314,fuzzy_name_county,1.00
Davis,051986,50711755030010,FRED C BEYER HIGH SCHOOL,Modesto,Stanislaus,122,55,45.082,59.49,30.03,44.76,64.08,N,1609,382,154,0.3571,fuzzy_name_county,1.00
Davis,053398,44698234437406,SOQUEL HIGH SCHOOL,Soquel,Santa Cruz,122,55,45.082,72.82,32.14,52.48,31.19,N,1074,265,162,0.3395,fuzzy_name_county,1.00
Davis,050977,10621661034214,MCLANE HIGH SCHOOL,Fresno,Fresno,121,47,38.843,41.88,7.05,24.47,94.55,Y,2056,433,229,0.2052,fuzzy_name_county,1.00
Davis,051347,19647251934678,LAKEWOOD HIGH SCHOOL,Lakewood,Los Angeles,121,44,36.364,48.71,14.18,31.45,61.61,N,2305,617,278,0.1583,gardiner_seed,1.00
Davis,054018,30666700108365,SEGERSTROM HIGH SCHOOL,Santa Ana,Orange,121,52,42.975,63.15,28.52,45.83,81.86,Y,2376,595,376,0.1383,gardiner_seed,1.00
Davis,050755,48705324832259,DIXON HIGH SCHOOL,Dixon,Solano,120,38,31.667,53.64,21.83,37.74,60.4,N,990,239,105,0.3619,fuzzy_name_county,1.00
Davis,051440,39685853934759,TOKAY HIGH SCHOOL,Lodi,San Joaquin,120,51,42.5,42.12,21.19,31.65,72.21,N,2058,482,123,0.4146,fuzzy_name_county,1.00
Davis,051890,20652432035707,MADERA HIGH SCHOOL,Madera,Madera,120,52,43.333,54.58,17.38,35.98,82.34,Y,1869,388,169,0.3077,gardiner_seed,1.00
Davis,052491,19642460100081,WILLIAM J PETE KNIGHT HIGH SCH,Palmdale,Los Angeles,120,44,36.667,42.66,11.6,27.13,61.64,N,2349,558,203,0.2167,gardiner_seed,1.00
Davis,053330,49709204936803,SANTA ROSA HIGH SCHOOL,Santa Rosa,Sonoma,120,40,33.333,51.92,23.79,37.85,62.07,N,1553,352,139,0.2878,fuzzy_name_county,1.00
Davis,050489,27738252730034,NORTH MONTEREY COUNTY HIGH SCH,Castroville,Monterey,119,50,42.017,50.94,8.68,29.81,86.08,Y,1250,283,116,0.431,fuzzy_name_county,0.94
Davis,053958,39685850108225,RONALD E MCNAIR HIGH SCHOOL,Stockton,San Joaquin,119,57,47.899,41.12,14.14,27.63,80.84,Y,1644,370,89,0.6404,gardiner_seed,1.00
Davis,050572,37684113730405,BONITA VISTA HIGH SCHOOL,Chula Vista,San Diego,118,47,39.831,70.37,32.15,51.26,45.66,N,1960,448,290,0.1621,gardiner_seed,1.00
Davis,051845,24657552434207,LOS BANOS HIGH SCHOOL,Los Banos,Merced,118,41,34.746,45.32,13.2,29.26,79.78,Y,1543,355,137,0.2993,fuzzy_name_county,1.00
Davis,052131,34765053433265,FOOTHILL HIGH SCHOOL,Sacramento,Sacramento,118,42,35.593,37.16,11.17,24.16,94.0,Y,1417,311,157,0.2675,fuzzy_name_county,1.00
Davis,052430,50712175036256,PATTERSON HIGH SCHOOL,Patterson,Stanislaus,118,42,35.593,57.79,19.74,38.76,76.67,Y,1830,419,179,0.2346,fuzzy_name_county,1.00
Davis,052553,34673303431533,CORDOVA HIGH SCHOOL,Rancho Cordova,Sacramento,118,45,38.136,51.59,18.5,35.04,71.66,N,1944,425,92,0.4891,fuzzy_name_county,1.00
Davis,053628,37684113731502,SAN YSIDRO HIGH SCHOOL,San Diego,San Diego,118,51,43.22,40.72,15.02,27.87,85.99,Y,1941,517,193,0.2642,gardiner_seed,1.00
Davis,050160,15635291530252,ARVIN HIGH SCHOOL,Arvin,Kern,117,62,52.991,48.39,11.34,29.86,96.76,Y,2653,617,220,0.2818,gardiner_seed,1.00
Davis,050915,34674473432051,DEL CAMPO HIGH SCHOOL,Fair Oaks,Sacramento,117,42,35.897,43.22,14.36,28.79,58.79,N,1548,368,113,0.3717,fuzzy_name_county,1.00
Davis,052365,19648731936749,PARAMOUNT HIGH SCHOOL,Paramount,Los Angeles,117,46,39.316,49.57,14.7,32.13,96.76,Y,3400,853,383,0.1201,gardiner_seed,1.00
Davis,052643,34765053436979,RIO LINDA SENIOR HIGH SCHOOL,Rio Linda,Sacramento,117,47,40.171,54.14,22.91,38.52,87.01,Y,1594,316,219,0.2146,fuzzy_name_county,1.00
Davis,053372,56726035630322,SANTA SUSANA HIGH SCHOOL,Simi Valley,Ventura,117,54,46.154,79.44,48.82,64.13,33.59,N,1033,259,170,0.3176,fuzzy_name_county,1.00
Davis,052803,34752833430659,NATOMAS CHARTER SCHOOL,Sacramento,Sacramento,116,49,42.241,82.86,37.41,60.13,42.32,N,560,120,100,0.49,fuzzy_name_county,1.00
Davis,053293,44698234432340,HARBOR HIGH SCHOOL,Santa Cruz,Santa Cruz,116,57,49.138,60.16,26.42,43.29,42.15,N,1013,222,116,0.4914,fuzzy_name_county,1.00
Davis,051431,19643521934926,LAWNDALE HIGH SCHOOL,Lawndale,Los Angeles,115,44,38.261,49.59,16.6,33.09,79.62,Y,1403,420,238,0.1849,gardiner_seed,1.00
Davis,052037,19648081930155,SCHURR HIGH SCHOOL,Montebello,Los Angeles,115,46,40.0,56.64,21.32,38.98,85.95,Y,2121,552,187,0.246,gardiner_seed,1.00
Davis,053262,19651361996321,ACADEMY OF THE CANYONS,Santa Clarita,Los Angeles,115,56,48.696,90.79,69.14,79.97,16.36,N,385,98,92,0.6087,gardiner_seed,1.00
Davis,050379,30664313033115,JOHN F KENNEDY HIGH SCHOOL,La Palma,Orange,114,42,36.842,72.52,41.84,57.18,70.4,N,1983,493,311,0.135,gardiner_seed,1.00
Davis,052308,41689244135075,OCEANA HIGH SCHOOL,Pacifica,San Mateo,114,48,42.105,68.52,41.94,55.23,20.81,N,471,141,104,0.4615,fuzzy_name_county,1.00
Davis,052665,33672153336237,RIVERSIDE POLY HIGH SCHOOL,Riverside,Riverside,114,52,45.614,65.66,28.54,47.1,70.93,N,2484,555,330,0.1576,gardiner_seed,1.00
Davis,053373,09618530936302,PONDEROSA HIGH SCHOOL,Shingle Springs,El Dorado,114,44,38.596,73.15,46.66,59.91,19.82,N,1675,430,223,0.1973,fuzzy_name_county,1.00
Davis,050830,19645191930320,ARROYO HIGH SCHOOL,El Monte,Los Angeles,113,41,36.283,64.99,38.14,51.56,84.92,Y,1638,433,162,0.2531,gardiner_seed,1.00
Davis,052685,19645191937481,ROSEMEAD HIGH SCHOOL,Rosemead,Los Angeles,113,49,43.363,74.53,43.99,59.26,86.46,Y,1691,390,194,0.2526,gardiner_seed,1.00
Davis,053083,43694014331955,DEL MAR HIGH SCHOOL,San Jose,Santa Clara,113,44,38.938,56.19,18.67,37.43,73.26,N,1350,336,180,0.2444,fuzzy_name_county,1.00
Davis,053974,19647330109447,SANTEE EDUCATION COMPLEX,Los Angeles,Los Angeles,113,37,32.743,49.62,12.29,30.96,94.18,Y,1582,426,234,0.1581,gardiner_seed,1.00
Davis,050884,37681063730058,SAN PASQUAL HIGH SCHOOL,Escondido,San Diego,112,47,41.964,67.27,24.89,46.08,74.05,N,1846,450,234,0.2009,gardiner_seed,1.00
Davis,051228,43694840114496,DR TJ OWENS GILROY EARLY COLG,Gilroy,Santa Clara,112,53,47.321,98.59,86.01,92.3,42.11,N,304,69,67,0.791,fuzzy_name_county,0.95
Davis,051900,39685933935103,MANTECA HIGH SCHOOL,Manteca,San Joaquin,112,41,36.607,56.73,19.68,38.21,71.89,N,1907,435,82,0.5,fuzzy_name_county,1.00
Davis,050973,10621661030279,BULLARD HIGH SCHOOL,Fresno,Fresno,110,46,41.818,52.69,17.49,35.09,65.75,N,2485,538,289,0.1592,fuzzy_name_county,1.00
Davis,051550,19647331933043,BENJAMIN FRANKLIN HIGH SCHOOL,Los Angeles,Los Angeles,110,44,40.0,53.48,25.19,39.34,87.58,Y,1184,283,198,0.2222,gardiner_seed,1.00
Davis,052379,56725465630389,PACIFICA HIGH SCHOOL,Oxnard,Ventura,110,51,46.364,39.02,10.92,24.97,82.54,Y,2675,703,269,0.1896,gardiner_seed,1.00
Davis,052710,34674473432317,EL CAMINO FUNDAMENTAL HS,Sacramento,Sacramento,110,52,47.273,50.24,18.35,34.3,61.83,N,1226,266,136,0.3824,fuzzy_name_county,1.00
Davis,053077,43694274332995,ANDREW P HILL HIGH SCHOOL,San Jose,Santa Clara,110,49,44.545,46.64,16.36,31.5,79.8,Y,1564,355,100,0.49,fuzzy_name_county,1.00
Davis,053325,56768285635776,SANTA PAULA HIGH SCHOOL,Santa Paula,Ventura,110,55,50.0,48.19,16.28,32.24,85.81,Y,1494,357,172,0.3198,gardiner_seed,1.00
Davis,053699,54722565430368,EL DIAMANTE HIGH SCHOOL,Visalia,Tulare,110,41,37.273,70.07,23.53,46.8,63.86,N,1890,437,274,0.1496,fuzzy_name_county,1.00
Davis,054394,24657550120923,PACHECO HIGH SCHOOL,Los Banos,Merced,110,41,37.273,53.53,20.01,36.77,78.9,Y,1725,439,204,0.201,fuzzy_name_county,1.00
Davis,050090,30664313030228,ANAHEIM HIGH SCHOOL,Anaheim,Orange,109,48,44.037,40.25,10.62,25.43,95.24,Y,2667,604,425,0.1129,gardiner_seed,1.00
Davis,050202,15635291530385,RIDGEVIEW HIGH SCHOOL,Bakersfield,Kern,109,44,40.367,55.46,17.43,36.45,75.15,Y,2575,639,306,0.1438,gardiner_seed,1.00
Davis,050995,10621661035831,THEODORE ROOSEVELT HIGH SCHOOL,Fresno,Fresno,109,44,40.367,42.81,10.64,26.73,93.38,Y,2175,458,234,0.188,gardiner_seed,1.00
Davis,051034,30665223035581,PACIFICA HIGH SCHOOL,Garden Grove,Orange,109,48,44.037,78.54,52.25,65.4,52.51,N,1634,408,268,0.1791,gardiner_seed,1.00
Davis,051963,24657892435204,MERCED HIGH SCHOOL,Merced,Merced,109,48,44.037,43.96,13.37,28.66,79.98,Y,1943,450,101,0.4752,fuzzy_name_county,1.00
Davis,051301,19645681996131,CLARK MAGNET HIGH SCHOOL,La Crescenta,Los Angeles,108,42,38.889,87.82,71.26,79.54,67.43,N,1136,261,241,0.1743,fuzzy_name_county,0.94
Davis,053552,54722495435466,TULARE WESTERN HIGH SCHOOL,Tulare,Tulare,108,41,37.963,61.73,22.17,41.95,76.34,Y,1927,481,302,0.1358,fuzzy_name_county,1.00
Davis,054620,43104390123794,SUMMIT PUBLIC SCHOOL-TAHOMA,San Jose,Santa Clara,108,39,36.111,65.33,45.95,55.64,31.07,N,383,101,97,0.4021,fuzzy_name_county,1.00
Davis,051030,30665223032752,GARDEN GROVE HIGH SCHOOL,Garden Grove,Orange,107,38,35.514,71.96,44.11,58.04,83.99,Y,2148,523,335,0.1134,gardiner_seed,1.00
Davis,051145,19643521933951,HAWTHORNE HIGH SCHOOL,Hawthorne,Los Angeles,107,32,29.907,53.61,13.54,33.58,83.82,Y,1675,432,187,0.1711,gardiner_seed,1.00
Davis,051441,39685853934783,LODI HIGH SCHOOL,Lodi,San Joaquin,107,48,44.86,49.73,26.36,38.04,63.32,N,1952,476,143,0.3357,fuzzy_name_county,1.00
Davis,051805,19647331937424,THEODORE ROOSEVELT SENIOR HIGH,Los Angeles,Los Angeles,107,40,37.383,44.46,25.29,34.88,96.36,Y,1678,420,265,0.1509,gardiner_seed,1.00
Davis,052000,50711755031802,THOMAS DOWNEY HIGH SCHOOL,Modesto,Stanislaus,107,44,41.121,42.44,16.41,29.43,78.15,Y,2192,491,169,0.2604,fuzzy_name_county,1.00
Davis,052388,19648811931674,JOHN MARSHALL FUNDAMENTAL SCH,Pasadena,Los Angeles,107,42,39.252,64.88,35.47,50.17,66.09,N,926,221,151,0.2781,fuzzy_name_county,0.94
Davis,053425,39686763932654,FRANKLIN HIGH SCHOOL,Stockton,San Joaquin,107,38,35.514,32.07,9.44,20.75,82.29,Y,2004,510,128,0.2969,fuzzy_name_county,1.00
Davis,054624,19647331934033,STEM ACADEMY OF HOLLYWOOD,Hollywood,Los Angeles,107,45,42.056,61.48,21.61,41.55,93.07,Y,1025,278,173,0.2601,fuzzy_name_county,0.94
Davis,050223,15635291535392,SOUTH HIGH SCHOOL,Bakersfield,Kern,106,43,40.566,57.13,15.88,36.5,97.1,Y,2107,452,162,0.2654,gardiner_seed,1.00
Davis,053436,39685853930237,BEAR CREEK HIGH SCHOOL,Stockton,San Joaquin,106,45,42.453,51.33,19.81,35.57,68.05,N,1925,436,157,0.2866,fuzzy_name_county,1.00
Davis,053540,31669443138500,TRUCKEE HIGH SCHOOL,Truckee,Placer,106,49,46.226,67.74,39.22,53.48,29.44,N,907,201,119,0.4118,fuzzy_name_county,0.94
Davis,051369,30736353030244,LAGUNA HILLS HIGH SCHOOL,Laguna Hills,Orange,105,42,40.0,58.01,32.37,45.19,59.53,N,1317,328,186,0.2258,fuzzy_name_county,1.00
Davis,054218,19647330111492,ALLIANCE NEUWIRTH LEADERSHIP ACADMY,Los Angeles,Los Angeles,105,49,46.667,74.63,32.33,53.48,97.51,Y,603,148,140,0.35,fuzzy2_token,0.80
Davis,050029,01611190130229,ALAMEDA SCIENCE & TECHNICAL INST,Alameda,Alameda,104,46,44.231,79.12,53.61,66.37,32.66,N,1868,475,346,0.1329,fuzzy_name_county,0.94
Davis,052015,19647901935923,MONROVIA HIGH SCHOOL,Monrovia,Los Angeles,104,36,34.615,66.48,29.62,48.05,64.4,N,1455,387,201,0.1791,gardiner_seed,1.00
Davis,052055,56739405633250,MOORPARK HIGH SCHOOL,Moorpark,Ventura,104,39,37.5,56.49,31.95,44.22,38.5,N,1691,442,214,0.1822,fuzzy_name_county,1.00
Davis,052902,19647331935865,JAMES MONROE HIGH SCHOOL,North Hills,Los Angeles,103,39,37.864,36.31,11.42,23.87,94.96,Y,1905,469,251,0.1554,fuzzy_name_county,1.00
Davis,052948,36678763631082,ARROYO VALLEY HIGH SCHOOL,San Bernardino,San Bernardino,103,49,47.573,36.64,14.84,25.74,96.95,Y,2692,634,337,0.1454,gardiner_seed,1.00
Davis,053328,49709204934154,MONTGOMERY HIGH SCHOOL,Santa Rosa,Sonoma,103,37,35.922,43.18,21.0,32.09,62.81,N,1253,323,142,0.2606,fuzzy_name_county,1.00
Davis,053557,27754402730190,SOLEDAD HIGH SCHOOL,Soledad,Monterey,103,42,40.777,43.69,9.2,26.44,85.58,Y,1546,398,144,0.2917,fuzzy_name_county,1.00
Davis,054255,01611920137646,IMPACT ACAD ARTS/TECHNOLOGY,Hayward,Alameda,103,48,46.602,74.04,27.18,50.61,66.08,N,342,91,88,0.5455,fuzzy_name_county,0.90
Davis,050181,24657892430205,BUHACH COLONY HIGH SCHOOL,Atwater,Merced,102,32,31.373,47.21,10.87,29.04,79.05,Y,1704,425,156,0.2051,fuzzy_name_county,1.00
Davis,051869,19642460111872,SOAR HIGH SCHOOL,Lancaster,Los Angeles,102,42,41.176,86.65,61.99,74.32,58.66,N,670,102,98,0.4286,gardiner_seed,1.00
Davis,052661,33672153334406,JOHN W NORTH HIGH SCHOOL,Riverside,Riverside,102,34,33.333,48.69,15.78,32.24,88.71,Y,2011,465,223,0.1525,gardiner_seed,1.00
Davis,053839,39685930101576,WESTON RANCH HIGH SCHOOL,Stockton,San Joaquin,102,37,36.275,46.11,14.21,30.16,81.53,Y,1164,276,110,0.3364,fuzzy_name_county,1.00
Davis,053633,19647331933795,ULYSSES S GRANT HIGH SCHOOL,Van Nuys,Los Angeles,101,38,37.624,61.26,24.89,43.07,94.87,Y,1774,449,302,0.1258,gardiner_seed,1.00
Davis,050309,19647330133603,GIRLS ACADEMIC LEADERSHIP ACAD,Los Angeles,Los Angeles,100,44,44.0,91.49,66.48,78.98,55.91,N,381,83,83,0.5301,fuzzy_name_county,0.93
Davis,051028,30665223030434,BOLSA GRANDE HIGH SCHOOL,Garden Grove,Orange,100,38,38.0,67.07,46.49,56.78,87.89,Y,1701,433,269,0.1413,gardiner_seed,1.00
Davis,052120,19651361933902,WILLIAM S HART HIGH SCHOOL,Newhall,Los Angeles,100,32,32.0,71.45,36.15,53.8,46.06,N,1941,531,277,0.1155,gardiner_seed,1.00
Davis,052248,37735693739018,EL CAMINO HIGH SCHOOL,Oceanside,San Diego,100,31,31.0,51.27,27.83,39.55,68.13,N,2463,636,311,0.0997,gardiner_seed,1.00
Davis,053130,01613090137810,SAN LORENZO HIGH SCHOOL,San Lorenzo,Alameda,100,29,29.0,29.24,9.9,19.57,89.21,Y,1029,316,87,0.3333,fuzzy_name_county,1.00
Davis,050218,15635291533330,HIGHLAND HIGH SCHOOL,Bakersfield,Kern,99,41,41.414,55.55,16.75,36.15,87.43,Y,2530,621,271,0.1513,fuzzy_name_county,1.00
Davis,052615,10622651035310,REEDLEY HIGH SCHOOL,Reedley,Fresno,99,41,41.414,75.24,40.32,57.78,81.21,Y,1804,389,237,0.173,gardiner_seed,1.00
Davis,053738,19650941939537,WEST COVINA HIGH SCHOOL,West Covina,Los Angeles,99,43,43.434,52.3,27.94,40.12,82.12,Y,1756,453,208,0.2067,gardiner_seed,1.00
Davis,054851,56725460131698,RANCHO CAMPANA HIGH SCHOOL,Camarillo,Ventura,99,36,36.364,84.75,60.31,72.53,38.5,N,826,196,126,0.2857,fuzzy_name_county,1.00
Davis,050115,07616480730861,ANTIOCH HIGH SCHOOL,Antioch,Contra Costa,98,40,40.816,31.84,6.36,19.1,92.23,Y,1776,386,77,0.5195,fuzzy_name_county,1.00
Davis,051994,50711755030135,JOHANSEN HIGH SCHOOL,Modesto,Stanislaus,98,48,48.98,43.46,12.42,27.94,83.59,Y,2029,503,177,0.2712,fuzzy_name_county,0.94
Davis,052060,43695834333951,LIVE OAK HIGH SCHOOL,Morgan Hill,Santa Clara,98,33,33.673,47.8,20.09,33.95,47.96,N,1101,268,126,0.2619,fuzzy_name_county,1.00
Davis,053379,56726035635008,ROYAL HIGH SCHOOL,Simi Valley,Ventura,98,47,47.959,58.66,28.28,43.47,47.68,N,1835,469,235,0.2,fuzzy_name_county,1.00
Davis,053785,19647331930650,PHINEAS BANNING HIGH SCHOOL,Wilmington,Los Angeles,98,31,31.633,47.29,19.55,33.42,91.99,Y,2422,635,388,0.0799,gardiner_seed,1.00
